county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Chattahoochee,Activity Center,U.S. Senate,,Rep,Herschel Junior Walker,538,233,17,0,288
Chattahoochee,Activity Center,U.S. Senate,,Dem,Raphael Warnock ,453,256,27,0,170
Chattahoochee,Activity Center,U.S. Senate,,Lib,Chase Oliver,24,9,1,0,14
Chattahoochee,Activity Center,Governor,,Rep,Brian Kemp ,583,251,19,0,313
Chattahoochee,Activity Center,Governor,,Dem,Stacey Abrams,427,247,25,0,155
Chattahoochee,Activity Center,Governor,,Lib,Shane Hazel,10,4,1,0,5
Chattahoochee,Activity Center,Lieutenant Governor,,Rep,Burt Jones,562,242,19,0,301
Chattahoochee,Activity Center,Lieutenant Governor,,Dem,Charlie Bailey,417,234,26,0,157
Chattahoochee,Activity Center,Lieutenant Governor,,Lib,Ryan Graham,14,8,0,0,6
Chattahoochee,Activity Center,Secretary of State,,Rep,Brad Raffensperger ,572,247,19,0,306
Chattahoochee,Activity Center,Secretary of State,,Dem,Bee Nguyen,406,232,24,0,150
Chattahoochee,Activity Center,Secretary of State,,Lib,Ted Metz,20,8,2,0,10
Chattahoochee,Activity Center,Attorney General,,Rep,Chris Carr ,562,243,18,0,301
Chattahoochee,Activity Center,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",426,240,26,0,160
Chattahoochee,Activity Center,Attorney General,,Lib,Martin Cowen,13,8,1,0,4
Chattahoochee,Activity Center,Commissioner Of Agriculture,,Rep,Tyler Harper,577,251,19,0,307
Chattahoochee,Activity Center,Commissioner Of Agriculture,,Dem,Nakita Hemingway,403,232,24,0,147
Chattahoochee,Activity Center,Commissioner Of Agriculture,,Lib,David Raudabaugh,19,5,2,0,12
Chattahoochee,Activity Center,Commissioner Of Insurance,,Rep,John King ,578,251,20,0,307
Chattahoochee,Activity Center,Commissioner Of Insurance,,Dem,Janice Laws Robinson,419,236,24,0,159
Chattahoochee,Activity Center,State School Superintendent,,Rep,Richard Woods ,573,246,18,0,309
Chattahoochee,Activity Center,State School Superintendent,,Dem,Alisha Thomas Searcy,425,241,27,0,157
Chattahoochee,Activity Center,Commissioner Of Labor,,Rep,Bruce Thompson,558,245,18,0,295
Chattahoochee,Activity Center,Commissioner Of Labor,,Dem,"William """"Will"""" Boddie, Jr",417,235,25,0,157
Chattahoochee,Activity Center,Commissioner Of Labor,,Lib,Emily Anderson,23,9,2,0,12
Chattahoochee,Activity Center,U.S. House,2,Rep,Chris West,548,235,17,0,296
Chattahoochee,Activity Center,U.S. House,2,Dem,Sanford Bishop ,465,263,28,0,174
Chattahoochee,Activity Center,State Senate,15,Dem,Ed Harbison ,649,339,29,0,281
Chattahoochee,Activity Center,State House,151,Rep,Mike Cheokas ,580,253,19,0,308
Chattahoochee,Activity Center,State House,151,Dem,Joyce Barlow,419,238,26,0,155
Chattahoochee,Activity Center,Probate Judge,,,Joni Goodwin ,830,397,32,0,401
Chattahoochee,Activity Center,Constitutional Amendment #1,,,Yes,814,390,37,0,387
Chattahoochee,Activity Center,Constitutional Amendment #1,,,No,142,73,6,0,63
Chattahoochee,Activity Center,Constitutional Amendment #2,,,Yes,879,428,42,0,409
Chattahoochee,Activity Center,Constitutional Amendment #2,,,No,96,47,2,0,47
Chattahoochee,Activity Center,Statewide Referendum A,,,Yes,598,281,22,0,295
Chattahoochee,Activity Center,Statewide Referendum A,,,No,365,187,22,0,156
Chattahoochee,Activity Center,Statewide Referendum B,,,Yes,748,361,27,0,360
Chattahoochee,Activity Center,Statewide Referendum B,,,No,215,107,17,0,91
