county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Effingham,1A,U.S. Senate,,Rep,Herschel Walker,1093,26,830,0,237
Effingham,1B,U.S. Senate,,Rep,Herschel Walker,1052,17,715,1,319
Effingham,1C,U.S. Senate,,Rep,Herschel Walker,744,6,612,0,126
Effingham,1D,U.S. Senate,,Rep,Herschel Walker,860,19,710,0,131
Effingham,2A,U.S. Senate,,Rep,Herschel Walker,882,15,713,0,154
Effingham,2B,U.S. Senate,,Rep,Herschel Walker,673,16,476,0,181
Effingham,2C,U.S. Senate,,Rep,Herschel Walker,874,25,561,0,288
Effingham,2D,U.S. Senate,,Rep,Herschel Walker,1169,29,767,0,373
Effingham,3A,U.S. Senate,,Rep,Herschel Walker,574,13,447,0,114
Effingham,3B,U.S. Senate,,Rep,Herschel Walker,904,23,644,0,237
Effingham,3C,U.S. Senate,,Rep,Herschel Walker,532,15,377,0,140
Effingham,3D,U.S. Senate,,Rep,Herschel Walker,1082,21,731,0,330
Effingham,3E,U.S. Senate,,Rep,Herschel Walker,462,8,291,0,163
Effingham,4A,U.S. Senate,,Rep,Herschel Walker,1286,26,817,2,441
Effingham,4B,U.S. Senate,,Rep,Herschel Walker,619,11,400,0,208
Effingham,4C,U.S. Senate,,Rep,Herschel Walker,783,19,481,1,282
Effingham,5A,U.S. Senate,,Rep,Herschel Walker,1084,22,718,0,344
Effingham,5B,U.S. Senate,,Rep,Herschel Walker,693,20,441,1,231
Effingham,5C,U.S. Senate,,Rep,Herschel Walker,708,16,464,0,228
Effingham,5D,U.S. Senate,,Rep,Herschel Walker,594,4,412,1,177
Effingham,1A,U.S. Senate,,(Dem,Raphael Warnock ,316,28,191,0,97
Effingham,1B,U.S. Senate,,(Dem,Raphael Warnock ,220,20,110,0,90
Effingham,1C,U.S. Senate,,(Dem,Raphael Warnock ,197,15,136,0,46
Effingham,1D,U.S. Senate,,(Dem,Raphael Warnock ,170,23,105,0,42
Effingham,2A,U.S. Senate,,(Dem,Raphael Warnock ,321,22,192,0,107
Effingham,2B,U.S. Senate,,(Dem,Raphael Warnock ,187,21,92,1,73
Effingham,2C,U.S. Senate,,(Dem,Raphael Warnock ,364,23,185,0,156
Effingham,2D,U.S. Senate,,(Dem,Raphael Warnock ,438,30,230,0,178
Effingham,3A,U.S. Senate,,(Dem,Raphael Warnock ,123,15,69,1,38
Effingham,3B,U.S. Senate,,(Dem,Raphael Warnock ,327,26,201,0,100
Effingham,3C,U.S. Senate,,(Dem,Raphael Warnock ,179,13,99,0,67
Effingham,3D,U.S. Senate,,(Dem,Raphael Warnock ,478,31,282,0,165
Effingham,3E,U.S. Senate,,(Dem,Raphael Warnock ,117,4,47,0,66
Effingham,4A,U.S. Senate,,(Dem,Raphael Warnock ,409,38,192,1,178
Effingham,4B,U.S. Senate,,(Dem,Raphael Warnock ,434,39,194,0,201
Effingham,4C,U.S. Senate,,(Dem,Raphael Warnock ,253,20,112,1,120
Effingham,5A,U.S. Senate,,(Dem,Raphael Warnock ,433,40,222,0,171
Effingham,5B,U.S. Senate,,(Dem,Raphael Warnock ,263,17,143,0,103
Effingham,5C,U.S. Senate,,(Dem,Raphael Warnock ,462,28,240,0,194
Effingham,5D,U.S. Senate,,(Dem,Raphael Warnock ,294,16,172,0,106
