county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Oconee,City Hall,U.S. Senate,,Rep,Herschel Walker,1487,43,536,0,908
Oconee,Colham Ferry,U.S. Senate,,Rep,Herschel Walker,1630,45,605,0,980
Oconee,Bishop,U.S. Senate,,Rep,Herschel Walker,1221,19,572,0,630
Oconee,North Oconee,U.S. Senate,,Rep,Herschel Walker,1526,46,663,0,817
Oconee,Dark Corner,U.S. Senate,,Rep,Herschel Walker,1991,43,943,1,1004
Oconee,Bogart,U.S. Senate,,Rep,Herschel Walker,974,32,503,0,439
Oconee,Marswood Hall,U.S. Senate,,Rep,Herschel Walker,1775,101,708,0,966
Oconee,Civic Center,U.S. Senate,,Rep,Herschel Walker,2939,158,938,0,1843
Oconee,City Hall,U.S. Senate,,(Dem,Raphael Warnock ,1050,75,283,0,692
Oconee,Colham Ferry,U.S. Senate,,(Dem,Raphael Warnock ,652,56,158,0,438
Oconee,Bishop,U.S. Senate,,(Dem,Raphael Warnock ,574,39,133,0,402
Oconee,North Oconee,U.S. Senate,,(Dem,Raphael Warnock ,527,25,196,0,306
Oconee,Dark Corner,U.S. Senate,,(Dem,Raphael Warnock ,555,42,193,0,320
Oconee,Bogart,U.S. Senate,,(Dem,Raphael Warnock ,433,25,209,0,199
Oconee,Marswood Hall,U.S. Senate,,(Dem,Raphael Warnock ,957,97,258,0,602
Oconee,Civic Center,U.S. Senate,,(Dem,Raphael Warnock ,1852,207,424,0,1221
