county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Jackson,Central Jackson,U.S. Senate,,Rep,Herschel Junior Walker,7508,4734,181,0,2593
Jackson,North Jackson,U.S. Senate,,Rep,Herschel Junior Walker,5429,3279,182,3,1965
Jackson,West Jackson,U.S. Senate,,Rep,Herschel Junior Walker,8053,4836,248,1,2968
Jackson,South Jackson,U.S. Senate,,Rep,Herschel Junior Walker,3389,1934,110,1,1344
Jackson,Central Jackson,U.S. Senate,,Dem,Raphael Warnock ,2031,1263,166,1,601
Jackson,North Jackson,U.S. Senate,,Dem,Raphael Warnock ,1292,720,141,0,431
Jackson,West Jackson,U.S. Senate,,Dem,Raphael Warnock ,2109,1248,201,1,659
Jackson,South Jackson,U.S. Senate,,Dem,Raphael Warnock ,1072,631,116,1,324
Jackson,Central Jackson,U.S. Senate,,Lib,Chase Oliver,258,145,8,0,105
Jackson,North Jackson,U.S. Senate,,Lib,Chase Oliver,185,94,6,1,84
Jackson,West Jackson,U.S. Senate,,Lib,Chase Oliver,263,116,11,0,136
Jackson,South Jackson,U.S. Senate,,Lib,Chase Oliver,117,54,7,0,56
Jackson,Central Jackson,Governor,,Rep,Brian Kemp ,8052,5045,211,0,2796
Jackson,North Jackson,Governor,,Rep,Brian Kemp ,5820,3502,213,4,2101
Jackson,West Jackson,Governor,,Rep,Brian Kemp ,8690,5161,305,1,3223
Jackson,South Jackson,Governor,,Rep,Brian Kemp ,3661,2073,128,1,1459
Jackson,Central Jackson,Governor,,Dem,Stacey Abrams,1700,1075,140,1,484
Jackson,North Jackson,Governor,,Dem,Stacey Abrams,1080,603,118,0,359
Jackson,West Jackson,Governor,,Dem,Stacey Abrams,1727,1049,159,1,518
Jackson,South Jackson,Governor,,Dem,Stacey Abrams,913,550,108,1,254
Jackson,Central Jackson,Governor,,Lib,Shane Hazel,79,45,3,0,31
Jackson,North Jackson,Governor,,Lib,Shane Hazel,57,21,2,0,34
Jackson,West Jackson,Governor,,Lib,Shane Hazel,66,20,7,0,39
Jackson,South Jackson,Governor,,Lib,Shane Hazel,36,16,1,0,19
Jackson,Central Jackson,Lieutenant Governor,,Rep,Burt Jones,7746,4863,195,0,2688
Jackson,North Jackson,Lieutenant Governor,,Rep,Burt Jones,5609,3395,198,4,2012
Jackson,West Jackson,Lieutenant Governor,,Rep,Burt Jones,8363,4984,281,1,3097
Jackson,South Jackson,Lieutenant Governor,,Rep,Burt Jones,3518,2011,118,1,1388
Jackson,Central Jackson,Lieutenant Governor,,Dem,Charlie Bailey,1778,1121,150,1,506
Jackson,North Jackson,Lieutenant Governor,,Dem,Charlie Bailey,1149,634,131,0,384
Jackson,West Jackson,Lieutenant Governor,,Dem,Charlie Bailey,1842,1107,175,1,559
Jackson,South Jackson,Lieutenant Governor,,Dem,Charlie Bailey,955,564,111,1,279
Jackson,Central Jackson,Lieutenant Governor,,Lib,Ryan Graham,236,142,4,0,90
