county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Clay,Bluffton,U.S. Senate,,Rep,Herschel Walker,141,68,6,1,66
Clay,Zetto ,U.S. Senate,,Rep,Herschel Walker,60,36,6,0,18
Clay,Court House,U.S. Senate,,Rep,Herschel Walker,53,30,0,0,23
Clay,Old Head Start,U.S. Senate,,Rep,Herschel Walker,105,74,7,0,24
Clay,Days Cross Road,U.S. Senate,,Rep,Herschel Walker,169,121,6,0,42
Clay,Bluffton,U.S. Senate,,Dem,Raphael Warnock ,77,29,8,0,40
Clay,Zetto ,U.S. Senate,,Dem,Raphael Warnock ,108,53,10,0,45
Clay,Court House,U.S. Senate,,Dem,Raphael Warnock ,141,52,18,0,71
Clay,Old Head Start,U.S. Senate,,Dem,Raphael Warnock ,131,65,29,0,37
Clay,Days Cross Road,U.S. Senate,,Dem,Raphael Warnock ,115,76,10,0,29
Clay,Bluffton,U.S. Senate,,L,Chase Oliver,4,0,1,0,3
Clay,Zetto ,U.S. Senate,,L,Chase Oliver,7,3,1,0,3
Clay,Court House,U.S. Senate,,L,Chase Oliver,3,0,1,0,2
Clay,Old Head Start,U.S. Senate,,L,Chase Oliver,1,1,0,0,0
Clay,Days Cross Road,U.S. Senate,,L,Chase Oliver,5,5,0,0,0
Clay,Bluffton,Governor,,Rep,Brian Kemp ,147,71,7,1,68
Clay,Zetto ,Governor,,Rep,Brian Kemp ,76,44,8,0,24
Clay,Court House,Governor,,Rep,Brian Kemp ,60,31,1,0,28
Clay,Old Head Start,Governor,,Rep,Brian Kemp ,109,80,7,0,22
Clay,Days Cross Road,Governor,,Rep,Brian Kemp ,178,132,6,0,40
Clay,Bluffton,Governor,,Dem,Stacey Abrams,75,28,8,0,39
Clay,Zetto ,Governor,,Dem,Stacey Abrams,101,49,10,0,42
Clay,Court House,Governor,,Dem,Stacey Abrams,137,52,17,0,68
Clay,Old Head Start,Governor,,Dem,Stacey Abrams,128,60,29,0,39
Clay,Days Cross Road,Governor,,Dem,Stacey Abrams,112,71,10,0,31
Clay,Bluffton,Governor,,L,Shane Hazel,2,0,0,0,2
Clay,Zetto ,Governor,,L,Shane Hazel,0,0,0,0,0
Clay,Court House,Governor,,L,Shane Hazel,0,0,0,0,0
Clay,Old Head Start,Governor,,L,Shane Hazel,1,0,0,0,1
Clay,Days Cross Road,Governor,,L,Shane Hazel,0,0,0,0,0
Clay,Bluffton,Lieutenant Governor,,Rep,Burt Jones,142,70,7,1,64
Clay,Zetto ,Lieutenant Governor,,Rep,Burt Jones,70,37,7,0,26
Clay,Court House,Lieutenant Governor,,Rep,Burt Jones,59,32,1,0,26
Clay,Old Head Start,Lieutenant Governor,,Rep,Burt Jones,109,79,7,0,23
Clay,Days Cross Road,Lieutenant Governor,,Rep,Burt Jones,174,129,6,0,39
Clay,Bluffton,Lieutenant Governor,,Dem,Charlie Bailey,74,28,8,0,38
Clay,Zetto ,Lieutenant Governor,,Dem,Charlie Bailey,99,50,10,0,39
Clay,Court House,Lieutenant Governor,,Dem,Charlie Bailey,130,44,18,0,68
Clay,Old Head Start,Lieutenant Governor,,Dem,Charlie Bailey,120,54,29,0,37
Clay,Days Cross Road,Lieutenant Governor,,Dem,Charlie Bailey,102,63,10,0,29
Clay,Bluffton,Lieutenant Governor,,L,Ryan Graham,5,0,0,0,5
Clay,Zetto ,Lieutenant Governor,,L,Ryan Graham,3,2,0,0,1
Clay,Court House,Lieutenant Governor,,L,Ryan Graham,1,1,0,0,0
Clay,Old Head Start,Lieutenant Governor,,L,Ryan Graham,1,1,0,0,0
Clay,Days Cross Road,Lieutenant Governor,,L,Ryan Graham,4,2,0,0,2
Clay,Bluffton,Secretary of State,,Rep,Brad Raffensperger ,150,71,7,1,71
Clay,Zetto ,Secretary of State,,Rep,Brad Raffensperger ,77,45,7,0,25
Clay,Court House,Secretary of State,,Rep,Brad Raffensperger ,60,32,0,0,28
Clay,Old Head Start,Secretary of State,,Rep,Brad Raffensperger ,112,82,8,0,22
Clay,Days Cross Road,Secretary of State,,Rep,Brad Raffensperger ,169,125,6,0,38
Clay,Bluffton,Secretary of State,,Dem,Bee Nguyen,67,26,8,0,33
Clay,Zetto ,Secretary of State,,Dem,Bee Nguyen,91,43,10,0,38
Clay,Court House,Secretary of State,,Dem,Bee Nguyen,122,42,19,0,61
Clay,Old Head Start,Secretary of State,,Dem,Bee Nguyen,115,53,27,0,35
Clay,Days Cross Road,Secretary of State,,Dem,Bee Nguyen,104,65,10,0,29
Clay,Bluffton,Secretary of State,,L,Ted Metz,5,2,0,0,3
Clay,Zetto ,Secretary of State,,L,Ted Metz,2,1,0,0,1
Clay,Court House,Secretary of State,,L,Ted Metz,3,1,0,0,2
Clay,Old Head Start,Secretary of State,,L,Ted Metz,0,0,0,0,0
Clay,Days Cross Road,Secretary of State,,L,Ted Metz,8,5,0,0,3
Clay,Bluffton,Attorney General,,Rep,Chris Carr ,144,68,7,1,68
Clay,Zetto ,Attorney General,,Rep,Chris Carr ,70,38,8,0,24
Clay,Court House,Attorney General,,Rep,Chris Carr ,58,32,0,0,26
Clay,Old Head Start,Attorney General,,Rep,Chris Carr ,106,78,7,0,21
Clay,Days Cross Road,Attorney General,,Rep,Chris Carr ,172,126,6,0,40
Clay,Bluffton,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",76,29,8,0,39
Clay,Zetto ,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",99,47,10,0,42
Clay,Court House,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",135,47,18,0,70
Clay,Old Head Start,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",125,58,29,0,38
