county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Lee,Chokee,U.S. Senate,,Rep,Herschel Walker,144,5,76,0,63
Lee,Redbone,U.S. Senate,,Rep,Herschel Walker,1980,39,1178,0,763
Lee,Smithville ,U.S. Senate,,Rep,Herschel Walker,286,5,163,0,118
Lee,CJC,U.S. Senate,,Rep,Herschel Walker,314,5,163,0,146
Lee,Leesburg,U.S. Senate,,Rep,Herschel Walker,1078,25,494,0,559
Lee,Friendship Baptist,U.S. Senate,,Rep,Herschel Walker,610,3,363,0,244
Lee,First Baptist,U.S. Senate,,Rep,Herschel Walker,1670,38,1073,0,559
Lee,SDA Church,U.S. Senate,,Rep,Herschel Walker,724,17,435,0,272
Lee,Flint Reformed Baptist ,U.S. Senate,,Rep,Herschel Walker,884,12,474,0,398
Lee,Century Fire Station,U.S. Senate,,Rep,Herschel Walker,1053,43,495,1,514
Lee,Chokee,U.S. Senate,,(Dem,Raphael Warnock ,126,20,53,0,53
Lee,Redbone,U.S. Senate,,(Dem,Raphael Warnock ,563,23,260,0,280
Lee,Smithville ,U.S. Senate,,(Dem,Raphael Warnock ,208,17,122,0,69
Lee,CJC,U.S. Senate,,(Dem,Raphael Warnock ,55,4,18,0,33
Lee,Leesburg,U.S. Senate,,(Dem,Raphael Warnock ,511,33,207,0,271
Lee,Friendship Baptist,U.S. Senate,,(Dem,Raphael Warnock ,175,7,64,0,104
Lee,First Baptist,U.S. Senate,,(Dem,Raphael Warnock ,796,40,331,1,424
Lee,SDA Church,U.S. Senate,,(Dem,Raphael Warnock ,277,12,128,0,137
Lee,Flint Reformed Baptist ,U.S. Senate,,(Dem,Raphael Warnock ,330,19,161,0,150
Lee,Century Fire Station,U.S. Senate,,(Dem,Raphael Warnock ,521,19,233,0,269
