county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Baldwin,Scottboro,U.S. Senate,,Rep,Herschel Walker,322,17,202,0,103
Baldwin,North Baldwin,U.S. Senate,,Rep,Herschel Walker,1555,57,599,0,899
Baldwin,West Baldwin,U.S. Senate,,Rep,Herschel Walker,605,12,278,0,315
Baldwin,East Hardwick,U.S. Senate,,Rep,Herschel Walker,87,2,51,0,34
Baldwin,West Hardwick,U.S. Senate,,Rep,Herschel Walker,283,18,109,0,156
Baldwin,Coopers,U.S. Senate,,Rep,Herschel Walker,619,10,380,0,229
Baldwin,South Milledgeville,U.S. Senate,,Rep,Herschel Walker,81,3,36,0,42
Baldwin,City Hall Annex,U.S. Senate,,Rep,Herschel Walker,72,8,32,0,32
Baldwin,Boddie,U.S. Senate,,Rep,Herschel Walker,80,1,33,0,46
Baldwin,Courthouse,U.S. Senate,,Rep,Herschel Walker,65,5,26,0,34
Baldwin,West Thomas,U.S. Senate,,Rep,Herschel Walker,123,8,38,0,77
Baldwin,North Milledgeville,U.S. Senate,,Rep,Herschel Walker,591,28,208,0,355
Baldwin,Meriwether,U.S. Senate,,Rep,Herschel Walker,1113,53,427,0,633
Baldwin,East Baldwin,U.S. Senate,,Rep,Herschel Walker,1258,61,507,0,690
Baldwin,Scottboro,U.S. Senate,,(Dem,Raphael Warnock ,194,17,80,0,97
Baldwin,North Baldwin,U.S. Senate,,(Dem,Raphael Warnock ,641,54,155,0,432
Baldwin,West Baldwin,U.S. Senate,,(Dem,Raphael Warnock ,500,46,159,0,295
Baldwin,East Hardwick,U.S. Senate,,(Dem,Raphael Warnock ,371,19,171,0,181
Baldwin,West Hardwick,U.S. Senate,,(Dem,Raphael Warnock ,1083,110,378,0,595
Baldwin,Coopers,U.S. Senate,,(Dem,Raphael Warnock ,253,19,99,0,135
Baldwin,South Milledgeville,U.S. Senate,,(Dem,Raphael Warnock ,425,40,136,0,249
Baldwin,City Hall Annex,U.S. Senate,,(Dem,Raphael Warnock ,215,12,89,0,114
Baldwin,Boddie,U.S. Senate,,(Dem,Raphael Warnock ,344,22,124,0,198
Baldwin,Courthouse,U.S. Senate,,(Dem,Raphael Warnock ,101,15,21,0,65
Baldwin,West Thomas,U.S. Senate,,(Dem,Raphael Warnock ,563,84,159,0,320
Baldwin,North Milledgeville,U.S. Senate,,(Dem,Raphael Warnock ,674,56,219,0,399
Baldwin,Meriwether,U.S. Senate,,(Dem,Raphael Warnock ,687,44,206,0,437
Baldwin,East Baldwin,U.S. Senate,,(Dem,Raphael Warnock ,956,66,327,0,563
Baldwin,West Thomas,Milledgeville CC 5,,,"Oscar Davis, Jr.",280,34,89,0,157
Baldwin,West Thomas,Milledgeville CC 5,,,Shonya Mapp,381,55,99,0,227
