county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Lincoln,Midway,U.S. Senate,,Rep,Herschel Walker,279,3,147,0,129
Lincoln,Lincoln Club House,U.S. Senate,,Rep,Herschel Walker,288,10,129,0,149
Lincoln,Lincoln Center,U.S. Senate,,Rep,Herschel Walker,613,19,259,1,334
Lincoln,Faith Temple of Lincoln,U.S. Senate,,Rep,Herschel Walker,242,7,114,0,121
Lincoln,Tabernacle,U.S. Senate,,Rep,Herschel Walker,392,16,199,0,177
Lincoln,Bethany Church,U.S. Senate,,Rep,Herschel Walker,267,11,144,0,112
Lincoln,Martins Crossroad,U.S. Senate,,Rep,Herschel Walker,579,23,302,1,253
Lincoln,Midway,U.S. Senate,,(Dem,Raphael Warnock ,96,22,34,0,40
Lincoln,Lincoln Club House,U.S. Senate,,(Dem,Raphael Warnock ,284,40,98,0,146
Lincoln,Lincoln Center,U.S. Senate,,(Dem,Raphael Warnock ,201,26,65,0,110
Lincoln,Faith Temple of Lincoln,U.S. Senate,,(Dem,Raphael Warnock ,102,15,33,0,54
Lincoln,Tabernacle,U.S. Senate,,(Dem,Raphael Warnock ,187,26,71,0,90
Lincoln,Bethany Church,U.S. Senate,,(Dem,Raphael Warnock ,45,4,14,0,27
Lincoln,Martins Crossroad,U.S. Senate,,(Dem,Raphael Warnock ,128,16,43,0,69
