county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Pickens,Yellow Creek,U.S. Senate,,Rep,Herschel Walker,1697,47,909,0,741
Pickens,Sharptop,U.S. Senate,,Rep,Herschel Walker,1306,51,661,0,594
Pickens,Appalachian,U.S. Senate,,Rep,Herschel Walker,864,19,404,0,441
Pickens,Refuge,U.S. Senate,,Rep,Herschel Walker,1099,40,542,0,517
Pickens,Hill City,U.S. Senate,,Rep,Herschel Walker,994,29,549,1,415
Pickens,Hinton,U.S. Senate,,Rep,Herschel Walker,428,8,355,0,65
Pickens,Jerusalem,U.S. Senate,,Rep,Herschel Walker,613,5,517,0,91
Pickens,Ludville,U.S. Senate,,Rep,Herschel Walker,333,3,254,0,76
Pickens,Nelson,U.S. Senate,,Rep,Herschel Walker,628,9,441,0,178
Pickens,Talking Rock,U.S. Senate,,Rep,Herschel Walker,855,18,491,0,346
Pickens,Jasper,U.S. Senate,,Rep,Herschel Walker,993,44,459,0,490
Pickens,Tate,U.S. Senate,,Rep,Herschel Walker,1176,33,640,0,503
Pickens,Yellow Creek,U.S. Senate,,(Dem,Raphael Warnock ,520,61,155,0,304
Pickens,Sharptop,U.S. Senate,,(Dem,Raphael Warnock ,421,54,159,0,208
Pickens,Appalachian,U.S. Senate,,(Dem,Raphael Warnock ,193,23,72,0,98
Pickens,Refuge,U.S. Senate,,(Dem,Raphael Warnock ,186,25,55,0,106
Pickens,Hill City,U.S. Senate,,(Dem,Raphael Warnock ,190,9,78,0,103
Pickens,Hinton,U.S. Senate,,(Dem,Raphael Warnock ,46,6,29,0,11
Pickens,Jerusalem,U.S. Senate,,(Dem,Raphael Warnock ,72,8,42,0,22
Pickens,Ludville,U.S. Senate,,(Dem,Raphael Warnock ,36,3,22,0,11
Pickens,Nelson,U.S. Senate,,(Dem,Raphael Warnock ,116,8,58,0,50
Pickens,Talking Rock,U.S. Senate,,(Dem,Raphael Warnock ,115,16,42,0,57
Pickens,Jasper,U.S. Senate,,(Dem,Raphael Warnock ,284,17,110,0,157
Pickens,Tate,U.S. Senate,,(Dem,Raphael Warnock ,176,17,69,0,90
