county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Dougherty,Sherwood Elementary School,U.S. Senate,,Rep,Herschel Walker,433,21,314,1,97
Dougherty,Covenant Church,U.S. Senate,,Rep,Herschel Walker,421,12,326,1,82
Dougherty,Greenbriar Church,U.S. Senate,,Rep,Herschel Walker,1068,45,663,0,360
Dougherty,Westover High School,U.S. Senate,,Rep,Herschel Walker,1118,64,694,0,360
Dougherty,Merry Acres Middle,U.S. Senate,,Rep,Herschel Walker,549,22,389,1,137
Dougherty,ASU West Campus,U.S. Senate,,Rep,Herschel Walker,334,18,216,0,100
Dougherty,Westown Elementary School,U.S. Senate,,Rep,Herschel Walker,48,3,28,0,17
Dougherty,2nd Mt. Zion Church,U.S. Senate,,Rep,Herschel Walker,392,13,331,0,48
Dougherty,Mt. Zion Center ,U.S. Senate,,Rep,Herschel Walker,22,2,14,0,6
Dougherty,Alice Coachman Elementary,U.S. Senate,,Rep,Herschel Walker,9,0,9,0,0
Dougherty,Driskell Community Center,U.S. Senate,,Rep,Herschel Walker,10,0,8,0,2
Dougherty,Shiloh Baptist Church,U.S. Senate,,Rep,Herschel Walker,10,2,5,0,3
Dougherty,Litman Cathedral,U.S. Senate,,Rep,Herschel Walker,11,2,6,0,3
Dougherty,Phoebe Healthworks,U.S. Senate,,Rep,Herschel Walker,614,28,373,1,212
Dougherty,Turner Elementary School,U.S. Senate,,Rep,Herschel Walker,7,0,5,0,2
Dougherty,Robert H. Harvey Elementary,U.S. Senate,,Rep,Herschel Walker,6,0,4,0,2
Dougherty,Bill Miller Community Center,U.S. Senate,,Rep,Herschel Walker,42,0,30,0,12
Dougherty,Radium Middle School,U.S. Senate,,Rep,Herschel Walker,82,3,56,0,23
Dougherty,Putney 1st Baptist Church,U.S. Senate,,Rep,Herschel Walker,573,12,488,1,72
Dougherty,International Studies,U.S. Senate,,Rep,Herschel Walker,145,6,119,0,20
Dougherty,Phoebe East ,U.S. Senate,,Rep,Herschel Walker,101,5,73,0,23
Dougherty,Pine Bluff Baptist Church,U.S. Senate,,Rep,Herschel Walker,277,7,209,0,61
Dougherty,Albany Middle School,U.S. Senate,,Rep,Herschel Walker,38,4,22,0,12
Dougherty,Christ Church,U.S. Senate,,Rep,Herschel Walker,751,19,594,2,136
Dougherty,Lamar Reese Elementary School,U.S. Senate,,Rep,Herschel Walker,27,4,21,0,2
Dougherty,ASU East Campus - Lovett Hall ,U.S. Senate,,Rep,Herschel Walker,3,0,3,0,0
Dougherty,Sherwood Elementary School,U.S. Senate,,(Dem,Raphael Warnock ,843,41,436,0,366
Dougherty,Covenant Church,U.S. Senate,,(Dem,Raphael Warnock ,505,20,269,0,216
Dougherty,Greenbriar Church,U.S. Senate,,(Dem,Raphael Warnock ,1222,68,444,0,710
Dougherty,Westover High School,U.S. Senate,,(Dem,Raphael Warnock ,1548,88,657,1,802
Dougherty,Merry Acres Middle,U.S. Senate,,(Dem,Raphael Warnock ,628,29,320,2,277
Dougherty,ASU West Campus,U.S. Senate,,(Dem,Raphael Warnock ,1439,86,570,2,781
Dougherty,Westown Elementary School,U.S. Senate,,(Dem,Raphael Warnock ,1320,104,622,1,593
Dougherty,2nd Mt. Zion Church,U.S. Senate,,(Dem,Raphael Warnock ,355,34,170,0,151
Dougherty,Mt. Zion Center ,U.S. Senate,,(Dem,Raphael Warnock ,1233,106,638,2,487
Dougherty,Alice Coachman Elementary,U.S. Senate,,(Dem,Raphael Warnock ,381,32,192,0,157
Dougherty,Driskell Community Center,U.S. Senate,,(Dem,Raphael Warnock ,452,34,260,0,158
Dougherty,Shiloh Baptist Church,U.S. Senate,,(Dem,Raphael Warnock ,410,21,235,0,154
Dougherty,Litman Cathedral,U.S. Senate,,(Dem,Raphael Warnock ,492,31,293,0,168
Dougherty,Phoebe Healthworks,U.S. Senate,,(Dem,Raphael Warnock ,847,64,384,1,398
Dougherty,Turner Elementary School,U.S. Senate,,(Dem,Raphael Warnock ,156,7,98,0,51
Dougherty,Robert H. Harvey Elementary,U.S. Senate,,(Dem,Raphael Warnock ,764,47,411,0,306
Dougherty,Bill Miller Community Center,U.S. Senate,,(Dem,Raphael Warnock ,695,27,357,1,310
Dougherty,Radium Middle School,U.S. Senate,,(Dem,Raphael Warnock ,257,9,133,0,115
Dougherty,Putney 1st Baptist Church,U.S. Senate,,(Dem,Raphael Warnock ,672,33,334,2,303
Dougherty,International Studies,U.S. Senate,,(Dem,Raphael Warnock ,394,31,161,1,201
Dougherty,Phoebe East ,U.S. Senate,,(Dem,Raphael Warnock ,755,46,413,0,296
Dougherty,Pine Bluff Baptist Church,U.S. Senate,,(Dem,Raphael Warnock ,707,41,369,0,297
Dougherty,Albany Middle School,U.S. Senate,,(Dem,Raphael Warnock ,600,43,324,0,233
Dougherty,Christ Church,U.S. Senate,,(Dem,Raphael Warnock ,516,46,205,0,265
Dougherty,Lamar Reese Elementary School,U.S. Senate,,(Dem,Raphael Warnock ,520,47,246,0,227
Dougherty,ASU East Campus - Lovett Hall ,U.S. Senate,,(Dem,Raphael Warnock ,128,6,60,0,62
