county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Lamar,Barnesville,U.S. Senate,,Rep,Herschel Walker,360,18,181,0,161
Lamar,Chappell Mill V. FD,U.S. Senate,,Rep,Herschel Walker,758,21,515,0,222
Lamar,Senior Citzen Bldg,U.S. Senate,,Rep,Herschel Walker,376,25,177,0,174
Lamar,Redbone,U.S. Senate,,Rep,Herschel Walker,364,7,258,0,99
Lamar,L C S C,U.S. Senate,,Rep,Herschel Walker,1464,47,701,0,716
Lamar,Milner,U.S. Senate,,Rep,Herschel Walker,1588,33,914,2,639
Lamar,Barnesville,U.S. Senate,,(Dem,Raphael Warnock ,688,84,236,0,368
Lamar,Chappell Mill V. FD,U.S. Senate,,(Dem,Raphael Warnock ,186,22,68,0,96
Lamar,Senior Citzen Bldg,U.S. Senate,,(Dem,Raphael Warnock ,250,24,90,0,136
Lamar,Redbone,U.S. Senate,,(Dem,Raphael Warnock ,71,11,33,0,27
Lamar,L C S C,U.S. Senate,,(Dem,Raphael Warnock ,372,51,111,1,209
Lamar,Milner,U.S. Senate,,(Dem,Raphael Warnock ,441,36,184,0,221
Lamar,L C S C,Special County Commission,,Rep,Glen Allen,798,31,346,1,420
Lamar,L C S C,Special County Commission,,Rep,Ashley Gilles,953,43,444,0,466
