county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Coffee,Douglas,U.S. Senate,,Rep,Herschel Walker,4629,113,1689,2,2825
Coffee,Ambrose,U.S. Senate,,Rep,Herschel Walker,862,13,484,1,364
Coffee,Bridgetown,U.S. Senate,,Rep,Herschel Walker,148,0,106,0,42
Coffee,Broxton,U.S. Senate,,Rep,Herschel Walker,942,10,513,2,417
Coffee,Nicholls,U.S. Senate,,Rep,Herschel Walker,751,4,444,4,299
Coffee,West Green,U.S. Senate,,Rep,Herschel Walker,518,6,353,2,157
Coffee,Douglas,U.S. Senate,,(Dem,Raphael Warnock ,2423,143,812,0,1468
Coffee,Ambrose,U.S. Senate,,(Dem,Raphael Warnock ,177,6,68,1,102
Coffee,Bridgetown,U.S. Senate,,(Dem,Raphael Warnock ,42,2,30,0,10
Coffee,Broxton,U.S. Senate,,(Dem,Raphael Warnock ,285,8,150,0,127
Coffee,Nicholls,U.S. Senate,,(Dem,Raphael Warnock ,202,10,124,0,68
Coffee,West Green,U.S. Senate,,(Dem,Raphael Warnock ,20,1,8,0,11
