county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Liberty,Riceboro,U.S. Senate,,Rep,Herschel Walker,130,70,10,0,50
Liberty,Lyman Hall,U.S. Senate,,Rep,Herschel Walker,343,208,17,0,118
Liberty,Lewis Frasier,U.S. Senate,,Rep,Herschel Walker,369,211,26,0,132
Liberty,Memorial Dr,U.S. Senate,,Rep,Herschel Walker,177,100,3,0,74
Liberty,Performing Arts CTR,U.S. Senate,,Rep,Herschel Walker,270,151,6,0,113
Liberty,Town of Allenhurst,U.S. Senate,,Rep,Herschel Walker,170,85,5,0,80
Liberty,Hinesville,U.S. Senate,,Rep,Herschel Walker,578,352,29,0,197
Liberty,Liberty County Complex,U.S. Senate,,Rep,Herschel Walker,1381,900,47,0,434
Liberty,Victory Baptist,U.S. Senate,,Rep,Herschel Walker,344,168,8,0,168
Liberty,Fleming East,U.S. Senate,,Rep,Herschel Walker,839,427,21,0,391
Liberty,Gum Branch,U.S. Senate,,Rep,Herschel Walker,633,254,19,0,360
Liberty,Progressive Church,U.S. Senate,,Rep,Herschel Walker,256,159,11,0,86
Liberty,Riceboro,U.S. Senate,,Dem,Raphael Warnock ,514,306,66,1,141
Liberty,Lyman Hall,U.S. Senate,,Dem,Raphael Warnock ,1312,883,120,0,309
Liberty,Lewis Frasier,U.S. Senate,,Dem,Raphael Warnock ,730,501,60,0,169
Liberty,Memorial Dr,U.S. Senate,,Dem,Raphael Warnock ,585,391,66,0,128
Liberty,Performing Arts CTR,U.S. Senate,,Dem,Raphael Warnock ,646,413,56,0,177
Liberty,Town of Allenhurst,U.S. Senate,,Dem,Raphael Warnock ,594,393,55,0,146
Liberty,Hinesville,U.S. Senate,,Dem,Raphael Warnock ,877,559,70,0,248
Liberty,Liberty County Complex,U.S. Senate,,Dem,Raphael Warnock ,1307,928,166,1,212
Liberty,Victory Baptist,U.S. Senate,,Dem,Raphael Warnock ,1193,841,79,1,272
Liberty,Fleming East,U.S. Senate,,Dem,Raphael Warnock ,450,255,49,1,145
Liberty,Gum Branch,U.S. Senate,,Dem,Raphael Warnock ,634,409,67,0,158
Liberty,Progressive Church,U.S. Senate,,Dem,Raphael Warnock ,773,529,76,0,168
Liberty,Riceboro,U.S. Senate,,Lib,Chase Oliver,2,1,0,0,1
Liberty,Lyman Hall,U.S. Senate,,Lib,Chase Oliver,31,15,3,0,13
Liberty,Lewis Frasier,U.S. Senate,,Lib,Chase Oliver,25,15,0,0,10
Liberty,Memorial Dr,U.S. Senate,,Lib,Chase Oliver,15,8,2,0,5
Liberty,Performing Arts CTR,U.S. Senate,,Lib,Chase Oliver,18,8,1,0,9
Liberty,Town of Allenhurst,U.S. Senate,,Lib,Chase Oliver,11,8,0,0,3
Liberty,Hinesville,U.S. Senate,,Lib,Chase Oliver,31,17,2,0,12
Liberty,Liberty County Complex,U.S. Senate,,Lib,Chase Oliver,34,20,2,0,12
Liberty,Victory Baptist,U.S. Senate,,Lib,Chase Oliver,21,7,2,0,12
Liberty,Fleming East,U.S. Senate,,Lib,Chase Oliver,31,12,5,0,14
Liberty,Gum Branch,U.S. Senate,,Lib,Chase Oliver,29,8,2,0,19
Liberty,Progressive Church,U.S. Senate,,Lib,Chase Oliver,16,10,1,0,5
Liberty,Riceboro,Governor,,Rep,Brian Kemp ,138,73,10,0,55
Liberty,Lyman Hall,Governor,,Rep,Brian Kemp ,415,255,22,0,138
Liberty,Lewis Frasier,Governor,,Rep,Brian Kemp ,416,241,26,0,149
Liberty,Memorial Dr,Governor,,Rep,Brian Kemp ,209,117,7,0,85
Liberty,Performing Arts CTR,Governor,,Rep,Brian Kemp ,305,168,6,0,131
Liberty,Town of Allenhurst,Governor,,Rep,Brian Kemp ,197,106,8,0,83
Liberty,Hinesville,Governor,,Rep,Brian Kemp ,655,400,32,0,223
Liberty,Liberty County Complex,Governor,,Rep,Brian Kemp ,1468,967,50,0,451
Liberty,Victory Baptist,Governor,,Rep,Brian Kemp ,385,191,12,0,182
Liberty,Fleming East,Governor,,Rep,Brian Kemp ,910,458,30,0,422
Liberty,Gum Branch,Governor,,Rep,Brian Kemp ,683,270,25,0,388
