county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Grady,Blowing Cave,U.S. Senate,,Rep,Herschel Walker,390,10,268,0,112
Grady,Cairo 4th District,U.S. Senate,,Rep,Herschel Walker,189,17,52,0,120
Grady,Cairo 5th District,U.S. Senate,,Rep,Herschel Walker,680,36,303,0,341
Grady,Duncanville ,U.S. Senate,,Rep,Herschel Walker,158,12,88,0,58
Grady,Higdon,U.S. Senate,,Rep,Herschel Walker,345,13,243,0,89
Grady,Limesink,U.S. Senate,,Rep,Herschel Walker,159,5,104,0,50
Grady,Midway,U.S. Senate,,Rep,Herschel Walker,559,25,303,0,231
Grady,Pine Park ,U.S. Senate,,Rep,Herschel Walker,308,7,203,0,98
Grady,Ragan,U.S. Senate,,Rep,Herschel Walker,211,10,120,0,81
Grady,Spence,U.S. Senate,,Rep,Herschel Walker,343,8,235,0,100
Grady,Spring Hill,U.S. Senate,,Rep,Herschel Walker,260,8,155,0,97
Grady,Whigham,U.S. Senate,,Rep,Herschel Walker,454,10,313,0,131
Grady,Woodland,U.S. Senate,,Rep,Herschel Walker,1011,39,482,1,489
Grady,Blowing Cave,U.S. Senate,,(Dem,Raphael Warnock ,51,5,23,0,23
Grady,Cairo 4th District,U.S. Senate,,(Dem,Raphael Warnock ,862,97,342,0,423
Grady,Cairo 5th District,U.S. Senate,,(Dem,Raphael Warnock ,490,37,168,0,285
Grady,Duncanville ,U.S. Senate,,(Dem,Raphael Warnock ,81,11,20,0,50
Grady,Higdon,U.S. Senate,,(Dem,Raphael Warnock ,147,16,75,0,56
Grady,Limesink,U.S. Senate,,(Dem,Raphael Warnock ,31,3,5,0,23
Grady,Midway,U.S. Senate,,(Dem,Raphael Warnock ,169,18,48,2,101
Grady,Pine Park ,U.S. Senate,,(Dem,Raphael Warnock ,133,11,65,0,57
Grady,Ragan,U.S. Senate,,(Dem,Raphael Warnock ,87,10,32,0,45
Grady,Spence,U.S. Senate,,(Dem,Raphael Warnock ,38,3,17,0,18
Grady,Spring Hill,U.S. Senate,,(Dem,Raphael Warnock ,33,5,13,0,15
Grady,Whigham,U.S. Senate,,(Dem,Raphael Warnock ,145,15,53,0,77
Grady,Woodland,U.S. Senate,,(Dem,Raphael Warnock ,182,25,43,0,114
