county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Floyd,Alto Park,U.S. Senate,,Rep,Herschel Walker,1277,44,700,2,531
Floyd,Armuchee,U.S. Senate,,Rep,Herschel Walker,601,12,465,0,124
Floyd,Barkers,U.S. Senate,,Rep,Herschel Walker,1015,18,646,2,349
Floyd,Cave Spring,U.S. Senate,,Rep,Herschel Walker,620,6,546,3,65
Floyd,Chulio,U.S. Senate,,Rep,Herschel Walker,534,14,408,2,110
Floyd,Etowah,U.S. Senate,,Rep,Herschel Walker,2081,77,1190,0,814
Floyd,Everett Springs,U.S. Senate,,Rep,Herschel Walker,202,0,168,0,34
Floyd,Floyd Springs,U.S. Senate,,Rep,Herschel Walker,855,21,677,0,157
Floyd,Fosters Mill,U.S. Senate,,Rep,Herschel Walker,479,14,392,0,73
Floyd,Garden Lakes,U.S. Senate,,Rep,Herschel Walker,610,25,314,0,271
Floyd,Glenwood,U.S. Senate,,Rep,Herschel Walker,1121,30,773,0,318
Floyd,Howell,U.S. Senate,,Rep,Herschel Walker,755,16,591,0,148
Floyd,East Lindale,U.S. Senate,,Rep,Herschel Walker,1233,26,741,1,465
Floyd,Mt Alto North,U.S. Senate,,Rep,Herschel Walker,1084,68,456,0,560
Floyd,Mt Alto South,U.S. Senate,,Rep,Herschel Walker,980,46,570,1,363
Floyd,North Carolina,U.S. Senate,,Rep,Herschel Walker,678,23,447,0,208
Floyd,Riverside,U.S. Senate,,Rep,Herschel Walker,302,5,240,0,57
Floyd,East Rome,U.S. Senate,,Rep,Herschel Walker,893,33,480,1,379
Floyd,North Rome,U.S. Senate,,Rep,Herschel Walker,766,47,379,0,340
Floyd,South Rome,U.S. Senate,,Rep,Herschel Walker,113,6,65,0,42
Floyd,Texas Valley,U.S. Senate,,Rep,Herschel Walker,365,5,312,1,47
Floyd,Vanns Valley,U.S. Senate,,Rep,Herschel Walker,268,7,197,0,64
Floyd,Watters,U.S. Senate,,Rep,Herschel Walker,1464,44,1000,4,416
Floyd,West Lindale,U.S. Senate,,Rep,Herschel Walker,965,37,695,1,232
Floyd,Town Rome,U.S. Senate,,Rep,Herschel Walker,712,36,359,0,317
Floyd,Alto Park,U.S. Senate,,(Dem,Raphael Warnock ,449,48,193,0,208
Floyd,Armuchee,U.S. Senate,,(Dem,Raphael Warnock ,139,7,78,0,54
Floyd,Barkers,U.S. Senate,,(Dem,Raphael Warnock ,175,26,75,0,74
Floyd,Cave Spring,U.S. Senate,,(Dem,Raphael Warnock ,172,8,114,0,50
Floyd,Chulio,U.S. Senate,,(Dem,Raphael Warnock ,110,15,60,1,34
Floyd,Etowah,U.S. Senate,,(Dem,Raphael Warnock ,620,53,215,1,351
Floyd,Everett Springs,U.S. Senate,,(Dem,Raphael Warnock ,35,0,28,0,7
Floyd,Floyd Springs,U.S. Senate,,(Dem,Raphael Warnock ,123,11,61,0,51
Floyd,Fosters Mill,U.S. Senate,,(Dem,Raphael Warnock ,68,2,38,0,28
Floyd,Garden Lakes,U.S. Senate,,(Dem,Raphael Warnock ,280,23,115,0,142
Floyd,Glenwood,U.S. Senate,,(Dem,Raphael Warnock ,362,25,201,0,136
Floyd,Howell,U.S. Senate,,(Dem,Raphael Warnock ,88,8,58,0,22
Floyd,East Lindale,U.S. Senate,,(Dem,Raphael Warnock ,364,27,156,0,181
Floyd,Mt Alto North,U.S. Senate,,(Dem,Raphael Warnock ,906,59,357,0,490
Floyd,Mt Alto South,U.S. Senate,,(Dem,Raphael Warnock ,757,47,374,0,336
Floyd,North Carolina,U.S. Senate,,(Dem,Raphael Warnock ,160,16,80,0,64
Floyd,Riverside,U.S. Senate,,(Dem,Raphael Warnock ,121,7,82,0,32
Floyd,East Rome,U.S. Senate,,(Dem,Raphael Warnock ,915,59,357,1,498
Floyd,North Rome,U.S. Senate,,(Dem,Raphael Warnock ,725,68,281,1,375
Floyd,South Rome,U.S. Senate,,(Dem,Raphael Warnock ,442,26,252,0,164
Floyd,Texas Valley,U.S. Senate,,(Dem,Raphael Warnock ,62,3,52,0,7
Floyd,Vanns Valley,U.S. Senate,,(Dem,Raphael Warnock ,79,8,47,0,24
Floyd,Watters,U.S. Senate,,(Dem,Raphael Warnock ,274,27,145,1,101
Floyd,West Lindale,U.S. Senate,,(Dem,Raphael Warnock ,303,23,166,0,114
Floyd,Town Rome,U.S. Senate,,(Dem,Raphael Warnock ,629,48,267,0,314
