county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Spalding,01,U.S. Senate,,Rep,Herschel Walker,50,1,35,0,14
Spalding,02,U.S. Senate,,Rep,Herschel Walker,56,7,35,0,14
Spalding,03,U.S. Senate,,Rep,Herschel Walker,1083,55,631,1,396
Spalding,05,U.S. Senate,,Rep,Herschel Walker,495,25,275,0,195
Spalding,06,U.S. Senate,,Rep,Herschel Walker,166,13,80,0,73
Spalding,07,U.S. Senate,,Rep,Herschel Walker,706,27,491,0,188
Spalding,08,U.S. Senate,,Rep,Herschel Walker,684,23,418,0,243
Spalding,09,U.S. Senate,,Rep,Herschel Walker,777,30,570,0,177
Spalding,10,U.S. Senate,,Rep,Herschel Walker,626,19,420,0,187
Spalding,11,U.S. Senate,,Rep,Herschel Walker,877,23,619,0,235
Spalding,12,U.S. Senate,,Rep,Herschel Walker,954,34,698,0,222
Spalding,13,U.S. Senate,,Rep,Herschel Walker,1004,38,761,0,205
Spalding,14,U.S. Senate,,Rep,Herschel Walker,543,13,440,0,90
Spalding,16,U.S. Senate,,Rep,Herschel Walker,485,44,272,1,168
Spalding,17,U.S. Senate,,Rep,Herschel Walker,479,15,345,0,119
Spalding,19,U.S. Senate,,Rep,Herschel Walker,922,54,611,1,256
Spalding,20,U.S. Senate,,Rep,Herschel Walker,910,21,702,1,186
Spalding,21,U.S. Senate,,Rep,Herschel Walker,1808,132,844,0,832
Spalding,01,U.S. Senate,,(Dem,Raphael Warnock ,489,49,310,1,129
Spalding,02,U.S. Senate,,(Dem,Raphael Warnock ,558,72,331,0,155
Spalding,03,U.S. Senate,,(Dem,Raphael Warnock ,451,54,222,0,175
Spalding,05,U.S. Senate,,(Dem,Raphael Warnock ,887,53,462,0,372
Spalding,06,U.S. Senate,,(Dem,Raphael Warnock ,597,72,298,0,227
Spalding,07,U.S. Senate,,(Dem,Raphael Warnock ,293,29,166,0,98
Spalding,08,U.S. Senate,,(Dem,Raphael Warnock ,290,29,162,0,99
Spalding,09,U.S. Senate,,(Dem,Raphael Warnock ,140,10,75,0,55
Spalding,10,U.S. Senate,,(Dem,Raphael Warnock ,383,15,222,0,146
Spalding,11,U.S. Senate,,(Dem,Raphael Warnock ,513,23,280,0,210
Spalding,12,U.S. Senate,,(Dem,Raphael Warnock ,213,24,109,0,80
Spalding,13,U.S. Senate,,(Dem,Raphael Warnock ,191,21,112,0,58
Spalding,14,U.S. Senate,,(Dem,Raphael Warnock ,242,13,155,0,74
Spalding,16,U.S. Senate,,(Dem,Raphael Warnock ,1255,126,640,0,489
Spalding,17,U.S. Senate,,(Dem,Raphael Warnock ,284,13,158,0,113
Spalding,19,U.S. Senate,,(Dem,Raphael Warnock ,426,34,224,1,167
Spalding,20,U.S. Senate,,(Dem,Raphael Warnock ,193,13,101,0,79
Spalding,21,U.S. Senate,,(Dem,Raphael Warnock ,1497,219,382,0,896
