county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Columbia,Kiokee Bapt Church,U.S. Senate,,Rep,Herschel Walker,1602,36,1041,1,524
Columbia,Stevens Creek Church-Grovetown,U.S. Senate,,Rep,Herschel Walker,469,12,285,0,172
Columbia,Lewis Methodist,U.S. Senate,,Rep,Herschel Walker,1335,36,868,1,430
Columbia,Woodlawn Bapt Church,U.S. Senate,,Rep,Herschel Walker,578,12,361,0,205
Columbia,Patriots Park,U.S. Senate,,Rep,Herschel Walker,707,17,431,0,259
Columbia,New Life Church,U.S. Senate,,Rep,Herschel Walker,238,7,159,0,72
Columbia,Columbia Co. Health Dept.,U.S. Senate,,Rep,Herschel Walker,727,17,441,0,269
Columbia,Harlem Branch Library,U.S. Senate,,Rep,Herschel Walker,1013,20,625,2,366
Columbia,Harlem Senior Center,U.S. Senate,,Rep,Herschel Walker,581,9,410,0,162
Columbia,Second Mount Moriah Baptist Church,U.S. Senate,,Rep,Herschel Walker,547,6,372,0,169
Columbia,Bessie Thomas Center,U.S. Senate,,Rep,Herschel Walker,389,6,239,0,144
Columbia,Philadelphia Church,U.S. Senate,,Rep,Herschel Walker,598,16,360,0,222
Columbia,Liberty Park-Grovetown,U.S. Senate,,Rep,Herschel Walker,663,13,432,0,218
Columbia,Grovetown Methodist,U.S. Senate,,Rep,Herschel Walker,340,11,232,1,96
Columbia,G A Apostolic Church,U.S. Senate,,Rep,Herschel Walker,567,21,399,0,147
Columbia,Grovetown Dept of Public Safety Station #2,U.S. Senate,,Rep,Herschel Walker,634,12,339,0,283
Columbia,Grove First Baptist Church,U.S. Senate,,Rep,Herschel Walker,455,14,254,0,187
Columbia,Eubank/Blanchard Ctr,U.S. Senate,,Rep,Herschel Walker,630,12,483,0,135
Columbia,Second Mt. Carmel Baptist Church,U.S. Senate,,Rep,Herschel Walker,223,8,171,0,44
Columbia,Damascus Bapt Church,U.S. Senate,,Rep,Herschel Walker,633,8,537,0,88
Columbia,Col Cty Board of Edu,U.S. Senate,,Rep,Herschel Walker,746,29,452,0,265
Columbia,Greenbrier High,U.S. Senate,,Rep,Herschel Walker,1409,32,1033,0,344
Columbia,Parkway Baptist Church,U.S. Senate,,Rep,Herschel Walker,947,41,626,0,280
Columbia,Riverview Church,U.S. Senate,,Rep,Herschel Walker,530,16,357,0,157
Columbia,Grace Baptist Church,U.S. Senate,,Rep,Herschel Walker,1103,32,819,0,252
Columbia,Christ Sanctified,U.S. Senate,,Rep,Herschel Walker,876,32,600,0,244
Columbia,Parkway Elementary,U.S. Senate,,Rep,Herschel Walker,923,23,631,0,269
Columbia,Blanchard Park,U.S. Senate,,Rep,Herschel Walker,502,25,334,0,143
Columbia,Belair Baptist Church,U.S. Senate,,Rep,Herschel Walker,854,31,614,0,209
Columbia,Marvin Methodist,U.S. Senate,,Rep,Herschel Walker,603,10,465,0,128
Columbia,Westside Bapt Church,U.S. Senate,,Rep,Herschel Walker,611,30,443,0,138
Columbia,Trinity Bapt Church,U.S. Senate,,Rep,Herschel Walker,990,44,688,0,258
Columbia,Abilene Baptist,U.S. Senate,,Rep,Herschel Walker,630,28,452,0,150
Columbia,Augusta Christian,U.S. Senate,,Rep,Herschel Walker,699,44,497,0,158
Columbia,Savannah Rapids Pavilion,U.S. Senate,,Rep,Herschel Walker,766,51,457,0,258
Columbia,Gospel Water Branch,U.S. Senate,,Rep,Herschel Walker,877,16,632,0,229
Columbia,ACS-Furys Ferry Rd Campus,U.S. Senate,,Rep,Herschel Walker,743,36,497,0,210
Columbia,Stevens Creek Church,U.S. Senate,,Rep,Herschel Walker,1237,47,922,0,268
Columbia,Columbia Co. Fire HDQTR,U.S. Senate,,Rep,Herschel Walker,339,9,274,1,55
Columbia,Lakeside Middle,U.S. Senate,,Rep,Herschel Walker,510,10,372,0,128
Columbia,Martinez Baptist,U.S. Senate,,Rep,Herschel Walker,496,25,390,1,80
Columbia,Gold Cross EMS,U.S. Senate,,Rep,Herschel Walker,729,109,431,0,189
