county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Talbot,ONeal,U.S. Senate,,Rep,Herschel Walker,151,5,93,0,53
Talbot,Valley,U.S. Senate,,Rep,Herschel Walker,223,10,147,0,66
Talbot,Junction City,U.S. Senate,,Rep,Herschel Walker,92,3,53,0,36
Talbot,Geneva,U.S. Senate,,Rep,Herschel Walker,116,5,75,0,36
Talbot,Talbotton,U.S. Senate,,Rep,Herschel Walker,93,5,47,0,41
Talbot,Box Springs,U.S. Senate,,Rep,Herschel Walker,153,1,126,0,26
Talbot,Flint Hill,U.S. Senate,,Rep,Herschel Walker,233,2,154,0,77
Talbot,ONeal,U.S. Senate,,(Dem,Raphael Warnock ,154,12,61,0,81
Talbot,Valley,U.S. Senate,,(Dem,Raphael Warnock ,216,17,115,0,84
Talbot,Junction City,U.S. Senate,,(Dem,Raphael Warnock ,133,22,64,0,47
Talbot,Geneva,U.S. Senate,,(Dem,Raphael Warnock ,162,15,90,0,57
Talbot,Talbotton,U.S. Senate,,(Dem,Raphael Warnock ,429,44,195,0,190
Talbot,Box Springs,U.S. Senate,,(Dem,Raphael Warnock ,104,11,56,0,37
Talbot,Flint Hill,U.S. Senate,,(Dem,Raphael Warnock ,407,52,206,0,149
Talbot,ONeal,Probate Judge,,(Ind,Shatara Powell ,193,13,99,0,81
Talbot,Valley,Probate Judge,,(Ind,Shatara Powell ,259,20,147,0,92
Talbot,Junction City,Probate Judge,,(Ind,Shatara Powell ,164,21,82,0,61
Talbot,Geneva,Probate Judge,,(Ind,Shatara Powell ,163,10,103,0,50
Talbot,Talbotton,Probate Judge,,(Ind,Shatara Powell ,378,33,173,0,172
Talbot,Box Springs,Probate Judge,,(Ind,Shatara Powell ,150,7,108,0,35
Talbot,Flint Hill,Probate Judge,,(Ind,Shatara Powell ,323,19,190,0,114
Talbot,ONeal,Probate Judge,,Dem,Trenda Hobbs Thomas,104,3,49,0,52
Talbot,Valley,Probate Judge,,Dem,Trenda Hobbs Thomas,172,7,112,0,53
Talbot,Junction City,Probate Judge,,Dem,Trenda Hobbs Thomas,51,4,29,0,18
Talbot,Geneva,Probate Judge,,Dem,Trenda Hobbs Thomas,100,9,51,0,40
Talbot,Talbotton,Probate Judge,,Dem,Trenda Hobbs Thomas,131,14,61,0,56
Talbot,Box Springs,Probate Judge,,Dem,Trenda Hobbs Thomas,81,5,52,0,24
Talbot,Flint Hill,Probate Judge,,Dem,Trenda Hobbs Thomas,307,35,164,0,108
