county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Mitchell,Baconton,U.S. Senate,,Rep,Herschel Walker,325,108,6,0,211
Mitchell,Branchville,U.S. Senate,,Rep,Herschel Walker,339,93,8,1,237
Mitchell,Camilla North,U.S. Senate,,Rep,Herschel Walker,200,140,6,0,54
Mitchell,Camilla South,U.S. Senate,,Rep,Herschel Walker,1009,690,71,0,248
Mitchell,Cotton,U.S. Senate,,Rep,Herschel Walker,243,51,8,0,184
Mitchell,Hopeful,U.S. Senate,,Rep,Herschel Walker,177,50,4,0,123
Mitchell,Hinsonton,U.S. Senate,,Rep,Herschel Walker,84,5,1,0,78
Mitchell,Lester,U.S. Senate,,Rep,Herschel Walker,548,186,25,0,337
Mitchell,Pebble City,U.S. Senate,,Rep,Herschel Walker,93,20,4,0,69
Mitchell,Pelham,U.S. Senate,,Rep,Herschel Walker,800,398,29,1,372
Mitchell,Sale City,U.S. Senate,,Rep,Herschel Walker,168,22,6,0,140
Mitchell,Baconton,U.S. Senate,,Dem,Raphael Warnock ,257,118,23,0,116
Mitchell,Branchville,U.S. Senate,,Dem,Raphael Warnock ,53,28,7,0,18
Mitchell,Camilla North,U.S. Senate,,Dem,Raphael Warnock ,753,360,124,0,269
Mitchell,Camilla South,U.S. Senate,,Dem,Raphael Warnock ,929,545,132,0,252
Mitchell,Cotton,U.S. Senate,,Dem,Raphael Warnock ,18,5,0,0,13
Mitchell,Hopeful,U.S. Senate,,Dem,Raphael Warnock ,31,14,5,0,12
Mitchell,Hinsonton,U.S. Senate,,Dem,Raphael Warnock ,11,4,2,0,5
Mitchell,Lester,U.S. Senate,,Dem,Raphael Warnock ,121,67,16,0,38
Mitchell,Pebble City,U.S. Senate,,Dem,Raphael Warnock ,15,6,1,0,8
Mitchell,Pelham,U.S. Senate,,Dem,Raphael Warnock ,721,363,81,0,277
Mitchell,Sale City,U.S. Senate,,Dem,Raphael Warnock ,44,7,5,0,32
Mitchell,Baconton,U.S. Senate,,L,Chase Oliver,10,0,0,0,10
Mitchell,Branchville,U.S. Senate,,L,Chase Oliver,4,2,0,0,2
Mitchell,Camilla North,U.S. Senate,,L,Chase Oliver,4,2,1,0,1
Mitchell,Camilla South,U.S. Senate,,L,Chase Oliver,26,16,4,0,6
Mitchell,Cotton,U.S. Senate,,L,Chase Oliver,2,0,0,0,2
Mitchell,Hopeful,U.S. Senate,,L,Chase Oliver,0,0,0,0,0
Mitchell,Hinsonton,U.S. Senate,,L,Chase Oliver,1,0,0,0,1
Mitchell,Lester,U.S. Senate,,L,Chase Oliver,15,6,1,0,8
Mitchell,Pebble City,U.S. Senate,,L,Chase Oliver,0,0,0,0,0
Mitchell,Pelham,U.S. Senate,,L,Chase Oliver,16,7,1,0,8
Mitchell,Sale City,U.S. Senate,,L,Chase Oliver,3,0,0,0,3
Mitchell,Baconton,Governor,,Rep,Brian Kemp ,339,113,6,0,220
Mitchell,Branchville,Governor,,Rep,Brian Kemp ,343,92,8,1,242
Mitchell,Camilla North,Governor,,Rep,Brian Kemp ,221,153,7,0,61
Mitchell,Camilla South,Governor,,Rep,Brian Kemp ,1069,729,82,0,258
Mitchell,Cotton,Governor,,Rep,Brian Kemp ,256,53,8,0,195
Mitchell,Hopeful,Governor,,Rep,Brian Kemp ,182,52,5,0,125
Mitchell,Hinsonton,Governor,,Rep,Brian Kemp ,87,5,1,0,81
Mitchell,Lester,Governor,,Rep,Brian Kemp ,579,194,28,0,357
Mitchell,Pebble City,Governor,,Rep,Brian Kemp ,97,22,5,0,70
Mitchell,Pelham,Governor,,Rep,Brian Kemp ,849,420,37,1,391
Mitchell,Sale City,Governor,,Rep,Brian Kemp ,175,22,6,0,147
Mitchell,Baconton,Governor,,Dem,Stacey Abrams,252,113,23,0,116
Mitchell,Branchville,Governor,,Dem,Stacey Abrams,52,29,7,0,16
Mitchell,Camilla North,Governor,,Dem,Stacey Abrams,739,352,124,0,263
Mitchell,Camilla South,Governor,,Dem,Stacey Abrams,899,527,125,0,247
Mitchell,Cotton,Governor,,Dem,Stacey Abrams,9,4,0,0,5
Mitchell,Hopeful,Governor,,Dem,Stacey Abrams,26,12,4,0,10
Mitchell,Hinsonton,Governor,,Dem,Stacey Abrams,9,4,2,0,3
Mitchell,Lester,Governor,,Dem,Stacey Abrams,106,63,16,0,27
Mitchell,Pebble City,Governor,,Dem,Stacey Abrams,11,4,0,0,7
Mitchell,Pelham,Governor,,Dem,Stacey Abrams,687,349,76,0,262
Mitchell,Sale City,Governor,,Dem,Stacey Abrams,39,6,4,0,29
Mitchell,Baconton,Governor,,L,Shane Hazel,2,0,0,0,2
Mitchell,Branchville,Governor,,L,Shane Hazel,2,2,0,0,0
Mitchell,Camilla North,Governor,,L,Shane Hazel,5,1,1,0,3
Mitchell,Camilla South,Governor,,L,Shane Hazel,9,4,1,0,4
Mitchell,Cotton,Governor,,L,Shane Hazel,0,0,0,0,0
Mitchell,Hopeful,Governor,,L,Shane Hazel,0,0,0,0,0
Mitchell,Hinsonton,Governor,,L,Shane Hazel,0,0,0,0,0
Mitchell,Lester,Governor,,L,Shane Hazel,2,1,0,0,1
Mitchell,Pebble City,Governor,,L,Shane Hazel,0,0,0,0,0
Mitchell,Pelham,Governor,,L,Shane Hazel,5,1,0,0,4
Mitchell,Sale City,Governor,,L,Shane Hazel,1,0,0,0,1
Mitchell,Baconton,Lieutenant Governor,,Rep,Burt Jones,330,111,5,0,214
Mitchell,Branchville,Lieutenant Governor,,Rep,Burt Jones,331,89,8,1,233
Mitchell,Camilla North,Lieutenant Governor,,Rep,Burt Jones,213,151,6,0,56
Mitchell,Camilla South,Lieutenant Governor,,Rep,Burt Jones,1052,720,81,0,251
Mitchell,Cotton,Lieutenant Governor,,Rep,Burt Jones,253,52,8,0,193
Mitchell,Hopeful,Lieutenant Governor,,Rep,Burt Jones,176,49,5,0,122
Mitchell,Hinsonton,Lieutenant Governor,,Rep,Burt Jones,87,5,1,0,81
Mitchell,Lester,Lieutenant Governor,,Rep,Burt Jones,561,192,28,0,341
Mitchell,Pebble City,Lieutenant Governor,,Rep,Burt Jones,95,20,4,0,71
Mitchell,Pelham,Lieutenant Governor,,Rep,Burt Jones,839,416,33,1,389
Mitchell,Sale City,Lieutenant Governor,,Rep,Burt Jones,169,22,6,0,141
Mitchell,Baconton,Lieutenant Governor,,Dem,Charlie Bailey,244,112,22,0,110
Mitchell,Branchville,Lieutenant Governor,,Dem,Charlie Bailey,53,29,7,0,17
Mitchell,Camilla North,Lieutenant Governor,,Dem,Charlie Bailey,709,324,125,0,260
Mitchell,Camilla South,Lieutenant Governor,,Dem,Charlie Bailey,867,503,124,0,240
Mitchell,Cotton,Lieutenant Governor,,Dem,Charlie Bailey,12,5,0,0,7
Mitchell,Hopeful,Lieutenant Governor,,Dem,Charlie Bailey,26,13,4,0,9
Mitchell,Hinsonton,Lieutenant Governor,,Dem,Charlie Bailey,9,4,2,0,3
Mitchell,Lester,Lieutenant Governor,,Dem,Charlie Bailey,112,59,16,0,37
Mitchell,Pebble City,Lieutenant Governor,,Dem,Charlie Bailey,11,4,1,0,6
Mitchell,Pelham,Lieutenant Governor,,Dem,Charlie Bailey,670,338,77,0,255
Mitchell,Sale City,Lieutenant Governor,,Dem,Charlie Bailey,42,6,5,0,31
Mitchell,Baconton,Lieutenant Governor,,L,Ryan Graham,10,2,1,0,7
Mitchell,Branchville,Lieutenant Governor,,L,Ryan Graham,5,2,0,0,3
Mitchell,Camilla North,Lieutenant Governor,,L,Ryan Graham,13,10,0,0,3
Mitchell,Camilla South,Lieutenant Governor,,L,Ryan Graham,23,12,3,0,8
Mitchell,Cotton,Lieutenant Governor,,L,Ryan Graham,0,0,0,0,0
Mitchell,Hopeful,Lieutenant Governor,,L,Ryan Graham,0,0,0,0,0
Mitchell,Hinsonton,Lieutenant Governor,,L,Ryan Graham,0,0,0,0,0
Mitchell,Lester,Lieutenant Governor,,L,Ryan Graham,9,4,0,0,5
Mitchell,Pebble City,Lieutenant Governor,,L,Ryan Graham,0,0,0,0,0
Mitchell,Pelham,Lieutenant Governor,,L,Ryan Graham,16,7,0,0,9
Mitchell,Sale City,Lieutenant Governor,,L,Ryan Graham,2,0,0,0,2
Mitchell,Baconton,Secretary of State,,Rep,Brad Raffensperger ,337,117,5,0,215
Mitchell,Branchville,Secretary of State,,Rep,Brad Raffensperger ,327,88,8,1,230
Mitchell,Camilla North,Secretary of State,,Rep,Brad Raffensperger ,237,162,8,0,67
Mitchell,Camilla South,Secretary of State,,Rep,Brad Raffensperger ,1070,732,87,0,251
Mitchell,Cotton,Secretary of State,,Rep,Brad Raffensperger ,249,53,8,0,188
Mitchell,Hopeful,Secretary of State,,Rep,Brad Raffensperger ,175,51,5,0,119
Mitchell,Hinsonton,Secretary of State,,Rep,Brad Raffensperger ,81,5,1,0,75
Mitchell,Lester,Secretary of State,,Rep,Brad Raffensperger ,555,195,28,0,332
Mitchell,Pebble City,Secretary of State,,Rep,Brad Raffensperger ,93,21,4,0,68
Mitchell,Pelham,Secretary of State,,Rep,Brad Raffensperger ,857,426,40,1,390
Mitchell,Sale City,Secretary of State,,Rep,Brad Raffensperger ,171,22,5,0,144
Mitchell,Baconton,Secretary of State,,Dem,Bee Nguyen,239,104,22,0,113
Mitchell,Branchville,Secretary of State,,Dem,Bee Nguyen,49,26,7,0,16
Mitchell,Camilla North,Secretary of State,,Dem,Bee Nguyen,693,321,122,0,250
Mitchell,Camilla South,Secretary of State,,Dem,Bee Nguyen,836,476,120,0,240
Mitchell,Cotton,Secretary of State,,Dem,Bee Nguyen,10,4,0,0,6
Mitchell,Hopeful,Secretary of State,,Dem,Bee Nguyen,25,12,4,0,9
Mitchell,Hinsonton,Secretary of State,,Dem,Bee Nguyen,10,4,2,0,4
Mitchell,Lester,Secretary of State,,Dem,Bee Nguyen,109,55,16,0,38
Mitchell,Pebble City,Secretary of State,,Dem,Bee Nguyen,12,3,1,0,8
Mitchell,Pelham,Secretary of State,,Dem,Bee Nguyen,634,321,67,0,246
Mitchell,Sale City,Secretary of State,,Dem,Bee Nguyen,36,5,6,0,25
Mitchell,Baconton,Secretary of State,,L,Ted Metz,10,2,2,0,6
Mitchell,Branchville,Secretary of State,,L,Ted Metz,10,4,0,0,6
Mitchell,Camilla North,Secretary of State,,L,Ted Metz,11,7,0,0,4
Mitchell,Camilla South,Secretary of State,,L,Ted Metz,39,25,1,0,13
Mitchell,Cotton,Secretary of State,,L,Ted Metz,4,0,0,0,4
Mitchell,Hopeful,Secretary of State,,L,Ted Metz,0,0,0,0,0
Mitchell,Hinsonton,Secretary of State,,L,Ted Metz,4,0,0,0,4
Mitchell,Lester,Secretary of State,,L,Ted Metz,17,5,0,0,12
Mitchell,Pebble City,Secretary of State,,L,Ted Metz,1,0,0,0,1
Mitchell,Pelham,Secretary of State,,L,Ted Metz,31,13,3,0,15
Mitchell,Sale City,Secretary of State,,L,Ted Metz,4,0,0,0,4
Mitchell,Baconton,Attorney General,,Rep,Chris Carr ,333,108,5,0,220
Mitchell,Branchville,Attorney General,,Rep,Chris Carr ,331,91,8,1,231
Mitchell,Camilla North,Attorney General,,Rep,Chris Carr ,217,150,6,0,61
Mitchell,Camilla South,Attorney General,,Rep,Chris Carr ,1065,727,82,0,256
Mitchell,Cotton,Attorney General,,Rep,Chris Carr ,250,51,8,0,191
Mitchell,Hopeful,Attorney General,,Rep,Chris Carr ,180,51,5,0,124
Mitchell,Hinsonton,Attorney General,,Rep,Chris Carr ,87,5,1,0,81
Mitchell,Lester,Attorney General,,Rep,Chris Carr ,572,200,28,0,344
Mitchell,Pebble City,Attorney General,,Rep,Chris Carr ,95,20,4,0,71
Mitchell,Pelham,Attorney General,,Rep,Chris Carr ,841,415,34,1,391
Mitchell,Sale City,Attorney General,,Rep,Chris Carr ,166,23,5,0,138
Mitchell,Baconton,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",249,113,23,0,113
Mitchell,Branchville,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",57,28,7,0,22
Mitchell,Camilla North,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",729,341,125,0,263
Mitchell,Camilla South,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",877,506,126,0,245
Mitchell,Cotton,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",14,5,0,0,9
Mitchell,Hopeful,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",27,13,4,0,10
Mitchell,Hinsonton,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",9,4,2,0,3
Mitchell,Lester,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",112,58,16,0,38
Mitchell,Pebble City,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",11,4,1,0,6
Mitchell,Pelham,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",678,346,75,0,257
Mitchell,Sale City,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",45,6,6,0,33
Mitchell,Baconton,Attorney General,,L,Martin Cowen,7,2,1,0,4
Mitchell,Branchville,Attorney General,,L,Martin Cowen,2,0,0,0,2
Mitchell,Camilla North,Attorney General,,L,Martin Cowen,4,3,0,0,1
Mitchell,Camilla South,Attorney General,,L,Martin Cowen,13,8,0,0,5
Mitchell,Cotton,Attorney General,,L,Martin Cowen,1,1,0,0,0
Mitchell,Hopeful,Attorney General,,L,Martin Cowen,0,0,0,0,0
Mitchell,Hinsonton,Attorney General,,L,Martin Cowen,0,0,0,0,0
Mitchell,Lester,Attorney General,,L,Martin Cowen,1,0,0,0,1
Mitchell,Pebble City,Attorney General,,L,Martin Cowen,0,0,0,0,0
Mitchell,Pelham,Attorney General,,L,Martin Cowen,10,4,0,0,6
Mitchell,Sale City,Attorney General,,L,Martin Cowen,2,0,0,0,2
Mitchell,Baconton,Commissioner of Agriculture,,Rep,Tyler Harper,334,110,6,0,218
Mitchell,Branchville,Commissioner of Agriculture,,Rep,Tyler Harper,338,92,8,1,237
Mitchell,Camilla North,Commissioner of Agriculture,,Rep,Tyler Harper,218,154,6,0,58
Mitchell,Camilla South,Commissioner of Agriculture,,Rep,Tyler Harper,1069,730,82,0,257
Mitchell,Cotton,Commissioner of Agriculture,,Rep,Tyler Harper,250,52,7,0,191
Mitchell,Hopeful,Commissioner of Agriculture,,Rep,Tyler Harper,178,51,5,0,122
Mitchell,Hinsonton,Commissioner of Agriculture,,Rep,Tyler Harper,87,5,1,0,81
Mitchell,Lester,Commissioner of Agriculture,,Rep,Tyler Harper,565,195,28,0,342
Mitchell,Pebble City,Commissioner of Agriculture,,Rep,Tyler Harper,97,21,4,0,72
Mitchell,Pelham,Commissioner of Agriculture,,Rep,Tyler Harper,844,416,34,1,393
Mitchell,Sale City,Commissioner of Agriculture,,Rep,Tyler Harper,172,23,6,0,143
Mitchell,Baconton,Commissioner of Agriculture,,Dem,Nakita Hemingway,249,111,23,0,115
Mitchell,Branchville,Commissioner of Agriculture,,Dem,Nakita Hemingway,52,28,7,0,17
Mitchell,Camilla North,Commissioner of Agriculture,,Dem,Nakita Hemingway,715,332,122,0,261
Mitchell,Camilla South,Commissioner of Agriculture,,Dem,Nakita Hemingway,861,498,124,0,239
