county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Effingham,1A,U.S. Senate,,Rep,Herschel Junior Walker,1174,503,24,2,645
Effingham,1B,U.S. Senate,,Rep,Herschel Junior Walker,1169,559,18,1,591
Effingham,1C,U.S. Senate,,Rep,Herschel Junior Walker,800,226,6,2,566
Effingham,1D,U.S. Senate,,Rep,Herschel Junior Walker,926,241,20,0,665
Effingham,2A,U.S. Senate,,Rep,Herschel Junior Walker,941,312,18,0,611
Effingham,2B,U.S. Senate,,Rep,Herschel Junior Walker,726,305,17,0,404
Effingham,2C,U.S. Senate,,Rep,Herschel Junior Walker,971,476,25,1,469
Effingham,2D,U.S. Senate,,Rep,Herschel Junior Walker,1266,595,25,1,645
Effingham,3A,U.S. Senate,,Rep,Herschel Junior Walker,620,251,9,0,360
Effingham,3B,U.S. Senate,,Rep,Herschel Junior Walker,978,492,26,0,460
Effingham,3C,U.S. Senate,,Rep,Herschel Junior Walker,565,297,16,0,252
Effingham,3D,U.S. Senate,,Rep,Herschel Junior Walker,1164,616,14,0,534
Effingham,3E,U.S. Senate,,Rep,Herschel Junior Walker,517,304,9,0,204
Effingham,4A,U.S. Senate,,Rep,Herschel Junior Walker,1459,877,30,0,552
Effingham,4B,U.S. Senate,,Rep,Herschel Junior Walker,684,342,17,2,323
Effingham,4C,U.S. Senate,,Rep,Herschel Junior Walker,888,520,15,0,353
Effingham,5A,U.S. Senate,,Rep,Herschel Junior Walker,1169,548,34,0,587
Effingham,5B,U.S. Senate,,Rep,Herschel Junior Walker,762,366,23,0,373
Effingham,5C,U.S. Senate,,Rep,Herschel Junior Walker,790,416,11,0,363
Effingham,5D,U.S. Senate,,Rep,Herschel Junior Walker,662,328,5,0,329
Effingham,1A,U.S. Senate,,Dem,Raphael Warnock ,326,142,24,0,160
Effingham,1B,U.S. Senate,,Dem,Raphael Warnock ,240,138,18,0,84
Effingham,1C,U.S. Senate,,Dem,Raphael Warnock ,206,61,16,0,129
Effingham,1D,U.S. Senate,,Dem,Raphael Warnock ,178,53,25,0,100
Effingham,2A,U.S. Senate,,Dem,Raphael Warnock ,329,146,19,1,163
Effingham,2B,U.S. Senate,,Dem,Raphael Warnock ,206,108,14,0,84
Effingham,2C,U.S. Senate,,Dem,Raphael Warnock ,386,202,29,0,155
Effingham,2D,U.S. Senate,,Dem,Raphael Warnock ,486,232,48,0,206
Effingham,3A,U.S. Senate,,Dem,Raphael Warnock ,144,67,17,0,60
Effingham,3B,U.S. Senate,,Dem,Raphael Warnock ,377,164,38,0,175
Effingham,3C,U.S. Senate,,Dem,Raphael Warnock ,192,98,15,0,79
Effingham,3D,U.S. Senate,,Dem,Raphael Warnock ,515,244,39,0,232
Effingham,3E,U.S. Senate,,Dem,Raphael Warnock ,131,89,12,0,30
Effingham,4A,U.S. Senate,,Dem,Raphael Warnock ,469,282,43,0,144
Effingham,4B,U.S. Senate,,Dem,Raphael Warnock ,459,255,44,1,159
Effingham,4C,U.S. Senate,,Dem,Raphael Warnock ,275,169,22,1,83
Effingham,5A,U.S. Senate,,Dem,Raphael Warnock ,453,229,34,0,190
Effingham,5B,U.S. Senate,,Dem,Raphael Warnock ,287,139,22,1,125
Effingham,5C,U.S. Senate,,Dem,Raphael Warnock ,504,289,45,0,170
Effingham,5D,U.S. Senate,,Dem,Raphael Warnock ,310,134,23,0,153
Effingham,1A,U.S. Senate,,Lib,Chase Oliver,33,10,0,0,23
Effingham,1B,U.S. Senate,,Lib,Chase Oliver,25,12,0,0,13
Effingham,1C,U.S. Senate,,Lib,Chase Oliver,17,4,0,0,13
Effingham,1D,U.S. Senate,,Lib,Chase Oliver,23,4,1,0,18
Effingham,2A,U.S. Senate,,Lib,Chase Oliver,39,6,0,0,33
Effingham,2B,U.S. Senate,,Lib,Chase Oliver,25,11,2,0,12
Effingham,2C,U.S. Senate,,Lib,Chase Oliver,33,16,1,0,16
Effingham,2D,U.S. Senate,,Lib,Chase Oliver,47,15,2,0,30
Effingham,3A,U.S. Senate,,Lib,Chase Oliver,18,6,0,0,12
Effingham,3B,U.S. Senate,,Lib,Chase Oliver,27,18,0,0,9
Effingham,3C,U.S. Senate,,Lib,Chase Oliver,16,7,2,0,7
Effingham,3D,U.S. Senate,,Lib,Chase Oliver,44,20,0,0,24
Effingham,3E,U.S. Senate,,Lib,Chase Oliver,34,17,1,0,16
Effingham,4A,U.S. Senate,,Lib,Chase Oliver,42,22,2,0,18
Effingham,4B,U.S. Senate,,Lib,Chase Oliver,22,10,1,0,11
Effingham,4C,U.S. Senate,,Lib,Chase Oliver,20,8,1,0,11
Effingham,5A,U.S. Senate,,Lib,Chase Oliver,57,18,4,0,35
Effingham,5B,U.S. Senate,,Lib,Chase Oliver,34,16,2,0,16
Effingham,5C,U.S. Senate,,Lib,Chase Oliver,31,11,5,0,15
Effingham,5D,U.S. Senate,,Lib,Chase Oliver,17,9,0,0,8
Effingham,1A,Governor,,Rep,Brian Kemp ,1254,535,26,2,691
Effingham,1B,Governor,,Rep,Brian Kemp ,1225,589,17,1,618
Effingham,1C,Governor,,Rep,Brian Kemp ,853,241,7,2,603
Effingham,1D,Governor,,Rep,Brian Kemp ,984,257,23,0,704
Effingham,2A,Governor,,Rep,Brian Kemp ,1010,323,21,0,666
Effingham,2B,Governor,,Rep,Brian Kemp ,763,323,20,0,420
Effingham,2C,Governor,,Rep,Brian Kemp ,1052,513,30,1,508
Effingham,2D,Governor,,Rep,Brian Kemp ,1373,631,34,1,707
Effingham,3A,Governor,,Rep,Brian Kemp ,664,268,12,0,384
Effingham,3B,Governor,,Rep,Brian Kemp ,1044,531,32,0,481
Effingham,3C,Governor,,Rep,Brian Kemp ,591,305,20,0,266
Effingham,3D,Governor,,Rep,Brian Kemp ,1252,660,17,0,575
Effingham,3E,Governor,,Rep,Brian Kemp ,560,322,12,0,226
Effingham,4A,Governor,,Rep,Brian Kemp ,1556,937,37,0,582
Effingham,4B,Governor,,Rep,Brian Kemp ,735,368,19,1,347
Effingham,4C,Governor,,Rep,Brian Kemp ,952,562,23,0,367
Effingham,5A,Governor,,Rep,Brian Kemp ,1267,588,38,0,641
Effingham,5B,Governor,,Rep,Brian Kemp ,827,399,25,0,403
Effingham,5C,Governor,,Rep,Brian Kemp ,860,445,16,0,399
Effingham,5D,Governor,,Rep,Brian Kemp ,731,364,6,0,361
Effingham,1A,Governor,,Dem,Stacey Abrams,271,120,20,0,131
Effingham,1B,Governor,,Dem,Stacey Abrams,204,121,17,0,66
Effingham,1C,Governor,,Dem,Stacey Abrams,165,50,15,0,100
Effingham,1D,Governor,,Dem,Stacey Abrams,137,43,23,0,71
Effingham,2A,Governor,,Dem,Stacey Abrams,290,138,16,1,135
Effingham,2B,Governor,,Dem,Stacey Abrams,179,94,14,0,71
Effingham,2C,Governor,,Dem,Stacey Abrams,320,174,24,0,122
Effingham,2D,Governor,,Dem,Stacey Abrams,416,211,40,0,165
Effingham,3A,Governor,,Dem,Stacey Abrams,116,53,14,0,49
Effingham,3B,Governor,,Dem,Stacey Abrams,330,142,32,0,156
Effingham,3C,Governor,,Dem,Stacey Abrams,176,93,12,0,71
Effingham,3D,Governor,,Dem,Stacey Abrams,463,219,37,0,207
Effingham,3E,Governor,,Dem,Stacey Abrams,112,80,11,0,21
Effingham,4A,Governor,,Dem,Stacey Abrams,407,247,35,0,125
Effingham,4B,Governor,,Dem,Stacey Abrams,423,239,44,1,139
Effingham,4C,Governor,,Dem,Stacey Abrams,222,134,15,1,72
Effingham,5A,Governor,,Dem,Stacey Abrams,406,206,33,0,167
Effingham,5B,Governor,,Dem,Stacey Abrams,253,124,22,1,106
Effingham,5C,Governor,,Dem,Stacey Abrams,459,266,44,0,149
Effingham,5D,Governor,,Dem,Stacey Abrams,254,107,22,0,125
Effingham,1A,Governor,,Lib,Shane Hazel,13,2,2,0,9
Effingham,1B,Governor,,Lib,Shane Hazel,10,2,2,0,6
Effingham,1C,Governor,,Lib,Shane Hazel,8,0,0,0,8
Effingham,1D,Governor,,Lib,Shane Hazel,9,0,0,0,9
Effingham,2A,Governor,,Lib,Shane Hazel,15,3,0,0,12
