county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Bulloch,Lockhart,U.S. Senate,,Rep,Herschel Walker,290,4,244,0,42
Bulloch,Emit,U.S. Senate,,Rep,Herschel Walker,1217,36,751,1,429
Bulloch,Statesboro,U.S. Senate,,Rep,Herschel Walker,1408,72,661,2,673
Bulloch,Portal,U.S. Senate,,Rep,Herschel Walker,639,13,474,1,151
Bulloch,Fair,U.S. Senate,,Rep,Herschel Walker,1832,76,830,1,925
Bulloch,Church,U.S. Senate,,Rep,Herschel Walker,1252,60,571,2,619
Bulloch,Pittman Park,U.S. Senate,,Rep,Herschel Walker,514,26,284,1,203
Bulloch,Leefield,U.S. Senate,,Rep,Herschel Walker,462,10,385,1,66
Bulloch,Blitch,U.S. Senate,,Rep,Herschel Walker,906,17,625,0,264
Bulloch,Hagin,U.S. Senate,,Rep,Herschel Walker,836,23,584,0,229
Bulloch,Brooklet,U.S. Senate,,Rep,Herschel Walker,1447,40,980,0,427
Bulloch,Stilson,U.S. Senate,,Rep,Herschel Walker,924,13,735,0,176
Bulloch,Bay,U.S. Senate,,Rep,Herschel Walker,763,18,597,1,147
Bulloch,Nevils,U.S. Senate,,Rep,Herschel Walker,586,17,428,0,141
Bulloch,Sinkhole,U.S. Senate,,Rep,Herschel Walker,218,6,180,0,32
Bulloch,Register,U.S. Senate,,Rep,Herschel Walker,267,9,172,0,86
Bulloch,Lockhart,U.S. Senate,,(Dem,Raphael Warnock ,112,10,69,0,33
Bulloch,Emit,U.S. Senate,,(Dem,Raphael Warnock ,568,68,229,0,271
Bulloch,Statesboro,U.S. Senate,,(Dem,Raphael Warnock ,1407,98,530,2,777
Bulloch,Portal,U.S. Senate,,(Dem,Raphael Warnock ,236,18,137,1,80
Bulloch,Fair,U.S. Senate,,(Dem,Raphael Warnock ,1168,88,357,3,720
Bulloch,Church,U.S. Senate,,(Dem,Raphael Warnock ,1451,123,550,1,777
Bulloch,Pittman Park,U.S. Senate,,(Dem,Raphael Warnock ,861,37,460,0,364
Bulloch,Leefield,U.S. Senate,,(Dem,Raphael Warnock ,87,15,50,0,22
Bulloch,Blitch,U.S. Senate,,(Dem,Raphael Warnock ,361,32,127,0,202
Bulloch,Hagin,U.S. Senate,,(Dem,Raphael Warnock ,448,54,196,0,198
Bulloch,Brooklet,U.S. Senate,,(Dem,Raphael Warnock ,426,32,196,0,198
Bulloch,Stilson,U.S. Senate,,(Dem,Raphael Warnock ,170,20,99,0,51
Bulloch,Bay,U.S. Senate,,(Dem,Raphael Warnock ,136,14,72,0,50
Bulloch,Nevils,U.S. Senate,,(Dem,Raphael Warnock ,127,8,78,0,41
Bulloch,Sinkhole,U.S. Senate,,(Dem,Raphael Warnock ,45,8,23,0,14
Bulloch,Register,U.S. Senate,,(Dem,Raphael Warnock ,164,12,80,0,72
