county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Atkinson,Pearson County,U.S. Senate,,Rep,Herschel Walker,713,14,320,0,379
Atkinson,Axson,U.S. Senate,,Rep,Herschel Walker,325,6,252,0,67
Atkinson,Willacoochee,U.S. Senate,,Rep,Herschel Walker,378,9,263,0,106
Atkinson,Pearson City,U.S. Senate,,Rep,Herschel Walker,108,3,54,0,51
Atkinson,Pearson County,U.S. Senate,,(Dem,Raphael Warnock ,90,13,25,0,52
Atkinson,Axson,U.S. Senate,,(Dem,Raphael Warnock ,17,0,9,0,8
Atkinson,Willacoochee,U.S. Senate,,(Dem,Raphael Warnock ,190,3,102,0,85
Atkinson,Pearson City,U.S. Senate,,(Dem,Raphael Warnock ,188,12,69,0,107
