county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Brantley,Hoboken,U.S. Senate,,Rep,Herschel Walker,1708,797,33,0,878
Brantley,Nahunta,U.S. Senate,,Rep,Herschel Walker,1909,1088,48,0,773
Brantley,Waynesville,U.S. Senate,,Rep,Herschel Walker,1658,696,15,0,947
Brantley,Hoboken,U.S. Senate,,Dem,Raphael Warnock ,112,60,5,0,47
Brantley,Nahunta,U.S. Senate,,Dem,Raphael Warnock ,182,104,8,0,70
Brantley,Waynesville,U.S. Senate,,Dem,Raphael Warnock ,183,83,15,0,85
Brantley,Hoboken,U.S. Senate,,L,Chase Oliver,27,9,0,0,18
Brantley,Nahunta,U.S. Senate,,L,Chase Oliver,28,12,1,0,15
Brantley,Waynesville,U.S. Senate,,L,Chase Oliver,39,17,0,0,22
Brantley,Hoboken,Governor,,Rep,Brian Kemp ,1751,819,35,0,897
Brantley,Nahunta,Governor,,Rep,Brian Kemp ,1954,1108,49,0,797
Brantley,Waynesville,Governor,,Rep,Brian Kemp ,1711,725,15,0,971
Brantley,Hoboken,Governor,,Dem,Stacey Abrams,86,49,6,0,31
Brantley,Nahunta,Governor,,Dem,Stacey Abrams,151,89,8,0,54
Brantley,Waynesville,Governor,,Dem,Stacey Abrams,156,70,15,0,71
Brantley,Hoboken,Governor,,L,Shane Hazel,12,0,0,0,12
Brantley,Nahunta,Governor,,L,Shane Hazel,21,11,2,0,8
Brantley,Waynesville,Governor,,L,Shane Hazel,17,3,0,0,14
Brantley,Hoboken,Lieutenant Governor,,Rep,Burt Jones,1727,811,35,0,881
Brantley,Nahunta,Lieutenant Governor,,Rep,Burt Jones,1922,1094,51,0,777
Brantley,Waynesville,Lieutenant Governor,,Rep,Burt Jones,1685,715,14,0,956
Brantley,Hoboken,Lieutenant Governor,,Dem,Charlie Bailey,92,51,6,0,35
Brantley,Nahunta,Lieutenant Governor,,Dem,Charlie Bailey,154,90,8,0,56
Brantley,Waynesville,Lieutenant Governor,,Dem,Charlie Bailey,169,78,15,0,76
Brantley,Hoboken,Lieutenant Governor,,L,Ryan Graham,24,2,0,0,22
Brantley,Nahunta,Lieutenant Governor,,L,Ryan Graham,24,9,0,0,15
Brantley,Waynesville,Lieutenant Governor,,L,Ryan Graham,19,4,0,0,15
Brantley,Hoboken,Secretary of State,,Rep,Brad Raffensperger ,1679,781,34,0,864
Brantley,Nahunta,Secretary of State,,Rep,Brad Raffensperger ,1885,1076,51,0,758
Brantley,Waynesville,Secretary of State,,Rep,Brad Raffensperger ,1641,692,15,0,934
Brantley,Hoboken,Secretary of State,,Dem,Bee Nguyen,89,48,6,0,35
Brantley,Nahunta,Secretary of State,,Dem,Bee Nguyen,143,84,7,0,52
Brantley,Waynesville,Secretary of State,,Dem,Bee Nguyen,152,69,14,0,69
Brantley,Hoboken,Secretary of State,,L,Ted Metz,56,29,1,0,26
Brantley,Nahunta,Secretary of State,,L,Ted Metz,63,27,1,0,35
Brantley,Waynesville,Secretary of State,,L,Ted Metz,77,31,1,0,45
Brantley,Hoboken,Attorney General,,Rep,Chris Carr ,1718,807,35,0,876
Brantley,Nahunta,Attorney General,,Rep,Chris Carr ,1898,1082,49,0,767
Brantley,Waynesville,Attorney General,,Rep,Chris Carr ,1682,717,15,0,950
Brantley,Hoboken,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",103,54,6,0,43
Brantley,Nahunta,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",179,102,10,0,67
Brantley,Waynesville,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",177,79,14,0,84
Brantley,Hoboken,Attorney General,,L,Martin Cowen,24,5,0,0,19
Brantley,Nahunta,Attorney General,,L,Martin Cowen,27,14,0,0,13
Brantley,Waynesville,Attorney General,,L,Martin Cowen,20,2,0,0,18
Brantley,Hoboken,Commissioner of Agriculture,,Rep,Tyler Harper,1743,813,35,0,895
Brantley,Nahunta,Commissioner of Agriculture,,Rep,Tyler Harper,1922,1096,51,0,775
Brantley,Waynesville,Commissioner of Agriculture,,Rep,Tyler Harper,1687,710,15,0,962
Brantley,Hoboken,Commissioner of Agriculture,,Dem,Nakita Hemingway,88,48,6,0,34
Brantley,Nahunta,Commissioner of Agriculture,,Dem,Nakita Hemingway,151,90,5,0,56
Brantley,Waynesville,Commissioner of Agriculture,,Dem,Nakita Hemingway,161,77,15,0,69
Brantley,Hoboken,Commissioner of Agriculture,,L,David Raudabaugh,15,4,0,0,11
Brantley,Nahunta,Commissioner of Agriculture,,L,David Raudabaugh,26,10,2,0,14
Brantley,Waynesville,Commissioner of Agriculture,,L,David Raudabaugh,27,6,0,0,21
Brantley,Hoboken,Commissioner of Insurance,,Rep,John King ,1732,806,35,0,891
Brantley,Nahunta,Commissioner of Insurance,,Rep,John King ,1924,1093,51,0,780
Brantley,Waynesville,Commissioner of Insurance,,Rep,John King ,1698,717,15,0,966
Brantley,Hoboken,Commissioner of Insurance,,Dem,Janice Laws Robinson,100,54,6,0,40
Brantley,Nahunta,Commissioner of Insurance,,Dem,Janice Laws Robinson,175,101,8,0,66
Brantley,Waynesville,Commissioner of Insurance,,Dem,Janice Laws Robinson,175,76,15,0,84
Brantley,Hoboken,State School Superintendent,,Rep,Richard Woods ,1745,815,35,0,895
Brantley,Nahunta,State School Superintendent,,Rep,Richard Woods ,1937,1101,52,0,784
Brantley,Waynesville,State School Superintendent,,Rep,Richard Woods ,1696,717,15,0,964
Brantley,Hoboken,State School Superintendent,,Dem,Alisha Thomas Searcy,97,50,6,0,41
Brantley,Nahunta,State School Superintendent,,Dem,Alisha Thomas Searcy,168,95,7,0,66
