county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Lowndes,Train Depot,U.S. Senate,,Rep,Herschel Walker,1164,22,697,0,445
Lowndes,Historical Society ,U.S. Senate,,Rep,Herschel Walker,700,6,395,1,298
Lowndes,Hahira Community Center ,U.S. Senate,,Rep,Herschel Walker,484,5,305,0,174
Lowndes,Pine Grove Church,U.S. Senate,,Rep,Herschel Walker,338,9,155,0,174
Lowndes,Trinity Church,U.S. Senate,,Rep,Herschel Walker,743,18,334,1,390
Lowndes,Nazarene Church,U.S. Senate,,Rep,Herschel Walker,1442,39,608,4,791
Lowndes,Mathis Auditorium ,U.S. Senate,,Rep,Herschel Walker,3326,100,1119,2,2105
Lowndes,Jaycee Community Center,U.S. Senate,,Rep,Herschel Walker,153,9,67,0,77
Lowndes,Lowndes Civic,U.S. Senate,,Rep,Herschel Walker,977,31,468,2,476
Lowndes,Naylor Community Center,U.S. Senate,,Rep,Herschel Walker,498,4,317,0,177
Lowndes,Rainwater,U.S. Senate,,Rep,Herschel Walker,4549,104,1790,6,2649
Lowndes,VSU,U.S. Senate,,Rep,Herschel Walker,4,0,3,0,1
Lowndes,Mt. Calvary Church,U.S. Senate,,Rep,Herschel Walker,107,0,43,1,63
Lowndes,Mildred Community Center,U.S. Senate,,Rep,Herschel Walker,23,1,11,0,11
Lowndes,Paper Mill Union,U.S. Senate,,Rep,Herschel Walker,793,11,509,2,271
Lowndes,Dasher City Hall,U.S. Senate,,Rep,Herschel Walker,992,14,623,0,355
Lowndes,Lake Park,U.S. Senate,,Rep,Herschel Walker,1233,20,803,1,409
Lowndes,South Lowndes Recreation Center,U.S. Senate,,Rep,Herschel Walker,922,18,537,0,367
Lowndes,Train Depot,U.S. Senate,,(Dem,Raphael Warnock ,357,16,164,0,177
Lowndes,Historical Society ,U.S. Senate,,(Dem,Raphael Warnock ,162,5,61,0,96
Lowndes,Hahira Community Center ,U.S. Senate,,(Dem,Raphael Warnock ,121,6,45,0,70
Lowndes,Pine Grove Church,U.S. Senate,,(Dem,Raphael Warnock ,312,17,69,0,226
Lowndes,Trinity Church,U.S. Senate,,(Dem,Raphael Warnock ,758,49,199,0,510
Lowndes,Nazarene Church,U.S. Senate,,(Dem,Raphael Warnock ,1119,56,294,3,766
Lowndes,Mathis Auditorium ,U.S. Senate,,(Dem,Raphael Warnock ,2029,155,485,4,1385
Lowndes,Jaycee Community Center,U.S. Senate,,(Dem,Raphael Warnock ,577,17,150,2,408
Lowndes,Lowndes Civic,U.S. Senate,,(Dem,Raphael Warnock ,2203,97,548,9,1549
Lowndes,Naylor Community Center,U.S. Senate,,(Dem,Raphael Warnock ,268,12,107,1,148
Lowndes,Rainwater,U.S. Senate,,(Dem,Raphael Warnock ,2832,152,779,7,1894
Lowndes,VSU,U.S. Senate,,(Dem,Raphael Warnock ,37,0,22,0,15
Lowndes,Mt. Calvary Church,U.S. Senate,,(Dem,Raphael Warnock ,463,23,149,3,288
Lowndes,Mildred Community Center,U.S. Senate,,(Dem,Raphael Warnock ,802,64,294,1,443
Lowndes,Paper Mill Union,U.S. Senate,,(Dem,Raphael Warnock ,330,18,135,0,177
Lowndes,Dasher City Hall,U.S. Senate,,(Dem,Raphael Warnock ,207,17,67,1,122
Lowndes,Lake Park,U.S. Senate,,(Dem,Raphael Warnock ,366,27,156,2,181
Lowndes,South Lowndes Recreation Center,U.S. Senate,,(Dem,Raphael Warnock ,183,21,72,0,90
Lowndes,Lowndes Civic,Valdosta City Council D3 (Special),,,Mattie L Blake,0,0,0,0,0
Lowndes,Rainwater,Valdosta City Council D3 (Special),,,Mattie L Blake,290,15,80,0,195
Lowndes,Mt. Calvary Church,Valdosta City Council D3 (Special),,,Mattie L Blake,101,3,30,0,68
Lowndes,Mildred Community Center,Valdosta City Council D3 (Special),,,Mattie L Blake,88,9,23,0,56
Lowndes,Lowndes Civic,Valdosta City Council D3 (Special),,,Thomas B Mcintyre,0,0,0,0,0
Lowndes,Rainwater,Valdosta City Council D3 (Special),,,Thomas B Mcintyre,447,42,132,0,273
Lowndes,Mt. Calvary Church,Valdosta City Council D3 (Special),,,Thomas B Mcintyre,153,12,33,0,108
Lowndes,Mildred Community Center,Valdosta City Council D3 (Special),,,Thomas B Mcintyre,48,4,22,0,22
