county,precinct,office,district,party,candidate,votes,absentee_by_mail_votes,election_day_votes,provisional_votes,advance_voting_votes
Richmond,101,U.S. Senate,,Rep,Herschel Walker,318,11,234,0,73
Richmond,102,U.S. Senate,,Rep,Herschel Walker,106,1,69,0,36
Richmond,103,U.S. Senate,,Rep,Herschel Walker,11,0,6,0,5
Richmond,104,U.S. Senate,,Rep,Herschel Walker,70,5,36,0,29
Richmond,105,U.S. Senate,,Rep,Herschel Walker,13,1,6,0,6
Richmond,106,U.S. Senate,,Rep,Herschel Walker,79,3,59,0,17
Richmond,107,U.S. Senate,,Rep,Herschel Walker,407,12,274,0,121
Richmond,108,U.S. Senate,,Rep,Herschel Walker,24,3,14,0,7
Richmond,109,U.S. Senate,,Rep,Herschel Walker,10,2,6,0,2
Richmond,110,U.S. Senate,,Rep,Herschel Walker,13,0,6,0,7
Richmond,111,U.S. Senate,,Rep,Herschel Walker,105,6,62,0,37
Richmond,112,U.S. Senate,,Rep,Herschel Walker,145,24,48,0,73
Richmond,115,U.S. Senate,,Rep,Herschel Walker,71,6,53,0,12
Richmond,201,U.S. Senate,,Rep,Herschel Walker,205,9,136,0,60
Richmond,202,U.S. Senate,,Rep,Herschel Walker,419,23,272,0,124
Richmond,203,U.S. Senate,,Rep,Herschel Walker,11,1,8,0,2
Richmond,204,U.S. Senate,,Rep,Herschel Walker,335,9,228,0,98
Richmond,207,U.S. Senate,,Rep,Herschel Walker,70,8,25,0,37
Richmond,208,U.S. Senate,,Rep,Herschel Walker,140,4,101,0,35
Richmond,210,U.S. Senate,,Rep,Herschel Walker,87,6,50,0,31
Richmond,301,U.S. Senate,,Rep,Herschel Walker,672,34,388,0,250
Richmond,302,U.S. Senate,,Rep,Herschel Walker,89,9,38,0,42
Richmond,303,U.S. Senate,,Rep,Herschel Walker,646,30,344,0,272
Richmond,304,U.S. Senate,,Rep,Herschel Walker,263,6,161,0,96
Richmond,306,U.S. Senate,,Rep,Herschel Walker,513,56,256,0,201
Richmond,307,U.S. Senate,,Rep,Herschel Walker,529,17,323,0,189
Richmond,308,U.S. Senate,,Rep,Herschel Walker,87,4,43,0,40
Richmond,310,U.S. Senate,,Rep,Herschel Walker,477,25,309,0,143
Richmond,401,U.S. Senate,,Rep,Herschel Walker,24,2,9,0,13
Richmond,402,U.S. Senate,,Rep,Herschel Walker,78,1,42,0,35
Richmond,403,U.S. Senate,,Rep,Herschel Walker,126,4,68,0,54
Richmond,405,U.S. Senate,,Rep,Herschel Walker,202,6,90,0,106
Richmond,406,U.S. Senate,,Rep,Herschel Walker,109,5,54,0,50
Richmond,501,U.S. Senate,,Rep,Herschel Walker,123,10,64,0,49
Richmond,502,U.S. Senate,,Rep,Herschel Walker,99,7,57,0,35
Richmond,503,U.S. Senate,,Rep,Herschel Walker,151,9,63,0,79
Richmond,504,U.S. Senate,,Rep,Herschel Walker,717,30,487,0,200
Richmond,505,U.S. Senate,,Rep,Herschel Walker,70,4,20,0,46
Richmond,506,U.S. Senate,,Rep,Herschel Walker,184,17,108,0,59
Richmond,507,U.S. Senate,,Rep,Herschel Walker,80,4,44,0,32
Richmond,601,U.S. Senate,,Rep,Herschel Walker,354,13,230,0,111
Richmond,602,U.S. Senate,,Rep,Herschel Walker,31,2,23,0,6
Richmond,604,U.S. Senate,,Rep,Herschel Walker,202,4,158,0,40
Richmond,605,U.S. Senate,,Rep,Herschel Walker,487,24,308,0,155
Richmond,606,U.S. Senate,,Rep,Herschel Walker,70,6,33,0,31
Richmond,607,U.S. Senate,,Rep,Herschel Walker,102,5,64,0,33
Richmond,608,U.S. Senate,,Rep,Herschel Walker,65,1,51,0,13
Richmond,701,U.S. Senate,,Rep,Herschel Walker,893,35,505,0,353
Richmond,702,U.S. Senate,,Rep,Herschel Walker,460,20,287,0,153
Richmond,703,U.S. Senate,,Rep,Herschel Walker,612,21,370,0,221
Richmond,704,U.S. Senate,,Rep,Herschel Walker,228,14,108,0,106
Richmond,705,U.S. Senate,,Rep,Herschel Walker,694,34,365,0,295
Richmond,706,U.S. Senate,,Rep,Herschel Walker,1189,40,451,0,698
Richmond,707,U.S. Senate,,Rep,Herschel Walker,445,18,226,0,201
Richmond,708,U.S. Senate,,Rep,Herschel Walker,118,7,79,0,32
Richmond,709,U.S. Senate,,Rep,Herschel Walker,144,6,74,0,64
Richmond,801,U.S. Senate,,Rep,Herschel Walker,69,0,64,0,5
Richmond,801B,U.S. Senate,,Rep,Herschel Walker,189,12,159,0,18
Richmond,802,U.S. Senate,,Rep,Herschel Walker,896,17,739,0,140
Richmond,803,U.S. Senate,,Rep,Herschel Walker,9,0,8,0,1
Richmond,804,U.S. Senate,,Rep,Herschel Walker,363,9,224,0,130
Richmond,804H,U.S. Senate,,Rep,Herschel Walker,690,27,487,0,176
Richmond,805,U.S. Senate,,Rep,Herschel Walker,120,6,82,0,32
Richmond,806,U.S. Senate,,Rep,Herschel Walker,720,15,544,0,161
Richmond,807,U.S. Senate,,Rep,Herschel Walker,150,5,97,0,48
Richmond,808,U.S. Senate,,Rep,Herschel Walker,574,12,424,0,138
Richmond,810,U.S. Senate,,Rep,Herschel Walker,146,2,107,0,37
Richmond,811,U.S. Senate,,Rep,Herschel Walker,116,3,98,0,15
Richmond,101,U.S. Senate,,(Dem,Raphael Warnock ,374,21,204,0,149
Richmond,102,U.S. Senate,,(Dem,Raphael Warnock ,267,27,124,1,115
