county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Fulton,STATE HOUSE,58,D,PARK CANNON,668,621,2,45,0
Fulton,STATE HOUSE,58,D,RALPH LONG III,464,444,3,17,0
