county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Spalding,,United States Senator,,REP,MARY KAY BACALLAO,691,5,442,244,0
Spalding,SECOND BAPTISH CH,United States Senator,,REP,MARY KAY BACALLAO,3,0,1,2,0
Spalding,FAIRMONT,United States Senator,,REP,MARY KAY BACALLAO,3,0,2,1,0
Spalding,SENIOR CENTER,United States Senator,,REP,MARY KAY BACALLAO,27,0,14,13,0
Spalding,THIRD WARD,United States Senator,,REP,MARY KAY BACALLAO,39,0,32,7,0
Spalding,UGA CAMPUS,United States Senator,,REP,MARY KAY BACALLAO,37,2,17,18,0
Spalding,CITY PARK,United States Senator,,REP,MARY KAY BACALLAO,9,0,3,6,0
Spalding,FIRST METHODIST,United States Senator,,REP,MARY KAY BACALLAO,42,0,27,15,0
Spalding,BOY SCOUTS HDQTRS,United States Senator,,REP,MARY KAY BACALLAO,40,0,20,20,0
Spalding,CABIN,United States Senator,,REP,MARY KAY BACALLAO,32,0,23,9,0
Spalding,CARVER,United States Senator,,REP,MARY KAY BACALLAO,25,0,22,3,0
Spalding,FIRST PRESBYTERIA,United States Senator,,REP,MARY KAY BACALLAO,42,0,24,18,0
Spalding,LIBERTY,United States Senator,,REP,MARY KAY BACALLAO,29,0,20,9,0
Spalding,COUNTY LINE,United States Senator,,REP,MARY KAY BACALLAO,54,0,43,11,0
Spalding,SUNNYSIDE METHODI,United States Senator,,REP,MARY KAY BACALLAO,35,0,28,7,0
Spalding,BLALOCK,United States Senator,,REP,MARY KAY BACALLAO,24,0,23,1,0
Spalding,GARY REID,United States Senator,,REP,MARY KAY BACALLAO,31,0,20,11,0
Spalding,AMBUCS,United States Senator,,REP,MARY KAY BACALLAO,21,0,11,10,0
Spalding,COMMUNITY,United States Senator,,REP,MARY KAY BACALLAO,13,1,9,3,0
Spalding,FIRST ASSEMBLY,United States Senator,,REP,MARY KAY BACALLAO,71,2,34,35,0
Spalding,ROBERTS,United States Senator,,REP,MARY KAY BACALLAO,47,0,36,11,0
Spalding,EAGES LANDING BAPTIST,United States Senator,,REP,MARY KAY BACALLAO,67,0,33,34,0
Spalding,,United States Senator,,REP,DERRICK GRAYSON,689,12,506,171,0
Spalding,SECOND BAPTISH CH,United States Senator,,REP,DERRICK GRAYSON,4,1,2,1,0
Spalding,FAIRMONT,United States Senator,,REP,DERRICK GRAYSON,3,0,3,0,0
Spalding,SENIOR CENTER,United States Senator,,REP,DERRICK GRAYSON,24,0,13,11,0
Spalding,THIRD WARD,United States Senator,,REP,DERRICK GRAYSON,34,0,31,3,0
Spalding,UGA CAMPUS,United States Senator,,REP,DERRICK GRAYSON,39,0,22,17,0
Spalding,CITY PARK,United States Senator,,REP,DERRICK GRAYSON,4,0,4,0,0
Spalding,FIRST METHODIST,United States Senator,,REP,DERRICK GRAYSON,39,0,28,11,0
Spalding,BOY SCOUTS HDQTRS,United States Senator,,REP,DERRICK GRAYSON,44,0,23,21,0
Spalding,CABIN,United States Senator,,REP,DERRICK GRAYSON,35,3,27,5,0
Spalding,CARVER,United States Senator,,REP,DERRICK GRAYSON,40,0,31,9,0
Spalding,FIRST PRESBYTERIA,United States Senator,,REP,DERRICK GRAYSON,58,0,45,13,0
Spalding,LIBERTY,United States Senator,,REP,DERRICK GRAYSON,40,4,31,5,0
Spalding,COUNTY LINE,United States Senator,,REP,DERRICK GRAYSON,51,0,47,4,0
Spalding,SUNNYSIDE METHODI,United States Senator,,REP,DERRICK GRAYSON,19,0,15,4,0
Spalding,BLALOCK,United States Senator,,REP,DERRICK GRAYSON,21,0,20,1,0
Spalding,GARY REID,United States Senator,,REP,DERRICK GRAYSON,24,0,17,7,0
Spalding,AMBUCS,United States Senator,,REP,DERRICK GRAYSON,28,1,17,10,0
Spalding,COMMUNITY,United States Senator,,REP,DERRICK GRAYSON,5,0,3,2,0
Spalding,FIRST ASSEMBLY,United States Senator,,REP,DERRICK GRAYSON,54,2,38,14,0
Spalding,ROBERTS,United States Senator,,REP,DERRICK GRAYSON,46,0,43,3,0
Spalding,EAGES LANDING BAPTIST,United States Senator,,REP,DERRICK GRAYSON,77,1,46,30,0
Spalding,,United States Senator,,REP,JOHNNY ISAKSON (I),4789,122,2898,1766,3
