county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
McDuffie,,United States Senator,,REP,MARY KAY BACALLAO,166,3,93,70,0
McDuffie,Queen of Angels,United States Senator,,REP,MARY KAY BACALLAO,5,1,3,1,0
McDuffie,Augusta Tech,United States Senator,,REP,MARY KAY BACALLAO,26,0,12,14,0
McDuffie,Fort Creek,United States Senator,,REP,MARY KAY BACALLAO,9,0,6,3,0
McDuffie,Dearing UMC,United States Senator,,REP,MARY KAY BACALLAO,33,0,24,9,0
McDuffie,Vanderhorst,United States Senator,,REP,MARY KAY BACALLAO,7,1,6,0,0
McDuffie,Sweetwater Activity Center,United States Senator,,REP,MARY KAY BACALLAO,50,0,22,28,0
McDuffie,Thomson Depot,United States Senator,,REP,MARY KAY BACALLAO,5,0,3,2,0
McDuffie,Marshall Church,United States Senator,,REP,MARY KAY BACALLAO,18,1,12,5,0
McDuffie,Whiteoak,United States Senator,,REP,MARY KAY BACALLAO,13,0,5,8,0
McDuffie,,United States Senator,,REP,DERRICK GRAYSON,204,10,125,69,0
McDuffie,Queen of Angels,United States Senator,,REP,DERRICK GRAYSON,3,0,1,2,0
McDuffie,Augusta Tech,United States Senator,,REP,DERRICK GRAYSON,30,1,19,10,0
McDuffie,Fort Creek,United States Senator,,REP,DERRICK GRAYSON,13,0,9,4,0
McDuffie,Dearing UMC,United States Senator,,REP,DERRICK GRAYSON,37,0,25,12,0
McDuffie,Vanderhorst,United States Senator,,REP,DERRICK GRAYSON,25,1,19,5,0
McDuffie,Sweetwater Activity Center,United States Senator,,REP,DERRICK GRAYSON,48,3,23,22,0
McDuffie,Thomson Depot,United States Senator,,REP,DERRICK GRAYSON,7,1,2,4,0
McDuffie,Marshall Church,United States Senator,,REP,DERRICK GRAYSON,27,3,17,7,0
McDuffie,Whiteoak,United States Senator,,REP,DERRICK GRAYSON,14,1,10,3,0
McDuffie,,United States Senator,,REP,JOHNNY ISAKSON (I),2077,156,1061,860,0
McDuffie,Queen of Angels,United States Senator,,REP,JOHNNY ISAKSON (I),77,9,19,49,0
McDuffie,Augusta Tech,United States Senator,,REP,JOHNNY ISAKSON (I),366,26,169,171,0
McDuffie,Fort Creek,United States Senator,,REP,JOHNNY ISAKSON (I),111,15,67,29,0
McDuffie,Dearing UMC,United States Senator,,REP,JOHNNY ISAKSON (I),316,10,196,110,0
McDuffie,Vanderhorst,United States Senator,,REP,JOHNNY ISAKSON (I),173,15,95,63,0
McDuffie,Sweetwater Activity Center,United States Senator,,REP,JOHNNY ISAKSON (I),552,46,222,284,0
McDuffie,Thomson Depot,United States Senator,,REP,JOHNNY ISAKSON (I),74,13,26,35,0
McDuffie,Marshall Church,United States Senator,,REP,JOHNNY ISAKSON (I),246,16,174,56,0
McDuffie,Whiteoak,United States Senator,,REP,JOHNNY ISAKSON (I),162,6,93,63,0
McDuffie,,United States Senator,,DEM,JIM BARKSDALE,438,33,213,192,0
McDuffie,Queen of Angels,United States Senator,,DEM,JIM BARKSDALE,61,1,29,31,0
McDuffie,Augusta Tech,United States Senator,,DEM,JIM BARKSDALE,16,2,3,11,0
McDuffie,Fort Creek,United States Senator,,DEM,JIM BARKSDALE,21,1,13,7,0
McDuffie,Dearing UMC,United States Senator,,DEM,JIM BARKSDALE,28,2,14,12,0
McDuffie,Vanderhorst,United States Senator,,DEM,JIM BARKSDALE,97,14,45,38,0
McDuffie,Sweetwater Activity Center,United States Senator,,DEM,JIM BARKSDALE,70,5,23,42,0
