county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Evans,,United States Senator,,REP,MARY KAY BACALLAO,46,3,21,22,0
Evans,Veteran's Comm Ctr,United States Senator,,REP,MARY KAY BACALLAO,46,3,21,22,0
Evans,,United States Senator,,REP,DERRICK GRAYSON,56,2,28,26,0
Evans,Veteran's Comm Ctr,United States Senator,,REP,DERRICK GRAYSON,56,2,28,26,0
Evans,,United States Senator,,REP,JOHNNY ISAKSON (I),778,29,367,382,0
Evans,Veteran's Comm Ctr,United States Senator,,REP,JOHNNY ISAKSON (I),778,29,367,382,0
Evans,,United States Senator,,DEM,JIM BARKSDALE,82,7,42,33,0
Evans,Veteran's Comm Ctr,United States Senator,,DEM,JIM BARKSDALE,82,7,42,33,0
Evans,,United States Senator,,DEM,CHERYL COPELAND,55,6,34,15,0
Evans,Veteran's Comm Ctr,United States Senator,,DEM,CHERYL COPELAND,55,6,34,15,0
Evans,,United States Senator,,DEM,JOHN F COYNE III,11,2,7,2,0
Evans,Veteran's Comm Ctr,United States Senator,,DEM,JOHN F COYNE III,11,2,7,2,0
Evans,,Public Service Commission,2,REP,KELLIE POLLARD AUSTIN,73,2,37,34,0
Evans,Veteran's Comm Ctr,Public Service Commission,2,REP,KELLIE POLLARD AUSTIN,73,2,37,34,0
Evans,,Public Service Commission,2,REP,TIM ECHOLS (I),607,22,280,305,0
Evans,Veteran's Comm Ctr,Public Service Commission,2,REP,TIM ECHOLS (I),607,22,280,305,0
Evans,,Public Service Commission,2,REP,MICHELLE MILLER,126,6,62,58,0
Evans,Veteran's Comm Ctr,Public Service Commission,2,REP,MICHELLE MILLER,126,6,62,58,0
Evans,,U.S. Representative,12,REP,RICK ALLEN (I),761,26,350,385,0
Evans,Veteran's Comm Ctr,U.S. Representative,12,REP,RICK ALLEN (I),761,26,350,385,0
Evans,,U.S. Representative,12,REP,EUGENE YU,134,6,72,56,0
Evans,Veteran's Comm Ctr,U.S. Representative,12,REP,EUGENE YU,134,6,72,56,0
Evans,,U.S. Representative,12,DEM,PATRICIA C MCCRACKEN,92,10,50,32,0
Evans,Veteran's Comm Ctr,U.S. Representative,12,DEM,PATRICIA C MCCRACKEN,92,10,50,32,0
Evans,,U.S. Representative,12,DEM,JOYCE NOLIN,48,3,31,14,0
Evans,Veteran's Comm Ctr,U.S. Representative,12,DEM,JOYCE NOLIN,48,3,31,14,0
Evans,,State Senator,4,REP,JACK HILL (I),834,30,400,404,0
Evans,Veteran's Comm Ctr,State Senator,4,REP,JACK HILL (I),834,30,400,404,0
Evans,,State Representative,157,REP,WILLIAM BILL WERKHEISER (I),759,26,357,376,0
Evans,Veteran's Comm Ctr,State Representative,157,REP,WILLIAM BILL WERKHEISER (I),759,26,357,376,0
Evans,,CLERK,SUPERIOR COURT - R,I,K. P. HENDRIX,810,30,378,402,0
Evans,Veteran's Comm Ctr,CLERK,SUPERIOR COURT - R,I,K. P. HENDRIX,810,30,378,402,0
Evans,,SHERIFF - R,,I,R. H. TIPPINS,880,35,417,428,0
Evans,Veteran's Comm Ctr,SHERIFF - R,,I,R. H. TIPPINS,880,35,417,428,0
Evans,,SHERIFF - D,,,M. L. WELCH,141,10,83,48,0
Evans,Veteran's Comm Ctr,SHERIFF - D,,,M. L. WELCH,141,10,83,48,0
Evans,,TAX COMMISSIONER - R,,,J. E. MINCEY,801,30,375,396,0
Evans,Veteran's Comm Ctr,TAX COMMISSIONER - R,,,J. E. MINCEY,801,30,375,396,0
Evans,,SURVEYOR - R,,I,T. W. EASON,682,24,325,333,0
Evans,Veteran's Comm Ctr,SURVEYOR - R,,I,T. W. EASON,682,24,325,333,0
Evans,,SURVEYOR - R,,,M. GLISSON,262,11,126,125,0
Evans,Veteran's Comm Ctr,SURVEYOR - R,,,M. GLISSON,262,11,126,125,0
Evans,,CORONER - R,,I,M. NESMITH,838,30,391,417,0
Evans,Veteran's Comm Ctr,CORONER - R,,I,M. NESMITH,838,30,391,417,0
Evans,,SOLICITOR-GENERAL - R,,I,W. E. CALLAWAY,750,28,341,381,0
Evans,Veteran's Comm Ctr,SOLICITOR-GENERAL - R,,I,W. E. CALLAWAY,750,28,341,381,0
Evans,,CC,D2 - R,I,J. D. GRIFFIN,205,5,93,107,0
Evans,Veteran's Comm Ctr,CC,D2 - R,I,J. D. GRIFFIN,205,5,93,107,0
Evans,,CC,D4 - D,I,J. L. PINCKARD,20,1,11,8,0
Evans,Veteran's Comm Ctr,CC,D4 - D,I,J. L. PINCKARD,20,1,11,8,0
Evans,,CC,D6 - D,I,I. Y. BURNEY,22,3,10,9,0
Evans,Veteran's Comm Ctr,CC,D6 - D,I,I. Y. BURNEY,22,3,10,9,0
Evans,,Republican Party Question 1,,REP,YES,678,18,333,327,0
Evans,Veteran's Comm Ctr,Republican Party Question 1,,REP,YES,678,18,333,327,0
Evans,,Republican Party Question 1,,REP,NO,207,13,92,102,0
Evans,Veteran's Comm Ctr,Republican Party Question 1,,REP,NO,207,13,92,102,0
Evans,,Democratic Party Question 1,,DEM,YES,147,14,80,53,0
Evans,Veteran's Comm Ctr,Democratic Party Question 1,,DEM,YES,147,14,80,53,0
Evans,,Democratic Party Question 1,,DEM,NO,30,2,20,8,0
Evans,Veteran's Comm Ctr,Democratic Party Question 1,,DEM,NO,30,2,20,8,0
Evans,,Democratic Party Question 2,,DEM,YES,154,12,90,52,0
Evans,Veteran's Comm Ctr,Democratic Party Question 2,,DEM,YES,154,12,90,52,0
Evans,,Democratic Party Question 2,,DEM,NO,24,2,13,9,0
Evans,Veteran's Comm Ctr,Democratic Party Question 2,,DEM,NO,24,2,13,9,0
Evans,,Democratic Party Question 3,,DEM,YES,152,10,88,54,0
Evans,Veteran's Comm Ctr,Democratic Party Question 3,,DEM,YES,152,10,88,54,0
Evans,,Democratic Party Question 3,,DEM,NO,23,4,12,7,0
Evans,Veteran's Comm Ctr,Democratic Party Question 3,,DEM,NO,23,4,12,7,0
Evans,,Democratic Party Question 4,,DEM,YES,141,11,82,48,0
Evans,Veteran's Comm Ctr,Democratic Party Question 4,,DEM,YES,141,11,82,48,0
Evans,,Democratic Party Question 4,,DEM,NO,32,3,18,11,0
Evans,Veteran's Comm Ctr,Democratic Party Question 4,,DEM,NO,32,3,18,11,0
Evans,,Supreme Court Justice,Nahmias,I,DAVID NAHMIAS,830,35,401,394,0
Evans,Veteran's Comm Ctr,Supreme Court Justice,Nahmias,I,DAVID NAHMIAS,830,35,401,394,0
Evans,,Appeals Court Judge,Barnes,I,ANNE ELIZABETH BARNES,841,38,405,398,0
Evans,Veteran's Comm Ctr,Appeals Court Judge,Barnes,I,ANNE ELIZABETH BARNES,841,38,405,398,0
Evans,,Appeals Court Judge,McFadden,I,CHRIS MCFADDEN,837,38,403,396,0
Evans,Veteran's Comm Ctr,Appeals Court Judge,McFadden,I,CHRIS MCFADDEN,837,38,403,396,0
Evans,,Superior Court Judge,Atlantic Circuit (Rose),I,CHARLES PAUL ROSE JR,878,36,432,410,0
Evans,Veteran's Comm Ctr,Superior Court Judge,Atlantic Circuit (Rose),I,CHARLES PAUL ROSE JR,878,36,432,410,0
Evans,,Superior Court Judge,Atlantic Circuit (Russell),I,ROBERT L. RUSSELL,870,37,415,418,0
Evans,Veteran's Comm Ctr,Superior Court Judge,Atlantic Circuit (Russell),I,ROBERT L. RUSSELL,870,37,415,418,0
Evans,,JUDGE,PROBATE COURT,I,D. MCCOY,1037,44,511,482,0
Evans,Veteran's Comm Ctr,JUDGE,PROBATE COURT,I,D. MCCOY,1037,44,511,482,0
Evans,,BOE,D2,,J. H. LOCKWOOD,193,3,90,100,0
Evans,Veteran's Comm Ctr,BOE,D2,,J. H. LOCKWOOD,193,3,90,100,0
Evans,,BOE,D2,I,J. WIGGINS,83,5,42,36,0
Evans,Veteran's Comm Ctr,BOE,D2,I,J. WIGGINS,83,5,42,36,0
Evans,,BOE,D4,I,J. GUTIERREZ,143,7,63,73,0
Evans,Veteran's Comm Ctr,BOE,D4,I,J. GUTIERREZ,143,7,63,73,0
Evans,,BOE,D6,I,V. M. WELCH,82,4,41,37,0
Evans,Veteran's Comm Ctr,BOE,D6,I,V. M. WELCH,82,4,41,37,0
Evans,,BOE,D5 SPECIAL,,W. L. MOORE,44,1,23,20,0
Evans,Veteran's Comm Ctr,BOE,D5 SPECIAL,,W. L. MOORE,44,1,23,20,0
Evans,,BOE,D5 SPECIAL,,W. E. MOSLEY,251,10,133,108,0
Evans,Veteran's Comm Ctr,BOE,D5 SPECIAL,,W. E. MOSLEY,251,10,133,108,0
