county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,provisional,advance_in_person_2
Fulton,SS02B,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,SS03,President,,REP,JEB BUSH,2,1,0,1,0,0
Fulton,SS04,President,,REP,JEB BUSH,2,2,0,0,0,0
Fulton,SS05,President,,REP,JEB BUSH,3,1,1,1,0,0
Fulton,SS06,President,,REP,JEB BUSH,2,0,1,1,0,0
Fulton,SS07A,President,,REP,JEB BUSH,4,0,3,1,0,0
Fulton,SS07B,President,,REP,JEB BUSH,1,1,0,0,0,0
Fulton,SS07C,President,,REP,JEB BUSH,1,1,0,0,0,0
Fulton,SS08A,President,,REP,JEB BUSH,1,0,1,0,0,0
Fulton,SS08B,President,,REP,JEB BUSH,1,1,0,0,0,0
Fulton,SS08C,President,,REP,JEB BUSH,1,0,0,1,0,0
Fulton,SS08D,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,SS09A,President,,REP,JEB BUSH,10,1,1,6,0,2
Fulton,SS09B,President,,REP,JEB BUSH,7,1,0,3,0,3
Fulton,SS11A,President,,REP,JEB BUSH,6,1,0,5,0,0
Fulton,SS11B,President,,REP,JEB BUSH,1,1,0,0,0,0
Fulton,SS11C,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,SS11D,President,,REP,JEB BUSH,1,0,1,0,0,0
Fulton,SS12,President,,REP,JEB BUSH,3,0,0,3,0,0
Fulton,SS13A,President,,REP,JEB BUSH,4,0,0,2,0,2
Fulton,SS13B,President,,REP,JEB BUSH,1,0,0,1,0,0
Fulton,SS14,President,,REP,JEB BUSH,2,1,0,0,0,1
Fulton,SS15A,President,,REP,JEB BUSH,1,1,0,0,0,0
Fulton,SS15B,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,SS16,President,,REP,JEB BUSH,6,4,0,2,0,0
Fulton,SS17,President,,REP,JEB BUSH,1,0,0,1,0,0
Fulton,SS18A,President,,REP,JEB BUSH,2,0,0,2,0,0
Fulton,SS18B,President,,REP,JEB BUSH,1,0,0,1,0,0
Fulton,SS19A,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,SS19B,President,,REP,JEB BUSH,2,1,0,1,0,0
Fulton,SS20,President,,REP,JEB BUSH,2,1,1,0,0,0
Fulton,SS22,President,,REP,JEB BUSH,6,3,0,3,0,0
Fulton,SS25,President,,REP,JEB BUSH,2,0,0,2,0,0
Fulton,SS26,President,,REP,JEB BUSH,2,2,0,0,0,0
Fulton,SS29A,President,,REP,JEB BUSH,4,1,0,3,0,0
Fulton,SS31,President,,REP,JEB BUSH,3,2,0,1,0,0
Fulton,UC01A,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,UC01B,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,UC01E,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,UC02A,President,,REP,JEB BUSH,4,0,0,3,0,1
Fulton,UC02B,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,UC031,President,,REP,JEB BUSH,1,0,0,1,0,0
Fulton,UC032,President,,REP,JEB BUSH,0,0,0,0,0,0
Fulton,,President,,REP,BEN CARSON,2772,245,21,2374,10,122
Fulton,01A,President,,REP,BEN CARSON,8,0,0,6,0,2
Fulton,01B,President,,REP,BEN CARSON,9,0,0,9,0,0
Fulton,01C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,01D,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,01E,President,,REP,BEN CARSON,5,1,0,4,0,0
Fulton,01F,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,01G,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,01H,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,01J,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,01P,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,01R,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,01S,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,01T,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,02A,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,02B,President,,REP,BEN CARSON,10,0,0,9,0,1
Fulton,02C,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,02D,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,02E,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,02F1,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,02F2,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,02G,President,,REP,BEN CARSON,9,0,0,9,0,0
Fulton,02J,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,02K,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,02L1,President,,REP,BEN CARSON,7,0,0,6,0,1
Fulton,02L2,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,02S,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,02W,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,03A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,03B,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,03C,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,03D,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,03E,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,03F,President,,REP,BEN CARSON,4,0,0,3,0,1
Fulton,03G,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,03H,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,03I,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,03L,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,03M,President,,REP,BEN CARSON,5,0,0,4,1,0
Fulton,03N,President,,REP,BEN CARSON,5,1,0,4,0,0
Fulton,03P1A,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,03P2,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,03S,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,03T,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,04A,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,04B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,04C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04D,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04F,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,04G,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04I,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,04J,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04K,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,04L,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,04M,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04S,President,,REP,BEN CARSON,5,0,0,4,0,1
Fulton,04T,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04V,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,04W,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,04X1,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,04X2,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,05A1,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,05A2,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,05B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,05C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,05D,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,05F,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,05J,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,05K,President,,REP,BEN CARSON,1,0,0,0,1,0
Fulton,06B,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,06D,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,06E,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,06F,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,06G,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,06H,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,06I,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,06J,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,06L1,President,,REP,BEN CARSON,6,0,0,5,0,1
Fulton,06L2,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,06N,President,,REP,BEN CARSON,4,2,0,2,0,0
Fulton,06Q,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,06R,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,06S,President,,REP,BEN CARSON,11,0,0,11,0,0
Fulton,07A,President,,REP,BEN CARSON,23,3,0,19,0,1
Fulton,07B,President,,REP,BEN CARSON,16,0,1,13,0,2
Fulton,07C,President,,REP,BEN CARSON,16,0,1,15,0,0
Fulton,07D,President,,REP,BEN CARSON,12,0,0,12,0,0
Fulton,07E,President,,REP,BEN CARSON,8,1,0,7,0,0
Fulton,07F,President,,REP,BEN CARSON,8,0,0,7,1,0
Fulton,07H,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,07J,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,07M,President,,REP,BEN CARSON,6,1,0,5,0,0
Fulton,07N,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,08A,President,,REP,BEN CARSON,14,0,0,11,0,3
Fulton,08B,President,,REP,BEN CARSON,17,0,0,14,0,3
Fulton,08C,President,,REP,BEN CARSON,6,1,0,4,0,1
Fulton,08D,President,,REP,BEN CARSON,4,0,0,3,0,1
Fulton,08E,President,,REP,BEN CARSON,23,0,1,21,0,1
Fulton,08F1,President,,REP,BEN CARSON,12,0,0,11,0,1
Fulton,08G,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,08H,President,,REP,BEN CARSON,9,1,0,6,0,2
Fulton,08J,President,,REP,BEN CARSON,17,0,0,13,0,4
Fulton,08K,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,08L,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,08M,President,,REP,BEN CARSON,13,1,1,11,0,0
Fulton,08N1,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,08N2,President,,REP,BEN CARSON,8,0,0,8,0,0
Fulton,08P,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,09A,President,,REP,BEN CARSON,16,0,1,12,0,3
Fulton,09B,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,09C,President,,REP,BEN CARSON,6,0,0,3,0,3
Fulton,09D,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,09E,President,,REP,BEN CARSON,4,0,1,3,0,0
Fulton,09F,President,,REP,BEN CARSON,15,0,0,12,0,3
Fulton,09G,President,,REP,BEN CARSON,10,2,0,8,0,0
Fulton,09H,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,09I,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,09K,President,,REP,BEN CARSON,4,0,0,3,0,1
Fulton,09M,President,,REP,BEN CARSON,9,0,0,9,0,0
Fulton,10A,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,10B,President,,REP,BEN CARSON,7,0,0,6,0,1
Fulton,10C,President,,REP,BEN CARSON,1,0,0,0,0,1
Fulton,10D,President,,REP,BEN CARSON,9,1,0,5,0,3
Fulton,10E,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,10F,President,,REP,BEN CARSON,3,0,0,1,0,2
Fulton,10G,President,,REP,BEN CARSON,4,0,0,2,0,2
Fulton,10H1,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,10H2,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,10I,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,10J,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,10K,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,10M,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,10P,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,10R,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,11B,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,11C,President,,REP,BEN CARSON,5,0,0,3,0,2
Fulton,11E1,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,11E2,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,11E3,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,11G,President,,REP,BEN CARSON,4,1,0,1,0,2
Fulton,11H,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,11J,President,,REP,BEN CARSON,4,0,0,3,0,1
Fulton,11K,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,11M,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,11N,President,,REP,BEN CARSON,5,0,0,4,1,0
Fulton,11P,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,11R,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,12A,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,12D,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,12E1,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,12F,President,,REP,BEN CARSON,4,2,0,2,0,0
Fulton,12G,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,12H,President,,REP,BEN CARSON,5,1,0,4,0,0
Fulton,12I,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,12J,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,12K,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,12L,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,12M,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,12N,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,12S,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,AP01A,President,,REP,BEN CARSON,14,2,0,12,0,0
Fulton,AP01B,President,,REP,BEN CARSON,4,1,0,3,0,0
Fulton,AP01C,President,,REP,BEN CARSON,8,2,0,6,0,0
Fulton,AP01D,President,,REP,BEN CARSON,6,1,0,5,0,0
Fulton,AP02B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,AP03,President,,REP,BEN CARSON,2,1,0,1,0,0
Fulton,AP04A,President,,REP,BEN CARSON,25,6,0,19,0,0
Fulton,AP04B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,AP05,President,,REP,BEN CARSON,39,11,0,28,0,0
Fulton,AP06,President,,REP,BEN CARSON,17,3,1,13,0,0
Fulton,AP07A,President,,REP,BEN CARSON,36,5,0,31,0,0
Fulton,AP07B,President,,REP,BEN CARSON,17,1,0,16,0,0
Fulton,AP09A,President,,REP,BEN CARSON,28,1,0,27,0,0
Fulton,AP09B,President,,REP,BEN CARSON,5,2,0,3,0,0
Fulton,AP021,President,,REP,BEN CARSON,24,3,0,21,0,0
Fulton,AP022,President,,REP,BEN CARSON,19,1,0,18,0,0
Fulton,AP10,President,,REP,BEN CARSON,6,1,0,5,0,0
Fulton,AP12A,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,AP12B,President,,REP,BEN CARSON,3,1,0,2,0,0
Fulton,AP12C,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,AP13,President,,REP,BEN CARSON,11,2,1,8,0,0
Fulton,AP14,President,,REP,BEN CARSON,17,1,0,16,0,0
Fulton,CH01,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,CH02,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,CH03,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,CH04A,President,,REP,BEN CARSON,9,0,0,6,0,3
Fulton,CH05,President,,REP,BEN CARSON,8,0,0,7,0,1
Fulton,CP01B,President,,REP,BEN CARSON,2,0,0,0,0,2
Fulton,CP011,President,,REP,BEN CARSON,7,0,0,6,0,1
Fulton,CP012,President,,REP,BEN CARSON,7,0,0,7,0,0
Fulton,CP02,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,CP04,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,CP05B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,CP051,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,CP06A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,CP07A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,CP081,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,CP083,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,CP08A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,EP01,President,,REP,BEN CARSON,8,0,0,7,0,1
Fulton,EP02,President,,REP,BEN CARSON,19,0,0,15,0,4
Fulton,EP03,President,,REP,BEN CARSON,21,0,0,16,0,5
Fulton,EP04-05,President,,REP,BEN CARSON,8,0,0,7,0,1
Fulton,EP04-13,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,FA01A,President,,REP,BEN CARSON,35,1,0,20,0,14
Fulton,FA01B,President,,REP,BEN CARSON,5,0,0,2,0,3
Fulton,HP01,President,,REP,BEN CARSON,23,0,0,22,0,1
Fulton,JC01,President,,REP,BEN CARSON,29,3,0,26,0,0
Fulton,JC02,President,,REP,BEN CARSON,20,1,0,19,0,0
Fulton,JC03A,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,JC03B,President,,REP,BEN CARSON,15,2,0,13,0,0
Fulton,JC04A,President,,REP,BEN CARSON,32,7,1,23,1,0
Fulton,JC04B,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,JC05,President,,REP,BEN CARSON,17,1,0,16,0,0
Fulton,JC06,President,,REP,BEN CARSON,10,3,0,7,0,0
Fulton,JC07,President,,REP,BEN CARSON,14,2,0,12,0,0
Fulton,JC08,President,,REP,BEN CARSON,23,2,0,21,0,0
Fulton,JC09,President,,REP,BEN CARSON,27,2,0,25,0,0
Fulton,JC10,President,,REP,BEN CARSON,18,3,0,15,0,0
Fulton,JC11,President,,REP,BEN CARSON,32,5,0,27,0,0
Fulton,JC12,President,,REP,BEN CARSON,29,5,0,24,0,0
Fulton,JC13A,President,,REP,BEN CARSON,18,3,0,15,0,0
Fulton,JC13B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,JC14,President,,REP,BEN CARSON,11,1,0,10,0,0
Fulton,JC15,President,,REP,BEN CARSON,7,1,0,6,0,0
Fulton,JC16,President,,REP,BEN CARSON,20,1,0,19,0,0
Fulton,JC18A,President,,REP,BEN CARSON,26,0,0,26,0,0
Fulton,JC19,President,,REP,BEN CARSON,30,3,0,26,1,0
Fulton,ML011,President,,REP,BEN CARSON,19,2,0,17,0,0
Fulton,ML012,President,,REP,BEN CARSON,7,1,0,6,0,0
Fulton,ML01B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,ML021,President,,REP,BEN CARSON,14,0,0,13,1,0
Fulton,ML022,President,,REP,BEN CARSON,4,1,0,3,0,0
Fulton,ML023,President,,REP,BEN CARSON,12,1,0,11,0,0
Fulton,ML024,President,,REP,BEN CARSON,2,1,0,1,0,0
Fulton,ML03,President,,REP,BEN CARSON,38,4,0,34,0,0
Fulton,ML04A,President,,REP,BEN CARSON,12,4,0,8,0,0
Fulton,ML04B,President,,REP,BEN CARSON,10,3,0,7,0,0
Fulton,ML04C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,ML05A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,ML05B,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,ML05C,President,,REP,BEN CARSON,22,0,0,22,0,0
Fulton,ML06A,President,,REP,BEN CARSON,6,3,0,3,0,0
Fulton,ML06B,President,,REP,BEN CARSON,27,2,0,25,0,0
Fulton,ML071,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,ML072,President,,REP,BEN CARSON,12,2,0,10,0,0
Fulton,ML07A,President,,REP,BEN CARSON,7,2,0,5,0,0
Fulton,MP01,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,PA01,President,,REP,BEN CARSON,14,0,0,14,0,0
Fulton,RW01,President,,REP,BEN CARSON,36,2,1,33,0,0
Fulton,RW02,President,,REP,BEN CARSON,25,2,0,23,0,0
Fulton,RW03,President,,REP,BEN CARSON,38,9,0,29,0,0
Fulton,RW04,President,,REP,BEN CARSON,10,3,0,7,0,0
Fulton,RW05,President,,REP,BEN CARSON,11,1,0,9,1,0
Fulton,RW06,President,,REP,BEN CARSON,16,1,0,15,0,0
Fulton,RW07A,President,,REP,BEN CARSON,3,1,0,2,0,0
Fulton,RW07B,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,RW08,President,,REP,BEN CARSON,36,5,0,31,0,0
Fulton,RW09,President,,REP,BEN CARSON,65,8,0,57,0,0
Fulton,RW10,President,,REP,BEN CARSON,44,5,0,39,0,0
Fulton,RW11A,President,,REP,BEN CARSON,17,1,0,16,0,0
Fulton,RW12,President,,REP,BEN CARSON,60,4,2,54,0,0
Fulton,RW13,President,,REP,BEN CARSON,48,4,0,44,0,0
Fulton,RW16,President,,REP,BEN CARSON,23,2,0,21,0,0
Fulton,RW17,President,,REP,BEN CARSON,21,2,0,19,0,0
Fulton,RW19,President,,REP,BEN CARSON,23,2,0,21,0,0
Fulton,RW20,President,,REP,BEN CARSON,21,1,1,19,0,0
Fulton,RW21,President,,REP,BEN CARSON,18,0,1,17,0,0
Fulton,RW22A,President,,REP,BEN CARSON,30,9,0,19,0,2
Fulton,SC01B,President,,REP,BEN CARSON,12,0,0,10,0,2
Fulton,SC02,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,SC04,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,SC05A,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,SC05B,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,SC05D,President,,REP,BEN CARSON,14,0,1,10,0,3
Fulton,SC07A,President,,REP,BEN CARSON,19,0,0,15,0,4
Fulton,SC08B,President,,REP,BEN CARSON,6,0,0,4,0,2
Fulton,SC08C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC08D,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC08E,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,SC08F,President,,REP,BEN CARSON,4,0,0,1,0,3
Fulton,SC08G,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC09A,President,,REP,BEN CARSON,6,0,1,4,0,1
Fulton,SC09B,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,SC10,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC11A,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,SC11B,President,,REP,BEN CARSON,4,0,0,3,0,1
Fulton,SC13A,President,,REP,BEN CARSON,12,1,0,11,0,0
Fulton,SC13B,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,SC14,President,,REP,BEN CARSON,3,0,0,2,0,1
Fulton,SC16,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,SC17A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC17C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC18A,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,SC18B,President,,REP,BEN CARSON,6,0,2,3,0,1
Fulton,SC19A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC19B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,SC211,President,,REP,BEN CARSON,2,0,0,1,0,1
Fulton,SC212,President,,REP,BEN CARSON,4,0,0,3,0,1
Fulton,SC23A,President,,REP,BEN CARSON,9,1,0,7,0,1
Fulton,SC23B,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC27,President,,REP,BEN CARSON,4,0,0,2,0,2
Fulton,SC29A,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,SC30A,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SC30B,President,,REP,BEN CARSON,1,0,0,1,0,0
Fulton,SS01,President,,REP,BEN CARSON,26,4,0,22,0,0
Fulton,SS02A,President,,REP,BEN CARSON,6,3,0,3,0,0
Fulton,SS02B,President,,REP,BEN CARSON,4,2,0,2,0,0
Fulton,SS03,President,,REP,BEN CARSON,9,1,1,7,0,0
Fulton,SS04,President,,REP,BEN CARSON,18,6,0,12,0,0
Fulton,SS05,President,,REP,BEN CARSON,12,0,0,12,0,0
Fulton,SS06,President,,REP,BEN CARSON,9,2,0,7,0,0
Fulton,SS07A,President,,REP,BEN CARSON,6,0,0,6,0,0
Fulton,SS07B,President,,REP,BEN CARSON,7,2,0,5,0,0
Fulton,SS07C,President,,REP,BEN CARSON,9,1,0,8,0,0
Fulton,SS08A,President,,REP,BEN CARSON,7,2,0,5,0,0
Fulton,SS08B,President,,REP,BEN CARSON,4,0,1,3,0,0
Fulton,SS08C,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,SS08D,President,,REP,BEN CARSON,7,1,0,6,0,0
Fulton,SS09A,President,,REP,BEN CARSON,21,0,0,20,0,1
Fulton,SS09B,President,,REP,BEN CARSON,21,1,0,19,0,1
Fulton,SS11A,President,,REP,BEN CARSON,14,1,0,13,0,0
Fulton,SS11B,President,,REP,BEN CARSON,4,2,0,2,0,0
Fulton,SS11C,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SS11D,President,,REP,BEN CARSON,2,0,0,2,0,0
Fulton,SS12,President,,REP,BEN CARSON,9,0,0,8,1,0
Fulton,SS13A,President,,REP,BEN CARSON,12,0,0,11,0,1
Fulton,SS13B,President,,REP,BEN CARSON,3,0,0,3,0,0
Fulton,SS14,President,,REP,BEN CARSON,14,1,0,12,0,1
Fulton,SS15A,President,,REP,BEN CARSON,6,1,0,4,1,0
Fulton,SS15B,President,,REP,BEN CARSON,8,2,0,6,0,0
Fulton,SS16,President,,REP,BEN CARSON,19,3,0,16,0,0
Fulton,SS17,President,,REP,BEN CARSON,22,1,0,21,0,0
Fulton,SS18A,President,,REP,BEN CARSON,5,1,0,4,0,0
Fulton,SS18B,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,SS19A,President,,REP,BEN CARSON,4,0,0,4,0,0
Fulton,SS19B,President,,REP,BEN CARSON,5,1,0,4,0,0
Fulton,SS20,President,,REP,BEN CARSON,5,0,0,5,0,0
Fulton,SS22,President,,REP,BEN CARSON,16,3,0,13,0,0
Fulton,SS25,President,,REP,BEN CARSON,10,1,0,9,0,0
Fulton,SS26,President,,REP,BEN CARSON,4,2,0,2,0,0
Fulton,SS29A,President,,REP,BEN CARSON,4,0,1,3,0,0
Fulton,SS31,President,,REP,BEN CARSON,4,1,0,3,0,0
Fulton,UC01A,President,,REP,BEN CARSON,7,0,0,5,0,2
Fulton,UC01B,President,,REP,BEN CARSON,2,0,0,1,0,1
Fulton,UC01E,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,UC02A,President,,REP,BEN CARSON,22,0,0,20,0,2
Fulton,UC02B,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,UC031,President,,REP,BEN CARSON,16,0,0,14,0,2
Fulton,UC032,President,,REP,BEN CARSON,0,0,0,0,0,0
Fulton,,President,,REP,CHRIS CHRISTIE,112,24,5,70,0,13
Fulton,01A,President,,REP,CHRIS CHRISTIE,3,0,0,0,0,3
Fulton,01B,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Fulton,01C,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Fulton,01D,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
