county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Harris,,United States Senator,,REP,MARY KAY BACALLAO,334,15,206,113,0
Harris,CATAULA,United States Senator,,REP,MARY KAY BACALLAO,49,3,29,17,0
Harris,ELLERSLIE,United States Senator,,REP,MARY KAY BACALLAO,33,3,18,12,0
Harris,GOODMAN,United States Senator,,REP,MARY KAY BACALLAO,33,2,16,15,0
Harris,HAMILTON,United States Senator,,REP,MARY KAY BACALLAO,29,0,12,17,0
Harris,LOWER 19TH,United States Senator,,REP,MARY KAY BACALLAO,24,1,18,5,0
Harris,MULBERRY GROVE,United States Senator,,REP,MARY KAY BACALLAO,36,2,21,13,0
Harris,PINE MOUNTAIN VALLEY,United States Senator,,REP,MARY KAY BACALLAO,23,3,11,9,0
Harris,SKINNER,United States Senator,,REP,MARY KAY BACALLAO,17,0,17,0,0
Harris,UPPER 19TH,United States Senator,,REP,MARY KAY BACALLAO,28,1,18,9,0
Harris,VALLEY PLAINS,United States Senator,,REP,MARY KAY BACALLAO,9,0,6,3,0
Harris,WAVERLY HALL,United States Senator,,REP,MARY KAY BACALLAO,22,0,16,6,0
Harris,WHITESVILLE,United States Senator,,REP,MARY KAY BACALLAO,31,0,24,7,0
Harris,,United States Senator,,REP,DERRICK GRAYSON,305,0,221,84,0
Harris,CATAULA,United States Senator,,REP,DERRICK GRAYSON,56,0,33,23,0
Harris,ELLERSLIE,United States Senator,,REP,DERRICK GRAYSON,38,0,26,12,0
Harris,GOODMAN,United States Senator,,REP,DERRICK GRAYSON,27,0,19,8,0
Harris,HAMILTON,United States Senator,,REP,DERRICK GRAYSON,26,0,15,11,0
Harris,LOWER 19TH,United States Senator,,REP,DERRICK GRAYSON,25,0,21,4,0
Harris,MULBERRY GROVE,United States Senator,,REP,DERRICK GRAYSON,48,0,35,13,0
Harris,PINE MOUNTAIN VALLEY,United States Senator,,REP,DERRICK GRAYSON,19,0,18,1,0
Harris,SKINNER,United States Senator,,REP,DERRICK GRAYSON,11,0,11,0,0
Harris,UPPER 19TH,United States Senator,,REP,DERRICK GRAYSON,18,0,18,0,0
Harris,VALLEY PLAINS,United States Senator,,REP,DERRICK GRAYSON,5,0,3,2,0
Harris,WAVERLY HALL,United States Senator,,REP,DERRICK GRAYSON,20,0,14,6,0
Harris,WHITESVILLE,United States Senator,,REP,DERRICK GRAYSON,12,0,8,4,0
Harris,,United States Senator,,REP,JOHNNY ISAKSON (I),2268,93,1592,583,0
Harris,CATAULA,United States Senator,,REP,JOHNNY ISAKSON (I),323,6,244,73,0
Harris,ELLERSLIE,United States Senator,,REP,JOHNNY ISAKSON (I),295,15,210,70,0
Harris,GOODMAN,United States Senator,,REP,JOHNNY ISAKSON (I),204,5,122,77,0
Harris,HAMILTON,United States Senator,,REP,JOHNNY ISAKSON (I),174,6,86,82,0
Harris,LOWER 19TH,United States Senator,,REP,JOHNNY ISAKSON (I),192,9,152,31,0
Harris,MULBERRY GROVE,United States Senator,,REP,JOHNNY ISAKSON (I),245,10,159,76,0
Harris,PINE MOUNTAIN VALLEY,United States Senator,,REP,JOHNNY ISAKSON (I),151,7,93,51,0
Harris,SKINNER,United States Senator,,REP,JOHNNY ISAKSON (I),168,2,160,6,0
Harris,UPPER 19TH,United States Senator,,REP,JOHNNY ISAKSON (I),179,20,131,28,0
Harris,VALLEY PLAINS,United States Senator,,REP,JOHNNY ISAKSON (I),64,2,44,18,0
Harris,WAVERLY HALL,United States Senator,,REP,JOHNNY ISAKSON (I),117,5,80,32,0
Harris,WHITESVILLE,United States Senator,,REP,JOHNNY ISAKSON (I),156,6,111,39,0
Harris,,United States Senator,,DEM,JIM BARKSDALE,300,9,214,77,0
Harris,CATAULA,United States Senator,,DEM,JIM BARKSDALE,33,3,21,9,0
