county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
,STATE HOUSE,58,D,PARK CANNON,396,379,0,16,1
Fulton,STATE HOUSE,58,D,PARK CANNON,396,379,0,16,1
,STATE HOUSE,58,D,RALPH LONG III,281,272,3,6,0
Fulton,STATE HOUSE,58,D,RALPH LONG III,281,272,3,6,0
,STATE HOUSE,58,D,KWAME THOMPSON,158,151,3,4,0
Fulton,STATE HOUSE,58,D,KWAME THOMPSON,158,151,3,4,0
