county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Murray,,President,,DEM,HILLARY CLINTON,444,9,349,86,0
Murray,MCDONALD,President,,DEM,HILLARY CLINTON,43,5,33,5,0
Murray,SHUCK PEN,President,,DEM,HILLARY CLINTON,53,0,46,7,0
Murray,SOUTHWEST,President,,DEM,HILLARY CLINTON,54,3,46,5,0
Murray,SPRING PLACE,President,,DEM,HILLARY CLINTON,75,0,60,15,0
Murray,TOWN,President,,DEM,HILLARY CLINTON,148,1,106,41,0
Murray,CARTERS-DOOLITTLE,President,,DEM,HILLARY CLINTON,38,0,28,10,0
Murray,NORTH,President,,DEM,HILLARY CLINTON,33,0,30,3,0
Murray,,President,,DEM,MARTIN O'MALLEY,6,0,4,2,0
Murray,MCDONALD,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Murray,SHUCK PEN,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Murray,SOUTHWEST,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Murray,SPRING PLACE,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0
Murray,TOWN,President,,DEM,MARTIN O'MALLEY,5,0,4,1,0
Murray,CARTERS-DOOLITTLE,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Murray,NORTH,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Murray,,President,,DEM,BERNIE SANDERS,407,12,357,38,0
Murray,MCDONALD,President,,DEM,BERNIE SANDERS,64,0,59,5,0
Murray,SHUCK PEN,President,,DEM,BERNIE SANDERS,48,2,46,0,0
Murray,SOUTHWEST,President,,DEM,BERNIE SANDERS,46,3,36,7,0
Murray,SPRING PLACE,President,,DEM,BERNIE SANDERS,58,1,48,9,0
Murray,TOWN,President,,DEM,BERNIE SANDERS,104,2,91,11,0
Murray,CARTERS-DOOLITTLE,President,,DEM,BERNIE SANDERS,49,1,47,1,0
Murray,NORTH,President,,DEM,BERNIE SANDERS,38,3,30,5,0
Murray,,President,,DEM,MICHAEL STEINBERG,11,0,11,0,0
Murray,MCDONALD,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Murray,SHUCK PEN,President,,DEM,MICHAEL STEINBERG,3,0,3,0,0
Murray,SOUTHWEST,President,,DEM,MICHAEL STEINBERG,1,0,1,0,0
Murray,SPRING PLACE,President,,DEM,MICHAEL STEINBERG,1,0,1,0,0
Murray,TOWN,President,,DEM,MICHAEL STEINBERG,4,0,4,0,0
Murray,CARTERS-DOOLITTLE,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Murray,NORTH,President,,DEM,MICHAEL STEINBERG,2,0,2,0,0
Murray,,President,,REP,JEB BUSH,31,1,19,11,0
Murray,MCDONALD,President,,REP,JEB BUSH,1,0,1,0,0
Murray,SHUCK PEN,President,,REP,JEB BUSH,4,0,4,0,0
Murray,SOUTHWEST,President,,REP,JEB BUSH,4,0,2,2,0
Murray,SPRING PLACE,President,,REP,JEB BUSH,4,0,2,2,0
Murray,TOWN,President,,REP,JEB BUSH,15,0,8,7,0
Murray,CARTERS-DOOLITTLE,President,,REP,JEB BUSH,1,0,1,0,0
Murray,NORTH,President,,REP,JEB BUSH,2,1,1,0,0
Murray,,President,,REP,BEN CARSON,411,2,373,36,0
Murray,MCDONALD,President,,REP,BEN CARSON,51,0,48,3,0
Murray,SHUCK PEN,President,,REP,BEN CARSON,56,0,50,6,0
Murray,SOUTHWEST,President,,REP,BEN CARSON,28,0,25,3,0
Murray,SPRING PLACE,President,,REP,BEN CARSON,70,1,61,8,0
Murray,TOWN,President,,REP,BEN CARSON,135,1,122,12,0
