county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Madison,,United States Senator,,REP,MARY KAY BACALLAO,402,9,277,116,0
Madison,Colbert,United States Senator,,REP,MARY KAY BACALLAO,49,2,34,13,0
Madison,Collins,United States Senator,,REP,MARY KAY BACALLAO,17,3,14,0,0
Madison,Comer,United States Senator,,REP,MARY KAY BACALLAO,22,0,14,8,0
Madison,Danielsville,United States Senator,,REP,MARY KAY BACALLAO,59,2,30,27,0
Madison,Fork,United States Senator,,REP,MARY KAY BACALLAO,12,1,10,1,0
Madison,Harrison,United States Senator,,REP,MARY KAY BACALLAO,15,0,14,1,0
Madison,Hull,United States Senator,,REP,MARY KAY BACALLAO,55,0,40,15,0
Madison,Ila,United States Senator,,REP,MARY KAY BACALLAO,34,0,25,9,0
Madison,Mill,United States Senator,,REP,MARY KAY BACALLAO,48,1,31,16,0
Madison,Paoli,United States Senator,,REP,MARY KAY BACALLAO,6,0,4,2,0
Madison,Pittman,United States Senator,,REP,MARY KAY BACALLAO,59,0,41,18,0
Madison,Poca,United States Senator,,REP,MARY KAY BACALLAO,26,0,20,6,0
Madison,,United States Senator,,REP,DERRICK GRAYSON,618,17,443,158,0
Madison,Colbert,United States Senator,,REP,DERRICK GRAYSON,77,1,62,14,0
Madison,Collins,United States Senator,,REP,DERRICK GRAYSON,30,1,23,6,0
Madison,Comer,United States Senator,,REP,DERRICK GRAYSON,35,0,27,8,0
Madison,Danielsville,United States Senator,,REP,DERRICK GRAYSON,110,5,50,55,0
Madison,Fork,United States Senator,,REP,DERRICK GRAYSON,15,0,11,4,0
Madison,Harrison,United States Senator,,REP,DERRICK GRAYSON,22,0,18,4,0
Madison,Hull,United States Senator,,REP,DERRICK GRAYSON,89,1,70,18,0
Madison,Ila,United States Senator,,REP,DERRICK GRAYSON,52,0,40,12,0
Madison,Mill,United States Senator,,REP,DERRICK GRAYSON,71,4,53,14,0
Madison,Paoli,United States Senator,,REP,DERRICK GRAYSON,8,0,6,2,0
Madison,Pittman,United States Senator,,REP,DERRICK GRAYSON,79,4,60,15,0
Madison,Poca,United States Senator,,REP,DERRICK GRAYSON,30,1,23,6,0
Madison,,United States Senator,,REP,JOHNNY ISAKSON (I),3536,153,2275,1107,1
Madison,Colbert,United States Senator,,REP,JOHNNY ISAKSON (I),522,12,349,161,0
Madison,Collins,United States Senator,,REP,JOHNNY ISAKSON (I),101,2,74,25,0
Madison,Comer,United States Senator,,REP,JOHNNY ISAKSON (I),243,12,174,57,0
Madison,Danielsville,United States Senator,,REP,JOHNNY ISAKSON (I),590,31,225,334,0
