county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Coweta,,United States Senator,,REP,MARY KAY BACALLAO,1180,46,905,229,0
Coweta,SENOIA,United States Senator,,REP,MARY KAY BACALLAO,71,1,63,7,0
Coweta,MORELAND,United States Senator,,REP,MARY KAY BACALLAO,42,2,35,5,0
Coweta,PINE ROAD,United States Senator,,REP,MARY KAY BACALLAO,31,0,26,5,0
Coweta,DRESDEN,United States Senator,,REP,MARY KAY BACALLAO,14,0,13,1,0
Coweta,NEWNAN,United States Senator,,REP,MARY KAY BACALLAO,21,0,12,9,0
Coweta,SHARPSBURG,United States Senator,,REP,MARY KAY BACALLAO,77,3,66,8,0
Coweta,FISCHER ROAD,United States Senator,,REP,MARY KAY BACALLAO,47,0,36,11,0
Coweta,CEDAR CREEK,United States Senator,,REP,MARY KAY BACALLAO,63,4,45,14,0
Coweta,GRANTVILLE,United States Senator,,REP,MARY KAY BACALLAO,24,2,18,4,0
Coweta,HARALSON,United States Senator,,REP,MARY KAY BACALLAO,30,1,24,5,0
Coweta,WELCOME,United States Senator,,REP,MARY KAY BACALLAO,28,1,25,2,0
Coweta,PANTHER CREEK,United States Senator,,REP,MARY KAY BACALLAO,33,1,25,7,0
Coweta,RAYMOND,United States Senator,,REP,MARY KAY BACALLAO,33,0,26,7,0
Coweta,TURIN,United States Senator,,REP,MARY KAY BACALLAO,55,0,51,4,0
Coweta,SMOKEY ROAD,United States Senator,,REP,MARY KAY BACALLAO,27,1,21,5,0
Coweta,TURKEY CREEK,United States Senator,,REP,MARY KAY BACALLAO,5,2,3,0,0
Coweta,CENTRAL,United States Senator,,REP,MARY KAY BACALLAO,9,0,9,0,0
Coweta,ARTS CENTRE,United States Senator,,REP,MARY KAY BACALLAO,161,10,100,51,0
Coweta,GREENTOP,United States Senator,,REP,MARY KAY BACALLAO,19,3,15,1,0
Coweta,EXPO CENTER,United States Senator,,REP,MARY KAY BACALLAO,39,4,29,6,0
Coweta,WHITE OAK,United States Senator,,REP,MARY KAY BACALLAO,45,2,33,10,0
Coweta,MADRAS,United States Senator,,REP,MARY KAY BACALLAO,54,2,44,8,0
Coweta,CANNONGATE,United States Senator,,REP,MARY KAY BACALLAO,63,1,49,13,0
Coweta,WESTSIDE,United States Senator,,REP,MARY KAY BACALLAO,2,0,2,0,0
Coweta,NORTHSIDE,United States Senator,,REP,MARY KAY BACALLAO,34,3,25,6,0
Coweta,THOMAS CROSSROADS,United States Senator,,REP,MARY KAY BACALLAO,80,1,60,19,0
Coweta,COWETA CENTRAL LIBRARY,United States Senator,,REP,MARY KAY BACALLAO,28,0,20,8,0
Coweta,JEFFERSON PARKWAY,United States Senator,,REP,MARY KAY BACALLAO,45,2,30,13,0
Coweta,,United States Senator,,REP,DERRICK GRAYSON,1076,35,868,173,0
Coweta,SENOIA,United States Senator,,REP,DERRICK GRAYSON,80,2,71,7,0
Coweta,MORELAND,United States Senator,,REP,DERRICK GRAYSON,34,1,26,7,0
Coweta,PINE ROAD,United States Senator,,REP,DERRICK GRAYSON,27,0,24,3,0
Coweta,DRESDEN,United States Senator,,REP,DERRICK GRAYSON,17,0,14,3,0
Coweta,NEWNAN,United States Senator,,REP,DERRICK GRAYSON,22,2,13,7,0
Coweta,SHARPSBURG,United States Senator,,REP,DERRICK GRAYSON,56,1,42,13,0
Coweta,FISCHER ROAD,United States Senator,,REP,DERRICK GRAYSON,37,0,30,7,0
Coweta,CEDAR CREEK,United States Senator,,REP,DERRICK GRAYSON,50,4,38,8,0
Coweta,GRANTVILLE,United States Senator,,REP,DERRICK GRAYSON,20,0,17,3,0
Coweta,HARALSON,United States Senator,,REP,DERRICK GRAYSON,36,0,35,1,0
Coweta,WELCOME,United States Senator,,REP,DERRICK GRAYSON,47,1,43,3,0
Coweta,PANTHER CREEK,United States Senator,,REP,DERRICK GRAYSON,45,1,39,5,0
Coweta,RAYMOND,United States Senator,,REP,DERRICK GRAYSON,45,1,41,3,0
Coweta,TURIN,United States Senator,,REP,DERRICK GRAYSON,73,4,56,13,0
Coweta,SMOKEY ROAD,United States Senator,,REP,DERRICK GRAYSON,24,1,21,2,0
Coweta,TURKEY CREEK,United States Senator,,REP,DERRICK GRAYSON,5,0,3,2,0
Coweta,CENTRAL,United States Senator,,REP,DERRICK GRAYSON,3,0,3,0,0
Coweta,ARTS CENTRE,United States Senator,,REP,DERRICK GRAYSON,114,5,75,34,0
Coweta,GREENTOP,United States Senator,,REP,DERRICK GRAYSON,30,3,24,3,0
Coweta,EXPO CENTER,United States Senator,,REP,DERRICK GRAYSON,28,2,24,2,0
Coweta,WHITE OAK,United States Senator,,REP,DERRICK GRAYSON,45,0,35,10,0
Coweta,MADRAS,United States Senator,,REP,DERRICK GRAYSON,38,2,29,7,0
Coweta,CANNONGATE,United States Senator,,REP,DERRICK GRAYSON,49,3,38,8,0
Coweta,WESTSIDE,United States Senator,,REP,DERRICK GRAYSON,3,0,3,0,0
Coweta,NORTHSIDE,United States Senator,,REP,DERRICK GRAYSON,32,0,30,2,0
Coweta,THOMAS CROSSROADS,United States Senator,,REP,DERRICK GRAYSON,65,2,56,7,0
Coweta,COWETA CENTRAL LIBRARY,United States Senator,,REP,DERRICK GRAYSON,20,0,16,4,0
Coweta,JEFFERSON PARKWAY,United States Senator,,REP,DERRICK GRAYSON,31,0,22,9,0
Coweta,,United States Senator,,REP,JOHNNY ISAKSON (I),7271,393,5454,1422,2
Coweta,SENOIA,United States Senator,,REP,JOHNNY ISAKSON (I),376,21,294,61,0
Coweta,MORELAND,United States Senator,,REP,JOHNNY ISAKSON (I),229,13,185,31,0
Coweta,PINE ROAD,United States Senator,,REP,JOHNNY ISAKSON (I),182,9,143,30,0
Coweta,DRESDEN,United States Senator,,REP,JOHNNY ISAKSON (I),95,2,77,16,0
Coweta,NEWNAN,United States Senator,,REP,JOHNNY ISAKSON (I),232,10,179,43,0
Coweta,SHARPSBURG,United States Senator,,REP,JOHNNY ISAKSON (I),360,15,267,78,0
Coweta,FISCHER ROAD,United States Senator,,REP,JOHNNY ISAKSON (I),288,11,232,45,0
Coweta,CEDAR CREEK,United States Senator,,REP,JOHNNY ISAKSON (I),521,21,366,134,0
Coweta,GRANTVILLE,United States Senator,,REP,JOHNNY ISAKSON (I),140,5,110,25,0
Coweta,HARALSON,United States Senator,,REP,JOHNNY ISAKSON (I),157,7,132,18,0
Coweta,WELCOME,United States Senator,,REP,JOHNNY ISAKSON (I),294,6,247,41,0
Coweta,PANTHER CREEK,United States Senator,,REP,JOHNNY ISAKSON (I),227,23,167,37,0
Coweta,RAYMOND,United States Senator,,REP,JOHNNY ISAKSON (I),203,10,158,35,0
Coweta,TURIN,United States Senator,,REP,JOHNNY ISAKSON (I),346,19,279,48,0
Coweta,SMOKEY ROAD,United States Senator,,REP,JOHNNY ISAKSON (I),149,9,114,26,0
Coweta,TURKEY CREEK,United States Senator,,REP,JOHNNY ISAKSON (I),29,1,21,7,0
Coweta,CENTRAL,United States Senator,,REP,JOHNNY ISAKSON (I),28,5,18,5,0
Coweta,ARTS CENTRE,United States Senator,,REP,JOHNNY ISAKSON (I),781,26,526,229,0
Coweta,GREENTOP,United States Senator,,REP,JOHNNY ISAKSON (I),285,34,208,43,0
Coweta,EXPO CENTER,United States Senator,,REP,JOHNNY ISAKSON (I),341,18,234,89,0
Coweta,WHITE OAK,United States Senator,,REP,JOHNNY ISAKSON (I),314,15,234,64,1
Coweta,MADRAS,United States Senator,,REP,JOHNNY ISAKSON (I),259,22,189,48,0
Coweta,CANNONGATE,United States Senator,,REP,JOHNNY ISAKSON (I),320,18,250,52,0
