county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Crawford,,United States Senator,,REP,MARY KAY BACALLAO,69,5,44,20,0
Crawford,1A,United States Senator,,REP,MARY KAY BACALLAO,2,0,1,1,0
Crawford,1B,United States Senator,,REP,MARY KAY BACALLAO,11,1,8,2,0
Crawford,2,United States Senator,,REP,MARY KAY BACALLAO,15,3,7,5,0
Crawford,3,United States Senator,,REP,MARY KAY BACALLAO,14,1,6,7,0
Crawford,4,United States Senator,,REP,MARY KAY BACALLAO,11,0,8,3,0
Crawford,5,United States Senator,,REP,MARY KAY BACALLAO,16,0,14,2,0
Crawford,,United States Senator,,REP,DERRICK GRAYSON,67,1,52,14,0
Crawford,1A,United States Senator,,REP,DERRICK GRAYSON,5,0,5,0,0
Crawford,1B,United States Senator,,REP,DERRICK GRAYSON,4,0,4,0,0
Crawford,2,United States Senator,,REP,DERRICK GRAYSON,14,1,7,6,0
Crawford,3,United States Senator,,REP,DERRICK GRAYSON,24,0,19,5,0
Crawford,4,United States Senator,,REP,DERRICK GRAYSON,13,0,10,3,0
Crawford,5,United States Senator,,REP,DERRICK GRAYSON,7,0,7,0,0
Crawford,,United States Senator,,REP,JOHNNY ISAKSON (I),570,32,355,182,1
Crawford,1A,United States Senator,,REP,JOHNNY ISAKSON (I),16,0,12,3,1
Crawford,1B,United States Senator,,REP,JOHNNY ISAKSON (I),53,5,34,14,0
Crawford,2,United States Senator,,REP,JOHNNY ISAKSON (I),156,13,77,66,0
Crawford,3,United States Senator,,REP,JOHNNY ISAKSON (I),111,0,66,45,0
Crawford,4,United States Senator,,REP,JOHNNY ISAKSON (I),139,14,92,33,0
Crawford,5,United States Senator,,REP,JOHNNY ISAKSON (I),95,0,74,21,0
Crawford,,United States Senator,,DEM,JIM BARKSDALE,362,11,223,127,1
Crawford,1A,United States Senator,,DEM,JIM BARKSDALE,26,0,18,8,0
Crawford,1B,United States Senator,,DEM,JIM BARKSDALE,91,3,65,23,0
