county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Toombs,,United States Senator,,REP,MARY KAY BACALLAO,347,13,214,120,0
Toombs,15361 Lyons,United States Senator,,REP,MARY KAY BACALLAO,45,0,25,20,0
Toombs,39 New Branch,United States Senator,,REP,MARY KAY BACALLAO,31,4,19,8,0
Toombs,43 Cedar Crossing,United States Senator,,REP,MARY KAY BACALLAO,31,1,20,10,0
Toombs,513 V.P.D.,United States Senator,,REP,MARY KAY BACALLAO,167,7,104,56,0
Toombs,514 S.T.I.A.L.C,United States Senator,,REP,MARY KAY BACALLAO,73,1,46,26,0
Toombs,,United States Senator,,REP,DERRICK GRAYSON,343,6,239,97,1
Toombs,15361 Lyons,United States Senator,,REP,DERRICK GRAYSON,81,2,55,24,0
Toombs,39 New Branch,United States Senator,,REP,DERRICK GRAYSON,41,1,30,10,0
Toombs,43 Cedar Crossing,United States Senator,,REP,DERRICK GRAYSON,44,1,35,8,0
Toombs,513 V.P.D.,United States Senator,,REP,DERRICK GRAYSON,107,2,66,38,1
Toombs,514 S.T.I.A.L.C,United States Senator,,REP,DERRICK GRAYSON,70,0,53,17,0
Toombs,,United States Senator,,REP,JOHNNY ISAKSON (I),2797,88,1668,1040,1
Toombs,15361 Lyons,United States Senator,,REP,JOHNNY ISAKSON (I),553,7,312,234,0
Toombs,39 New Branch,United States Senator,,REP,JOHNNY ISAKSON (I),291,16,212,63,0
Toombs,43 Cedar Crossing,United States Senator,,REP,JOHNNY ISAKSON (I),282,2,199,81,0
Toombs,513 V.P.D.,United States Senator,,REP,JOHNNY ISAKSON (I),1165,46,635,484,0
Toombs,514 S.T.I.A.L.C,United States Senator,,REP,JOHNNY ISAKSON (I),506,17,310,178,1
Toombs,,United States Senator,,DEM,JIM BARKSDALE,162,25,105,32,0
Toombs,15361 Lyons,United States Senator,,DEM,JIM BARKSDALE,20,0,16,4,0
Toombs,39 New Branch,United States Senator,,DEM,JIM BARKSDALE,13,2,9,2,0
Toombs,43 Cedar Crossing,United States Senator,,DEM,JIM BARKSDALE,7,0,4,3,0
Toombs,513 V.P.D.,United States Senator,,DEM,JIM BARKSDALE,75,10,55,10,0
Toombs,514 S.T.I.A.L.C,United States Senator,,DEM,JIM BARKSDALE,47,13,21,13,0
Toombs,,United States Senator,,DEM,CHERYL COPELAND,83,7,65,11,0
Toombs,15361 Lyons,United States Senator,,DEM,CHERYL COPELAND,19,1,14,4,0
Toombs,39 New Branch,United States Senator,,DEM,CHERYL COPELAND,3,0,2,1,0
Toombs,43 Cedar Crossing,United States Senator,,DEM,CHERYL COPELAND,4,0,3,1,0
Toombs,513 V.P.D.,United States Senator,,DEM,CHERYL COPELAND,34,4,27,3,0
Toombs,514 S.T.I.A.L.C,United States Senator,,DEM,CHERYL COPELAND,23,2,19,2,0
