county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes
Pierce,Alabaha,President,,REP,TED CRUZ,67,5,33,0,105
Pierce,Sunset/Sweat,President,,REP,TED CRUZ,27,1,6,0,34
Pierce,,President,,REP,TED CRUZ,772,21,247,0,1040
Pierce,Hacklebarney/Cason,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,Blackshear,President,,REP,CARLY FIORINA,1,0,0,0,1
Pierce,St Johns/Blackshear,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,Otter Creek,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,Patterson,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,Mershon,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,Alabaha,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,Sunset/Sweat,President,,REP,CARLY FIORINA,0,0,0,0,0
Pierce,,President,,REP,CARLY FIORINA,1,0,0,0,1
Pierce,Hacklebarney/Cason,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,Blackshear,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,St Johns/Blackshear,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,Otter Creek,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,Patterson,President,,REP,LINDSEY GRAHAM,1,0,0,0,1
Pierce,Mershon,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,Alabaha,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,Sunset/Sweat,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,,President,,REP,LINDSEY GRAHAM,1,0,0,0,1
Pierce,Hacklebarney/Cason,President,,REP,MIKE HUCKABEE,2,0,2,0,4
Pierce,Blackshear,President,,REP,MIKE HUCKABEE,1,0,0,0,1
Pierce,St Johns/Blackshear,President,,REP,MIKE HUCKABEE,1,0,1,0,2
Pierce,Otter Creek,President,,REP,MIKE HUCKABEE,1,0,0,0,1
Pierce,Patterson,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Pierce,Mershon,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Pierce,Alabaha,President,,REP,MIKE HUCKABEE,0,0,1,0,1
Pierce,Sunset/Sweat,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Pierce,,President,,REP,MIKE HUCKABEE,5,0,4,0,9
Pierce,Hacklebarney/Cason,President,,REP,JOHN R. KASICH,15,0,7,0,22
Pierce,Blackshear,President,,REP,JOHN R. KASICH,8,0,7,0,15
Pierce,St Johns/Blackshear,President,,REP,JOHN R. KASICH,12,0,5,0,17
Pierce,Otter Creek,President,,REP,JOHN R. KASICH,4,0,1,0,5
Pierce,Patterson,President,,REP,JOHN R. KASICH,1,0,0,0,1
Pierce,Mershon,President,,REP,JOHN R. KASICH,0,0,0,0,0
Pierce,Alabaha,President,,REP,JOHN R. KASICH,7,0,3,0,10
Pierce,Sunset/Sweat,President,,REP,JOHN R. KASICH,1,0,0,0,1
Pierce,,President,,REP,JOHN R. KASICH,48,0,23,0,71
Pierce,Hacklebarney/Cason,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Blackshear,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,St Johns/Blackshear,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Otter Creek,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Patterson,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Mershon,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Alabaha,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Sunset/Sweat,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,,President,,REP,GEORGE PATAKI,0,0,0,0,0
Pierce,Hacklebarney/Cason,President,,REP,RAND PAUL,1,0,0,0,1
Pierce,Blackshear,President,,REP,RAND PAUL,2,0,1,0,3
Pierce,St Johns/Blackshear,President,,REP,RAND PAUL,0,0,0,0,0
Pierce,Otter Creek,President,,REP,RAND PAUL,3,0,1,0,4
Pierce,Patterson,President,,REP,RAND PAUL,2,0,0,0,2
Pierce,Mershon,President,,REP,RAND PAUL,0,0,0,0,0
Pierce,Alabaha,President,,REP,RAND PAUL,0,0,0,0,0
Pierce,Sunset/Sweat,President,,REP,RAND PAUL,0,0,0,0,0
Pierce,,President,,REP,RAND PAUL,8,0,2,0,10
Pierce,Hacklebarney/Cason,President,,REP,MARCO RUBIO,88,1,54,0,143
Pierce,Blackshear,President,,REP,MARCO RUBIO,101,6,51,0,158
Pierce,St Johns/Blackshear,President,,REP,MARCO RUBIO,52,4,30,0,86
Pierce,Otter Creek,President,,REP,MARCO RUBIO,64,1,12,0,77
Pierce,Patterson,President,,REP,MARCO RUBIO,29,0,13,0,42
Pierce,Mershon,President,,REP,MARCO RUBIO,12,5,11,0,28
Pierce,Alabaha,President,,REP,MARCO RUBIO,32,0,16,0,48
Pierce,Sunset/Sweat,President,,REP,MARCO RUBIO,10,0,6,0,16
Pierce,,President,,REP,MARCO RUBIO,388,17,193,0,598
Pierce,Hacklebarney/Cason,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,Blackshear,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,St Johns/Blackshear,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,Otter Creek,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,Patterson,President,,REP,RICK SANTORUM,1,0,0,0,1
Pierce,Mershon,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,Alabaha,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,Sunset/Sweat,President,,REP,RICK SANTORUM,0,0,0,0,0
Pierce,,President,,REP,RICK SANTORUM,1,0,0,0,1
Pierce,Hacklebarney/Cason,President,,REP,DONALD J. TRUMP,197,6,125,0,328
Pierce,Blackshear,President,,REP,DONALD J. TRUMP,182,11,118,0,311
Pierce,St Johns/Blackshear,President,,REP,DONALD J. TRUMP,148,5,65,0,218
Pierce,Otter Creek,President,,REP,DONALD J. TRUMP,126,1,40,0,167
Pierce,Patterson,President,,REP,DONALD J. TRUMP,97,1,16,0,114
Pierce,Mershon,President,,REP,DONALD J. TRUMP,24,0,16,0,40
Pierce,Alabaha,President,,REP,DONALD J. TRUMP,79,2,37,0,118
Pierce,Sunset/Sweat,President,,REP,DONALD J. TRUMP,30,4,15,0,49
Pierce,,President,,REP,DONALD J. TRUMP,883,30,432,0,1345
Pierce,Hacklebarney/Cason,President,,DEM,HILLARY CLINTON,50,2,29,0,81
Pierce,Blackshear,President,,DEM,HILLARY CLINTON,38,2,11,0,51
Pierce,St Johns/Blackshear,President,,DEM,HILLARY CLINTON,18,0,1,0,19
Pierce,Otter Creek,President,,DEM,HILLARY CLINTON,20,0,5,0,25
Pierce,Patterson,President,,DEM,HILLARY CLINTON,24,0,5,0,29
Pierce,Mershon,President,,DEM,HILLARY CLINTON,2,0,0,0,2
Pierce,Alabaha,President,,DEM,HILLARY CLINTON,6,1,3,0,10
Pierce,Sunset/Sweat,President,,DEM,HILLARY CLINTON,1,0,1,0,2
Pierce,,President,,DEM,HILLARY CLINTON,159,5,55,0,219
Pierce,Hacklebarney/Cason,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,Blackshear,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1
Pierce,St Johns/Blackshear,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,Otter Creek,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,Patterson,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,Mershon,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,Alabaha,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,Sunset/Sweat,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Pierce,,President,,DEM,MARTIN O'MALLEY,1,0,0,0,1
Pierce,Hacklebarney/Cason,President,,DEM,BERNIE SANDERS,13,0,8,0,21
Pierce,Blackshear,President,,DEM,BERNIE SANDERS,25,0,6,0,31
Pierce,St Johns/Blackshear,President,,DEM,BERNIE SANDERS,10,1,4,0,15
Pierce,Otter Creek,President,,DEM,BERNIE SANDERS,6,0,0,0,6
Pierce,Patterson,President,,DEM,BERNIE SANDERS,11,0,4,0,15
Pierce,Mershon,President,,DEM,BERNIE SANDERS,3,0,2,0,5
Pierce,Alabaha,President,,DEM,BERNIE SANDERS,8,0,3,0,11
Pierce,Sunset/Sweat,President,,DEM,BERNIE SANDERS,0,0,0,0,0
Pierce,,President,,DEM,BERNIE SANDERS,76,1,27,0,104
Pierce,Hacklebarney/Cason,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Pierce,Blackshear,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1
Pierce,St Johns/Blackshear,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1
Pierce,Otter Creek,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Pierce,Patterson,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Pierce,Mershon,President,,DEM,MICHAEL STEINBERG,1,0,0,0,1
Pierce,Alabaha,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Pierce,Sunset/Sweat,President,,DEM,MICHAEL STEINBERG,0,0,0,0,0
Pierce,,President,,DEM,MICHAEL STEINBERG,3,0,0,0,3
