county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person_1,advance_in_person_3,election_day,advance_in_person_2,provisional
DeKalb,CEDAR GROVE MIDDLE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,CEDAR GROVE SOUTH,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,CHAMBLEE ,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,CHAMBLEE 2,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,CHAPEL HILL ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,CHESNUT ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,CLAIREMONT EAST,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,CLAIREMONT WEST,President,,REP,JEB BUSH,4,2,0,0,2,0,0
DeKalb,CLAIRMONT ROAD,President,,REP,JEB BUSH,8,4,0,0,4,0,0
DeKalb,CLARKSTON,President,,REP,JEB BUSH,3,1,0,0,2,0,0
DeKalb,CLIFTON ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,COLUMBIA DRIVE,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,COLUMBIA ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,COLUMBIA MIDDLE,President,,REP,JEB BUSH,2,0,0,0,1,1,0
DeKalb,CORALWOOD,President,,REP,JEB BUSH,2,0,0,0,1,1,0
DeKalb,COVINGTON,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,COVINGTON HWY LIBRARY,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,CROSS KEYS HIGH,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,CROSSROADS,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,DORAVILLE NORTH,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,DORAVILLE SOUTH,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,DRESDEN ELEM,President,,REP,JEB BUSH,3,0,0,0,3,0,0
DeKalb,DRUID HILLS HIGH,President,,REP,JEB BUSH,2,0,1,0,1,0,0
DeKalb,DUNAIRE ELEM,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,DUNWOODY,President,,REP,JEB BUSH,2,1,0,0,1,0,0
DeKalb,DUNWOODY HIGH,President,,REP,JEB BUSH,6,3,0,0,3,0,0
DeKalb,DUNWOODY LIBRARY,President,,REP,JEB BUSH,5,3,0,1,1,0,0
DeKalb,EAST LAKE ELEM,President,,REP,JEB BUSH,2,1,0,0,1,0,0
DeKalb,EMBRY HILLS,President,,REP,JEB BUSH,4,0,0,0,3,1,0
DeKalb,EMORY ROAD,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,EMORY SOUTH,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,EPWORTH,President,,REP,JEB BUSH,3,0,0,0,3,0,0
DeKalb,EVANSDALE ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,FAIRINGTON ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FERNBANK ELEM,President,,REP,JEB BUSH,5,0,0,0,4,1,0
DeKalb,FLAKES MILL FIRE STATION,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FLAT ROCK ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FLAT SHOALS,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FLAT SHOALS ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FLAT SHOALS LIBRARY,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FLAT SHOALS PARKWAY,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,FREEDOM MIDDLE,President,,REP,JEB BUSH,3,1,1,0,1,0,0
DeKalb,GEORGETOWN SQUARE,President,,REP,JEB BUSH,6,0,0,2,4,0,0
DeKalb,GLENHAVEN,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,GLENNWOOD - 04,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,GLENNWOOD - 05,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,GLENWOOD ROAD,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,GRESHAM ROAD,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,HAMBRICK ELEM,President,,REP,JEB BUSH,2,1,0,0,1,0,0
DeKalb,HARRIS-MARGARET HARRIS ED,President,,REP,JEB BUSH,3,1,0,0,2,0,0
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,HAWTHORNE ELEM,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,HENDERSON MILL ELEM,President,,REP,JEB BUSH,6,0,0,0,4,2,0
DeKalb,HUGH HOWELL,President,,REP,JEB BUSH,7,1,2,0,3,1,0
DeKalb,HUNTLEY HILLS ELEM,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,IDLEWOOD ELEM,President,,REP,JEB BUSH,5,2,2,0,1,0,0
DeKalb,INDIAN CREEK ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,JOHNSON ESTATES,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,JOLLY ELEM,President,,REP,JEB BUSH,3,1,1,0,1,0,0
DeKalb,KELLEY CHAPEL ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,KELLEY LAKE ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,KING-ML KING JR HIGH,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,KINGSLEY ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,KNOLLWOOD ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,KITTREDGE ELEM,President,,REP,JEB BUSH,4,0,0,0,4,0,0
DeKalb,LAKESIDE HIGH,President,,REP,JEB BUSH,10,3,0,0,3,4,0
DeKalb,LAVISTA,President,,REP,JEB BUSH,5,2,0,0,2,1,0
DeKalb,LAVISTA ROAD,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,LIN-MARY LIN ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,LITHONIA,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,LITHONIA HIGH,President,,REP,JEB BUSH,2,0,2,0,0,0,0
DeKalb,LIVSEY ELEM,President,,REP,JEB BUSH,6,0,0,0,3,3,0
DeKalb,MARBUT ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MATHIS-BOB MATHIS ELEM,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,MCLENDON,President,,REP,JEB BUSH,4,0,0,0,3,1,0
DeKalb,MCNAIR ACADEMY,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,MCNAIR HIGH,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,MCNAIR MIDDLE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MCWILLIAMS,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MEADOWVIEW ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MEDLOCK ELEM,President,,REP,JEB BUSH,3,0,0,0,3,0,0
DeKalb,MEMORIAL SOUTH,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,METROPOLITAN,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,MIDVALE ELEM,President,,REP,JEB BUSH,2,0,0,0,1,1,0
DeKalb,MIDVALE ROAD,President,,REP,JEB BUSH,4,0,0,0,1,3,0
DeKalb,MIDWAY ELEM,President,,REP,JEB BUSH,2,0,1,0,1,0,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MILLER GROVE HIGH,President,,REP,JEB BUSH,3,0,1,0,2,0,0
DeKalb,MILLER GROVE MIDDLE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MILLER GROVE ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,MONTCLAIR ELEM,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,MONTGOMERY ELEM,President,,REP,JEB BUSH,1,0,0,1,0,0,0
DeKalb,MONTREAL,President,,REP,JEB BUSH,6,1,0,0,2,3,0
DeKalb,MT. VERNON EAST,President,,REP,JEB BUSH,2,0,0,1,1,0,0
DeKalb,MT. VERNON WEST,President,,REP,JEB BUSH,4,0,0,0,4,0,0
DeKalb,NORTH DECATUR,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,NORTH HAIRSTON,President,,REP,JEB BUSH,1,0,1,0,0,0,0
DeKalb,NORTH PEACHTREE,President,,REP,JEB BUSH,2,1,0,0,1,0,0
DeKalb,NORTHLAKE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,OAK GROVE ELEM,President,,REP,JEB BUSH,4,1,0,0,3,0,0
DeKalb,OAK VIEW ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,OAKCLIFF ELEM,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,OAKHURST,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,PANOLA,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,PANOLA ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,PANOLA WAY ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,PEACHCREST ELEM,President,,REP,JEB BUSH,2,0,1,0,1,0,0
DeKalb,PEACHTREE MIDDLE,President,,REP,JEB BUSH,2,2,0,0,0,0,0
DeKalb,PINE LAKE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,PINEY GROVE,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,PLEASANTDALE ELEM,President,,REP,JEB BUSH,2,0,0,0,1,1,0
DeKalb,PONCE DE LEON,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,PRINCETON ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,RAINBOW ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,REDAN ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,REDAN MIDDLE,President,,REP,JEB BUSH,1,0,0,1,0,0,0
DeKalb,REDAN ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,REDAN-TROTTI LIBRARY,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,REHOBOTH,President,,REP,JEB BUSH,4,1,0,0,2,1,0
DeKalb,RENFROE MIDDLE,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,ROCK CHAPEL ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,ROCK CHAPEL ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,ROCKBRIDGE ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,ROCKBRIDGE ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,ROWLAND ELEM,President,,REP,JEB BUSH,2,0,1,0,1,0,0
DeKalb,ROWLAND ROAD,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,SAGAMORE HILLS ELEM,President,,REP,JEB BUSH,8,1,0,0,4,3,0
DeKalb,SALEM MIDDLE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,SCOTT,President,,REP,JEB BUSH,5,0,1,0,4,0,0
DeKalb,SHADOW ROCK ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,SHAMROCK,President,,REP,JEB BUSH,3,0,1,0,1,1,0
DeKalb,SHAW-ROBERT SHAW ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,SILVER LAKE,President,,REP,JEB BUSH,5,3,0,0,2,0,0
DeKalb,SKYLAND,President,,REP,JEB BUSH,2,0,0,0,1,1,0
DeKalb,SMOKE RISE ELEM,President,,REP,JEB BUSH,4,1,0,0,0,3,0
DeKalb,SNAPFINGER ELEM,President,,REP,JEB BUSH,1,0,1,0,0,0,0
DeKalb,SNAPFINGER ROAD NORTH,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,SNAPFINGER ROAD SOUTH,President,,REP,JEB BUSH,2,2,0,0,0,0,0
DeKalb,SOUTH DESHON,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,SOUTH HAIRSTON,President,,REP,JEB BUSH,2,0,1,0,1,0,0
DeKalb,STEPHENSON HIGH,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,STEPHENSON MIDDLE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,STONE MILL ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,STONE MOUNTAIN CHAMPION,President,,REP,JEB BUSH,2,0,1,0,1,0,0
DeKalb,STONE MOUNTAIN ELEM,President,,REP,JEB BUSH,5,2,0,0,3,0,0
DeKalb,STONE MOUNTAIN LIBRARY,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,STONE MOUNTAIN MIDDLE,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,STONEVIEW ELEM,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,TERRY MILL ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,TILLY MILL ROAD,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,TONEY ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,TUCKER,President,,REP,JEB BUSH,9,1,1,0,3,4,0
DeKalb,TUCKER LIBRARY,President,,REP,JEB BUSH,5,1,0,0,3,1,0
DeKalb,VALLEY BROOK,President,,REP,JEB BUSH,2,0,0,0,2,0,0
DeKalb,WADSWORTH ELEM - 05,President,,REP,JEB BUSH,1,0,1,0,0,0,0
DeKalb,WADSWORTH ELEM - 04,President,,REP,JEB BUSH,1,1,0,0,0,0,0
DeKalb,WARREN TECH,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,WESLEY CHAPEL LIBRARY,President,,REP,JEB BUSH,1,0,0,0,0,1,0
DeKalb,WHITE OAK,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,WHITEFOORD ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,WINNONA PARK ELEM,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,WINTERS CHAPEL,President,,REP,JEB BUSH,4,0,0,1,3,0,0
DeKalb,WOODRIDGE ELEM,President,,REP,JEB BUSH,1,0,1,0,0,0,0
DeKalb,WOODROW ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,WOODWARD ELEM,President,,REP,JEB BUSH,1,0,0,0,1,0,0
DeKalb,WYNBROOKE ELEM,President,,REP,JEB BUSH,2,0,0,0,1,1,0
DeKalb,YOUNG ROAD,President,,REP,JEB BUSH,0,0,0,0,0,0,0
DeKalb,,President,,REP,BEN CARSON,1778,32,69,36,1526,109,6
DeKalb,ALLGOOD ELEM,President,,REP,BEN CARSON,10,0,2,0,8,0,0
DeKalb,ASHFORD DUNWOODY RD,President,,REP,BEN CARSON,15,0,0,0,14,1,0
DeKalb,ASHFORD PARK ELEM,President,,REP,BEN CARSON,11,0,0,0,10,1,0
DeKalb,ASHFORD PARKSIDE,President,,REP,BEN CARSON,19,0,1,0,15,3,0
DeKalb,AUSTIN,President,,REP,BEN CARSON,28,1,0,1,26,0,0
DeKalb,AUSTIN DRIVE,President,,REP,BEN CARSON,4,0,0,0,3,1,0
DeKalb,AVONDALE,President,,REP,BEN CARSON,17,0,2,0,15,0,0
DeKalb,AVONDALE HIGH - 04,President,,REP,BEN CARSON,6,0,0,0,6,0,0
DeKalb,AVONDALE HIGH - 05,President,,REP,BEN CARSON,4,0,0,0,4,0,0
DeKalb,BETHUNE MIDDLE,President,,REP,BEN CARSON,7,0,0,1,4,2,0
DeKalb,BOULDERCREST RD,President,,REP,BEN CARSON,2,0,0,0,2,0,0
DeKalb,BOULEVARD,President,,REP,BEN CARSON,13,0,0,0,13,0,0
DeKalb,BRIAR VISTA ELEM,President,,REP,BEN CARSON,10,0,0,0,10,0,0
DeKalb,BRIARCLIFF,President,,REP,BEN CARSON,17,0,2,0,12,1,2
DeKalb,BRIARLAKE ELEM,President,,REP,BEN CARSON,21,0,0,0,20,1,0
DeKalb,BRIARWOOD,President,,REP,BEN CARSON,8,0,0,0,7,1,0
DeKalb,BROCKETT,President,,REP,BEN CARSON,31,2,1,0,26,2,0
DeKalb,BROCKETT ELEM,President,,REP,BEN CARSON,24,0,1,0,18,5,0
DeKalb,BROOKHAVEN,President,,REP,BEN CARSON,19,0,0,0,18,1,0
DeKalb,BROWNS MILL ELEM,President,,REP,BEN CARSON,4,0,1,0,3,0,0
DeKalb,BURGESS ELEM,President,,REP,BEN CARSON,6,0,0,0,6,0,0
DeKalb,CANBY LANE ELEM,President,,REP,BEN CARSON,2,0,0,0,1,0,1
DeKalb,CANDLER,President,,REP,BEN CARSON,5,0,2,0,3,0,0
DeKalb,CANDLER-MURPHEY CANDLER ELEM,President,,REP,BEN CARSON,10,1,2,1,6,0,0
DeKalb,CEDAR GROVE ELEM,President,,REP,BEN CARSON,9,0,1,0,7,1,0
DeKalb,CEDAR GROVE MIDDLE,President,,REP,BEN CARSON,3,0,0,0,3,0,0
DeKalb,CEDAR GROVE SOUTH,President,,REP,BEN CARSON,11,0,2,0,9,0,0
DeKalb,CHAMBLEE ,President,,REP,BEN CARSON,16,0,0,0,14,2,0
DeKalb,CHAMBLEE 2,President,,REP,BEN CARSON,14,1,0,0,11,2,0
DeKalb,CHAPEL HILL ELEM,President,,REP,BEN CARSON,9,0,1,0,7,1,0
DeKalb,CHESNUT ELEM,President,,REP,BEN CARSON,14,1,0,0,13,0,0
DeKalb,CLAIREMONT EAST,President,,REP,BEN CARSON,7,0,0,0,7,0,0
DeKalb,CLAIREMONT WEST,President,,REP,BEN CARSON,11,2,0,0,9,0,0
DeKalb,CLAIRMONT ROAD,President,,REP,BEN CARSON,13,0,0,0,12,1,0
DeKalb,CLARKSTON,President,,REP,BEN CARSON,12,0,0,0,11,1,0
DeKalb,CLIFTON ELEM,President,,REP,BEN CARSON,4,0,0,0,2,2,0
DeKalb,COLUMBIA DRIVE,President,,REP,BEN CARSON,2,0,0,0,2,0,0
DeKalb,COLUMBIA ELEM,President,,REP,BEN CARSON,2,0,1,0,1,0,0
DeKalb,COLUMBIA MIDDLE,President,,REP,BEN CARSON,1,0,0,0,0,1,0
DeKalb,CORALWOOD,President,,REP,BEN CARSON,33,1,1,0,29,2,0
DeKalb,COVINGTON,President,,REP,BEN CARSON,0,0,0,0,0,0,0
DeKalb,COVINGTON HWY LIBRARY,President,,REP,BEN CARSON,1,0,1,0,0,0,0
DeKalb,CROSS KEYS HIGH,President,,REP,BEN CARSON,3,0,0,0,3,0,0
DeKalb,CROSSROADS,President,,REP,BEN CARSON,6,0,2,0,4,0,0
DeKalb,DORAVILLE NORTH,President,,REP,BEN CARSON,14,3,0,0,11,0,0
DeKalb,DORAVILLE SOUTH,President,,REP,BEN CARSON,7,1,0,0,6,0,0
DeKalb,DRESDEN ELEM,President,,REP,BEN CARSON,13,0,0,0,13,0,0
DeKalb,DRUID HILLS HIGH,President,,REP,BEN CARSON,9,0,0,0,9,0,0
DeKalb,DUNAIRE ELEM,President,,REP,BEN CARSON,11,2,1,0,8,0,0
DeKalb,DUNWOODY,President,,REP,BEN CARSON,16,0,0,2,14,0,0
DeKalb,DUNWOODY HIGH,President,,REP,BEN CARSON,20,0,0,2,18,0,0
DeKalb,DUNWOODY LIBRARY,President,,REP,BEN CARSON,19,0,0,3,16,0,0
DeKalb,EAST LAKE ELEM,President,,REP,BEN CARSON,6,0,0,0,6,0,0
DeKalb,EMBRY HILLS,President,,REP,BEN CARSON,18,1,0,0,17,0,0
DeKalb,EMORY ROAD,President,,REP,BEN CARSON,5,0,0,0,5,0,0
DeKalb,EMORY SOUTH,President,,REP,BEN CARSON,5,0,0,0,5,0,0
DeKalb,EPWORTH,President,,REP,BEN CARSON,7,1,0,0,6,0,0
DeKalb,EVANSDALE ELEM,President,,REP,BEN CARSON,28,1,0,0,25,2,0
DeKalb,FAIRINGTON ELEM,President,,REP,BEN CARSON,1,0,0,0,1,0,0
DeKalb,FERNBANK ELEM,President,,REP,BEN CARSON,0,0,0,0,0,0,0
DeKalb,FLAKES MILL FIRE STATION,President,,REP,BEN CARSON,7,0,2,0,5,0,0
DeKalb,FLAT ROCK ELEM,President,,REP,BEN CARSON,8,0,0,0,7,1,0
DeKalb,FLAT SHOALS,President,,REP,BEN CARSON,1,0,0,0,1,0,0
DeKalb,FLAT SHOALS ELEM,President,,REP,BEN CARSON,2,0,0,0,1,1,0
DeKalb,FLAT SHOALS LIBRARY,President,,REP,BEN CARSON,7,0,0,0,6,1,0
DeKalb,FLAT SHOALS PARKWAY,President,,REP,BEN CARSON,7,0,1,0,6,0,0
DeKalb,FREEDOM MIDDLE,President,,REP,BEN CARSON,3,0,1,1,1,0,0
DeKalb,GEORGETOWN SQUARE,President,,REP,BEN CARSON,25,0,0,1,24,0,0
DeKalb,GLENHAVEN,President,,REP,BEN CARSON,6,0,1,0,5,0,0
DeKalb,GLENNWOOD - 04,President,,REP,BEN CARSON,6,0,0,0,6,0,0
DeKalb,GLENNWOOD - 05,President,,REP,BEN CARSON,3,0,0,0,3,0,0
DeKalb,GLENWOOD ROAD,President,,REP,BEN CARSON,5,0,2,0,3,0,0
DeKalb,GRESHAM ROAD,President,,REP,BEN CARSON,4,0,0,0,3,1,0
DeKalb,HAMBRICK ELEM,President,,REP,BEN CARSON,9,0,2,0,7,0,0
DeKalb,HARRIS-MARGARET HARRIS ED,President,,REP,BEN CARSON,13,0,0,0,12,1,0
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,President,,REP,BEN CARSON,4,0,0,0,4,0,0
DeKalb,HAWTHORNE ELEM,President,,REP,BEN CARSON,18,0,0,0,17,1,0
DeKalb,HENDERSON MILL ELEM,President,,REP,BEN CARSON,22,0,0,0,20,2,0
DeKalb,HUGH HOWELL,President,,REP,BEN CARSON,24,1,0,0,15,8,0
DeKalb,HUNTLEY HILLS ELEM,President,,REP,BEN CARSON,16,0,0,1,15,0,0
DeKalb,IDLEWOOD ELEM,President,,REP,BEN CARSON,19,0,0,0,18,1,0
DeKalb,INDIAN CREEK ELEM,President,,REP,BEN CARSON,7,0,0,0,7,0,0
DeKalb,JOHNSON ESTATES,President,,REP,BEN CARSON,2,0,0,0,2,0,0
DeKalb,JOLLY ELEM,President,,REP,BEN CARSON,10,0,0,0,9,1,0
DeKalb,KELLEY CHAPEL ROAD,President,,REP,BEN CARSON,1,0,0,0,1,0,0
DeKalb,KELLEY LAKE ELEM,President,,REP,BEN CARSON,4,0,1,0,2,1,0
DeKalb,KING-ML KING JR HIGH,President,,REP,BEN CARSON,3,0,0,0,2,1,0
DeKalb,KINGSLEY ELEM,President,,REP,BEN CARSON,29,0,0,2,25,2,0
DeKalb,KNOLLWOOD ELEM,President,,REP,BEN CARSON,7,0,0,0,6,0,1
DeKalb,KITTREDGE ELEM,President,,REP,BEN CARSON,16,0,0,0,15,1,0
DeKalb,LAKESIDE HIGH,President,,REP,BEN CARSON,11,1,0,0,10,0,0
DeKalb,LAVISTA,President,,REP,BEN CARSON,8,0,0,0,8,0,0
DeKalb,LAVISTA ROAD,President,,REP,BEN CARSON,4,1,0,0,3,0,0
DeKalb,LIN-MARY LIN ELEM,President,,REP,BEN CARSON,7,0,0,0,7,0,0
DeKalb,LITHONIA,President,,REP,BEN CARSON,2,0,0,1,1,0,0
DeKalb,LITHONIA HIGH,President,,REP,BEN CARSON,3,0,0,1,2,0,0
DeKalb,LIVSEY ELEM,President,,REP,BEN CARSON,20,0,0,0,19,1,0
DeKalb,MARBUT ELEM,President,,REP,BEN CARSON,2,0,0,0,2,0,0
DeKalb,MATHIS-BOB MATHIS ELEM,President,,REP,BEN CARSON,7,0,0,0,5,2,0
DeKalb,MCLENDON,President,,REP,BEN CARSON,5,0,0,0,5,0,0
DeKalb,MCNAIR ACADEMY,President,,REP,BEN CARSON,1,0,0,0,1,0,0
DeKalb,MCNAIR HIGH,President,,REP,BEN CARSON,3,0,1,0,2,0,0
DeKalb,MCNAIR MIDDLE,President,,REP,BEN CARSON,1,0,0,0,1,0,0
DeKalb,MCWILLIAMS,President,,REP,BEN CARSON,2,0,0,1,1,0,0
DeKalb,MEADOWVIEW ELEM,President,,REP,BEN CARSON,4,0,0,0,4,0,0
DeKalb,MEDLOCK ELEM,President,,REP,BEN CARSON,3,0,0,0,3,0,0
DeKalb,MEMORIAL SOUTH,President,,REP,BEN CARSON,2,0,0,0,2,0,0
