county,office,district,party,candidate,votes
Worth,President,8,Democratic,Hillary Clinton,686
Worth,President,8,Democratic,Martin O'Malley,6
Worth,President,8,Democratic,Bernie Sanders,166
Worth,President,8,Democratic,Michael Steinberg,5
Wilkinson,President,8,Democratic,Hillary Clinton,832
Wilkinson,President,8,Democratic,Martin O'Malley,6
Wilkinson,President,8,Democratic,Bernie Sanders,155
Wilkinson,President,8,Democratic,Michael Steinberg,6
Wilkes,President,10,Democratic,Hillary Clinton,702
Wilkes,President,10,Democratic,Martin O'Malley,4
Wilkes,President,10,Democratic,Bernie Sanders,141
Wilkes,President,10,Democratic,Michael Steinberg,8
Wilcox,President,8,Democratic,Hillary Clinton,303
Wilcox,President,8,Democratic,Martin O'Malley,2
Wilcox,President,8,Democratic,Bernie Sanders,41
Wilcox,President,8,Democratic,Michael Steinberg,3
Whitfield,President,14,Democratic,Hillary Clinton,1539
Whitfield,President,14,Democratic,Martin O'Malley,19
Whitfield,President,14,Democratic,Bernie Sanders,1311
Whitfield,President,14,Democratic,Michael Steinberg,19
White,President,9,Democratic,Hillary Clinton,499
White,President,9,Democratic,Martin O'Malley,7
White,President,9,Democratic,Bernie Sanders,440
White,President,9,Democratic,Michael Steinberg,5
Wheeler,President,12,Democratic,Hillary Clinton,177
Wheeler,President,12,Democratic,Martin O'Malley,0
Wheeler,President,12,Democratic,Bernie Sanders,26
Wheeler,President,12,Democratic,Michael Steinberg,3
Webster,President,2,Democratic,Hillary Clinton,170
Webster,President,2,Democratic,Martin O'Malley,0
Webster,President,2,Democratic,Bernie Sanders,18
Webster,President,2,Democratic,Michael Steinberg,2
Wayne,President,1,Democratic,Hillary Clinton,702
Wayne,President,1,Democratic,Martin O'Malley,7
Wayne,President,1,Democratic,Bernie Sanders,236
Wayne,President,1,Democratic,Michael Steinberg,13
Washington,President,10,Democratic,Hillary Clinton,1749
Washington,President,10,Democratic,Martin O'Malley,6
Washington,President,10,Democratic,Bernie Sanders,258
Washington,President,10,Democratic,Michael Steinberg,12
Warren,President,10,Democratic,Hillary Clinton,468
Warren,President,10,Democratic,Martin O'Malley,3
Warren,President,10,Democratic,Bernie Sanders,49
Warren,President,10,Democratic,Michael Steinberg,3
Ware,President,1,Democratic,Hillary Clinton,920
Ware,President,1,Democratic,Martin O'Malley,9
Ware,President,1,Democratic,Bernie Sanders,284
Ware,President,1,Democratic,Michael Steinberg,13
Walton,President,10,Democratic,Hillary Clinton,2315
Walton,President,10,Democratic,Martin O'Malley,9
Walton,President,10,Democratic,Bernie Sanders,971
Walton,President,10,Democratic,Michael Steinberg,14
Walker,President,14,Democratic,Hillary Clinton,1009
Walker,President,14,Democratic,Martin O'Malley,11
Walker,President,14,Democratic,Bernie Sanders,869
Walker,President,14,Democratic,Michael Steinberg,17
Upson,President,3,Democratic,Hillary Clinton,1236
Upson,President,3,Democratic,Martin O'Malley,6
Upson,President,3,Democratic,Bernie Sanders,280
Upson,President,3,Democratic,Michael Steinberg,7
Union,President,9,Democratic,Hillary Clinton,574
Union,President,9,Democratic,Martin O'Malley,17
Union,President,9,Democratic,Bernie Sanders,418
Union,President,9,Democratic,Michael Steinberg,10
Twiggs,President,8,Democratic,Hillary Clinton,819
Twiggs,President,8,Democratic,Martin O'Malley,6
Twiggs,President,8,Democratic,Bernie Sanders,118
Twiggs,President,8,Democratic,Michael Steinberg,5
Turner,President,8,Democratic,Hillary Clinton,330
Turner,President,8,Democratic,Martin O'Malley,4
Turner,President,8,Democratic,Bernie Sanders,81
Turner,President,8,Democratic,Michael Steinberg,3
Troup,President,3,Democratic,Hillary Clinton,3382
Troup,President,3,Democratic,Martin O'Malley,23
Troup,President,3,Democratic,Bernie Sanders,859
Troup,President,3,Democratic,Michael Steinberg,25
Treutlen,President,12,Democratic,Hillary Clinton,302
Treutlen,President,12,Democratic,Martin O'Malley,3
Treutlen,President,12,Democratic,Bernie Sanders,58
Treutlen,President,12,Democratic,Michael Steinberg,4
Towns,President,9,Democratic,Hillary Clinton,317
Towns,President,9,Democratic,Martin O'Malley,7
Towns,President,9,Democratic,Bernie Sanders,270
Towns,President,9,Democratic,Michael Steinberg,5
Toombs,President,12,Democratic,Hillary Clinton,564
Toombs,President,12,Democratic,Martin O'Malley,5
Toombs,President,12,Democratic,Bernie Sanders,166
Toombs,President,12,Democratic,Michael Steinberg,5
Tift,President,8,Democratic,Hillary Clinton,1158
Tift,President,8,Democratic,Martin O'Malley,11
Tift,President,8,Democratic,Bernie Sanders,345
Tift,President,8,Democratic,Michael Steinberg,11
Thomas,President,8,Democratic,Hillary Clinton,2054
Thomas,President,8,Democratic,Martin O'Malley,11
Thomas,President,8,Democratic,Bernie Sanders,551
Thomas,President,8,Democratic,Michael Steinberg,9
Terrell,President,2,Democratic,Hillary Clinton,804
Terrell,President,2,Democratic,Martin O'Malley,2
Terrell,President,2,Democratic,Bernie Sanders,106
Terrell,President,2,Democratic,Michael Steinberg,2
Telfair,President,8,Democratic,Hillary Clinton,426
Telfair,President,8,Democratic,Martin O'Malley,3
Telfair,President,8,Democratic,Bernie Sanders,91
Telfair,President,8,Democratic,Michael Steinberg,5
Taylor,President,2,Democratic,Hillary Clinton,477
Taylor,President,2,Democratic,Martin O'Malley,4
Taylor,President,2,Democratic,Bernie Sanders,63
Taylor,President,2,Democratic,Michael Steinberg,1
Tattnall,President,12,Democratic,Hillary Clinton,518
Tattnall,President,12,Democratic,Martin O'Malley,6
Tattnall,President,12,Democratic,Bernie Sanders,154
Tattnall,President,12,Democratic,Michael Steinberg,4
Taliaferro,President,10,Democratic,Hillary Clinton,236
Taliaferro,President,10,Democratic,Martin O'Malley,1
Taliaferro,President,10,Democratic,Bernie Sanders,35
Taliaferro,President,10,Democratic,Michael Steinberg,1
Talbot,President,2,Democratic,Hillary Clinton,852
Talbot,President,2,Democratic,Martin O'Malley,2
Talbot,President,2,Democratic,Bernie Sanders,120
Talbot,President,2,Democratic,Michael Steinberg,9
Sumter,President,2,Democratic,Hillary Clinton,1960
Sumter,President,2,Democratic,Martin O'Malley,9
Sumter,President,2,Democratic,Bernie Sanders,404
Sumter,President,2,Democratic,Michael Steinberg,6
Stewart,President,2,Democratic,Hillary Clinton,460
Stewart,President,2,Democratic,Martin O'Malley,1
Stewart,President,2,Democratic,Bernie Sanders,46
Stewart,President,2,Democratic,Michael Steinberg,4
Stephens,President,9,Democratic,Hillary Clinton,460
Stephens,President,9,Democratic,Martin O'Malley,10
Stephens,President,9,Democratic,Bernie Sanders,284
Stephens,President,9,Democratic,Michael Steinberg,4
Spalding,President,3,Democratic,Hillary Clinton,3132
Spalding,President,3,Democratic,Martin O'Malley,18
Spalding,President,3,Democratic,Bernie Sanders,820
Spalding,President,3,Democratic,Michael Steinberg,13
Seminole,President,2,Democratic,Hillary Clinton,475
Seminole,President,2,Democratic,Martin O'Malley,5
Seminole,President,2,Democratic,Bernie Sanders,81
Seminole,President,2,Democratic,Michael Steinberg,1
Screven,President,12,Democratic,Hillary Clinton,773
Screven,President,12,Democratic,Martin O'Malley,10
Screven,President,12,Democratic,Bernie Sanders,168
Screven,President,12,Democratic,Michael Steinberg,4
Schley,President,2,Democratic,Hillary Clinton,147
Schley,President,2,Democratic,Martin O'Malley,3
Schley,President,2,Democratic,Bernie Sanders,25
Schley,President,2,Democratic,Michael Steinberg,1
Rockdale,President,4,Democratic,Hillary Clinton,7973
Rockdale,President,4,Democratic,Martin O'Malley,12
Rockdale,President,4,Democratic,Bernie Sanders,2234
Rockdale,President,4,Democratic,Michael Steinberg,11
Richmond,President,12,Democratic,Hillary Clinton,16315
Richmond,President,12,Democratic,Martin O'Malley,46
Richmond,President,12,Democratic,Bernie Sanders,3586
Richmond,President,12,Democratic,Michael Steinberg,28
Randolph,President,2,Democratic,Hillary Clinton,693
Randolph,President,2,Democratic,Martin O'Malley,5
Randolph,President,2,Democratic,Bernie Sanders,71
Randolph,President,2,Democratic,Michael Steinberg,5
Rabun,President,9,Democratic,Hillary Clinton,398
Rabun,President,9,Democratic,Martin O'Malley,7
Rabun,President,9,Democratic,Bernie Sanders,326
Rabun,President,9,Democratic,Michael Steinberg,4
Quitman,President,2,Democratic,Hillary Clinton,193
Quitman,President,2,Democratic,Martin O'Malley,1
Quitman,President,2,Democratic,Bernie Sanders,15
Quitman,President,2,Democratic,Michael Steinberg,3
Putnam,President,10,Democratic,Hillary Clinton,871
Putnam,President,10,Democratic,Martin O'Malley,5
Putnam,President,10,Democratic,Bernie Sanders,206
Putnam,President,10,Democratic,Michael Steinberg,4
Pulaski,President,8,Democratic,Hillary Clinton,376
Pulaski,President,8,Democratic,Martin O'Malley,1
Pulaski,President,8,Democratic,Bernie Sanders,60
Pulaski,President,8,Democratic,Michael Steinberg,0
Polk,President,14,Democratic,Hillary Clinton,944
Polk,President,14,Democratic,Martin O'Malley,13
Polk,President,14,Democratic,Bernie Sanders,403
Polk,President,14,Democratic,Michael Steinberg,17
Pike,President,3,Democratic,Hillary Clinton,418
Pike,President,3,Democratic,Martin O'Malley,5
Pike,President,3,Democratic,Bernie Sanders,188
Pike,President,3,Democratic,Michael Steinberg,1
Pierce,President,1,Democratic,Hillary Clinton,219
Pierce,President,1,Democratic,Martin O'Malley,1
Pierce,President,1,Democratic,Bernie Sanders,104
Pierce,President,1,Democratic,Michael Steinberg,3
Pickens,President,9,Democratic,Hillary Clinton,338
Pickens,President,14,Democratic,Hillary Clinton,93
Pickens,President,9,Democratic,Martin O'Malley,3
Pickens,President,14,Democratic,Martin O'Malley,2
Pickens,President,9,Democratic,Bernie Sanders,265
Pickens,President,14,Democratic,Bernie Sanders,105
Pickens,President,9,Democratic,Michael Steinberg,3
Pickens,President,14,Democratic,Michael Steinberg,2
Peach,President,2,Democratic,Hillary Clinton,1676
Peach,President,2,Democratic,Martin O'Malley,5
Peach,President,2,Democratic,Bernie Sanders,316
Peach,President,2,Democratic,Michael Steinberg,6
Paulding,President,14,Democratic,Hillary Clinton,4123
Paulding,President,14,Democratic,Martin O'Malley,19
Paulding,President,14,Democratic,Bernie Sanders,2123
Paulding,President,14,Democratic,Michael Steinberg,22
Oglethorpe,President,10,Democratic,Hillary Clinton,562
Oglethorpe,President,10,Democratic,Martin O'Malley,3
Oglethorpe,President,10,Democratic,Bernie Sanders,358
Oglethorpe,President,10,Democratic,Michael Steinberg,5
