county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Oglethorpe,,United States Senator,,REP,MARY KAY BACALLAO,245,12,140,93,0
Oglethorpe,Beaverdam,United States Senator,,REP,MARY KAY BACALLAO,67,1,55,11,0
Oglethorpe,Crawford,United States Senator,,REP,MARY KAY BACALLAO,70,3,41,26,0
Oglethorpe,Lexington,United States Senator,,REP,MARY KAY BACALLAO,108,8,44,56,0
Oglethorpe,,United States Senator,,REP,DERRICK GRAYSON,323,15,190,118,0
Oglethorpe,Beaverdam,United States Senator,,REP,DERRICK GRAYSON,94,5,65,24,0
Oglethorpe,Crawford,United States Senator,,REP,DERRICK GRAYSON,81,2,55,24,0
Oglethorpe,Lexington,United States Senator,,REP,DERRICK GRAYSON,148,8,70,70,0
Oglethorpe,,United States Senator,,REP,JOHNNY ISAKSON (I),1875,130,996,749,0
Oglethorpe,Beaverdam,United States Senator,,REP,JOHNNY ISAKSON (I),527,26,374,127,0
Oglethorpe,Crawford,United States Senator,,REP,JOHNNY ISAKSON (I),457,27,272,158,0
Oglethorpe,Lexington,United States Senator,,REP,JOHNNY ISAKSON (I),891,77,350,464,0
Oglethorpe,,United States Senator,,DEM,JIM BARKSDALE,169,2,109,58,0
Oglethorpe,Beaverdam,United States Senator,,DEM,JIM BARKSDALE,32,1,26,5,0
Oglethorpe,Crawford,United States Senator,,DEM,JIM BARKSDALE,47,0,30,17,0
Oglethorpe,Lexington,United States Senator,,DEM,JIM BARKSDALE,90,1,53,36,0
Oglethorpe,,United States Senator,,DEM,CHERYL COPELAND,98,8,60,30,0
Oglethorpe,Beaverdam,United States Senator,,DEM,CHERYL COPELAND,21,2,16,3,0
Oglethorpe,Crawford,United States Senator,,DEM,CHERYL COPELAND,23,1,16,6,0
Oglethorpe,Lexington,United States Senator,,DEM,CHERYL COPELAND,54,5,28,21,0
Oglethorpe,,United States Senator,,DEM,JOHN F COYNE III,19,1,11,7,0
Oglethorpe,Beaverdam,United States Senator,,DEM,JOHN F COYNE III,4,1,2,1,0
