county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,provisional,advance_in_person_2
Cobb,Elizabeth 03,President,,DEM,HILLARY CLINTON,183,23,4,144,0,12
Cobb,Elizabeth 04,President,,DEM,HILLARY CLINTON,199,18,4,165,3,9
Cobb,Elizabeth 05,President,,DEM,HILLARY CLINTON,214,19,2,186,2,5
Cobb,East Piedmont 01,President,,DEM,HILLARY CLINTON,148,7,0,135,0,6
Cobb,Fair Oaks 01,President,,DEM,HILLARY CLINTON,405,62,7,314,0,22
Cobb,Fair Oaks 02,President,,DEM,HILLARY CLINTON,411,27,5,357,3,19
Cobb,Fair Oaks 04,President,,DEM,HILLARY CLINTON,150,16,2,121,2,9
Cobb,Fair Oaks 05,President,,DEM,HILLARY CLINTON,104,6,3,92,1,2
Cobb,Fullers Park 01,President,,DEM,HILLARY CLINTON,224,43,4,171,0,6
Cobb,Ford 01,President,,DEM,HILLARY CLINTON,122,21,0,90,1,10
Cobb,Frey 01,President,,DEM,HILLARY CLINTON,125,15,0,108,0,2
Cobb,Garrison Mill 01,President,,DEM,HILLARY CLINTON,165,20,3,136,0,6
Cobb,Gritters 01,President,,DEM,HILLARY CLINTON,228,15,2,195,2,14
Cobb,Harmony Leland 01,President,,DEM,HILLARY CLINTON,836,184,7,631,6,8
Cobb,Harrison 01,President,,DEM,HILLARY CLINTON,101,13,0,76,3,9
Cobb,Hightower 01,President,,DEM,HILLARY CLINTON,241,35,5,199,0,2
Cobb,Hayes 01,President,,DEM,HILLARY CLINTON,186,24,5,131,0,26
Cobb,Kennesaw 1A,President,,DEM,HILLARY CLINTON,128,10,0,108,0,10
Cobb,Kennesaw 2A,President,,DEM,HILLARY CLINTON,199,23,1,161,1,13
Cobb,Kennesaw 3A,President,,DEM,HILLARY CLINTON,389,47,5,302,5,30
Cobb,Kennesaw 4A,President,,DEM,HILLARY CLINTON,212,23,2,184,1,2
Cobb,Kennesaw 5A,President,,DEM,HILLARY CLINTON,436,60,6,360,1,9
Cobb,Kell 01,President,,DEM,HILLARY CLINTON,82,3,1,72,0,6
Cobb,Kemp 01,President,,DEM,HILLARY CLINTON,84,8,0,59,0,17
Cobb,Kemp 02,President,,DEM,HILLARY CLINTON,285,17,1,218,1,48
Cobb,Kemp 03,President,,DEM,HILLARY CLINTON,177,45,1,115,1,15
Cobb,Lasssiter 01,President,,DEM,HILLARY CLINTON,182,13,2,158,1,8
Cobb,Lindley 01,President,,DEM,HILLARY CLINTON,644,120,7,506,2,9
Cobb,Lost Mountain 01,President,,DEM,HILLARY CLINTON,236,50,3,160,0,23
Cobb,Lost Mountain 02,President,,DEM,HILLARY CLINTON,165,24,1,124,0,16
Cobb,Lost Mountain 03,President,,DEM,HILLARY CLINTON,308,83,6,206,0,13
Cobb,Lost Mountain 04,President,,DEM,HILLARY CLINTON,125,27,1,83,2,12
Cobb,Lewis 01,President,,DEM,HILLARY CLINTON,77,12,4,59,0,2
Cobb,Mableton 01,President,,DEM,HILLARY CLINTON,640,160,4,460,2,14
Cobb,Mableton 02,President,,DEM,HILLARY CLINTON,277,50,0,219,4,4
Cobb,Mableton 03,President,,DEM,HILLARY CLINTON,250,45,9,193,1,2
Cobb,Mableton 04,President,,DEM,HILLARY CLINTON,125,14,0,108,0,3
Cobb,Mabry 01,President,,DEM,HILLARY CLINTON,79,4,2,71,0,2
Cobb,Macland 01,President,,DEM,HILLARY CLINTON,479,84,0,360,3,32
Cobb,Murdock 01,President,,DEM,HILLARY CLINTON,224,27,5,189,0,3
Cobb,McEachern 01,President,,DEM,HILLARY CLINTON,350,51,5,277,0,17
Cobb,McCleskey 01,President,,DEM,HILLARY CLINTON,101,4,0,89,1,7
Cobb,McClure 01,President,,DEM,HILLARY CLINTON,82,8,1,70,1,2
Cobb,Marietta 1A,President,,DEM,HILLARY CLINTON,249,31,2,194,0,22
Cobb,Marietta 2A,President,,DEM,HILLARY CLINTON,139,8,6,87,1,37
Cobb,Marietta 2B,President,,DEM,HILLARY CLINTON,385,91,6,243,3,42
Cobb,Marietta 3A,President,,DEM,HILLARY CLINTON,521,87,7,352,2,73
Cobb,Marietta 4A,President,,DEM,HILLARY CLINTON,116,10,6,84,0,16
Cobb,Marietta 4B,President,,DEM,HILLARY CLINTON,135,20,4,89,0,22
Cobb,Marietta 4C,President,,DEM,HILLARY CLINTON,199,11,5,131,0,52
Cobb,Marietta 5A,President,,DEM,HILLARY CLINTON,294,33,11,227,1,22
Cobb,Marietta 5B,President,,DEM,HILLARY CLINTON,189,16,0,144,1,28
Cobb,Marietta 6A,President,,DEM,HILLARY CLINTON,152,23,4,111,4,10
Cobb,Marietta 6B,President,,DEM,HILLARY CLINTON,259,26,1,222,2,8
Cobb,Marietta 7A,President,,DEM,HILLARY CLINTON,234,29,1,181,6,17
Cobb,Mars Hill 01,President,,DEM,HILLARY CLINTON,116,19,2,92,0,3
Cobb,Mars Hill 02,President,,DEM,HILLARY CLINTON,143,36,1,98,1,7
Cobb,Mount Bethel 01,President,,DEM,HILLARY CLINTON,255,53,9,191,0,2
Cobb,Mount Bethel 03,President,,DEM,HILLARY CLINTON,182,52,3,123,1,3
Cobb,Mount Bethel 04,President,,DEM,HILLARY CLINTON,169,27,4,135,1,2
Cobb,North Cobb 01,President,,DEM,HILLARY CLINTON,152,21,6,121,0,4
Cobb,Nickajack 01,President,,DEM,HILLARY CLINTON,466,47,6,392,8,13
Cobb,Norton Park 01,President,,DEM,HILLARY CLINTON,338,29,10,282,2,15
Cobb,Nicholson 01,President,,DEM,HILLARY CLINTON,125,6,2,110,0,7
Cobb,Oakdale 01,President,,DEM,HILLARY CLINTON,347,29,12,293,2,11
Cobb,Oregon 01,President,,DEM,HILLARY CLINTON,93,18,2,63,0,10
Cobb,Oregon 02,President,,DEM,HILLARY CLINTON,495,91,6,365,4,29
Cobb,Oregon 03,President,,DEM,HILLARY CLINTON,284,53,0,215,0,16
Cobb,Oregon 04,President,,DEM,HILLARY CLINTON,738,111,8,564,4,51
Cobb,Oregon 05,President,,DEM,HILLARY CLINTON,410,47,5,313,1,44
Cobb,Pebblebrook 01,President,,DEM,HILLARY CLINTON,800,130,3,635,11,21
Cobb,Powers Ferry 01,President,,DEM,HILLARY CLINTON,204,33,4,163,3,1
Cobb,Pine Mountain 01,President,,DEM,HILLARY CLINTON,161,14,2,129,0,16
Cobb,Pine Mountain 02,President,,DEM,HILLARY CLINTON,110,3,2,92,0,13
Cobb,Post Oak 01,President,,DEM,HILLARY CLINTON,183,14,3,160,1,5
Cobb,Pope 01,President,,DEM,HILLARY CLINTON,192,31,0,155,0,6
Cobb,Palmer 01,President,,DEM,HILLARY CLINTON,122,13,0,103,1,5
Cobb,Powder Springs 1A,President,,DEM,HILLARY CLINTON,513,89,5,402,1,16
Cobb,Powder Springs 2A,President,,DEM,HILLARY CLINTON,488,49,1,417,0,21
Cobb,Powder Springs 3A,President,,DEM,HILLARY CLINTON,465,57,6,378,3,21
Cobb,Pitner 01,President,,DEM,HILLARY CLINTON,134,14,2,108,0,10
Cobb,Rocky Mountain 01,President,,DEM,HILLARY CLINTON,185,7,1,171,0,6
Cobb,Riverside 01,President,,DEM,HILLARY CLINTON,269,39,0,226,2,2
Cobb,Roswell 01,President,,DEM,HILLARY CLINTON,351,42,7,299,1,2
Cobb,Roswell 02,President,,DEM,HILLARY CLINTON,190,35,1,154,0,0
Cobb,Sandy Plains 01,President,,DEM,HILLARY CLINTON,182,17,6,152,0,7
Cobb,Shallowford Fall 01,President,,DEM,HILLARY CLINTON,221,47,4,166,0,4
Cobb,Simpson 01,President,,DEM,HILLARY CLINTON,89,5,2,77,0,5
Cobb,Sewell Mill 01,President,,DEM,HILLARY CLINTON,211,18,3,185,0,5
Cobb,Sewell Mill 03,President,,DEM,HILLARY CLINTON,293,40,2,237,4,10
Cobb,Smyrna 1A,President,,DEM,HILLARY CLINTON,378,25,1,337,6,9
Cobb,Smyrna 2A,President,,DEM,HILLARY CLINTON,490,33,11,422,3,21
Cobb,Smyrna 3A,President,,DEM,HILLARY CLINTON,546,29,4,472,7,34
Cobb,Smyrna 4A,President,,DEM,HILLARY CLINTON,536,59,11,444,2,20
Cobb,Smyrna 5A,President,,DEM,HILLARY CLINTON,339,28,4,292,2,13
Cobb,Smyrna 6A,President,,DEM,HILLARY CLINTON,528,36,9,455,2,26
Cobb,Smyrna 7A,President,,DEM,HILLARY CLINTON,765,160,9,573,3,20
Cobb,Sope Creek 01,President,,DEM,HILLARY CLINTON,128,27,0,99,0,2
Cobb,Sope Creek 02,President,,DEM,HILLARY CLINTON,300,48,5,244,0,3
Cobb,Sope Creek 03,President,,DEM,HILLARY CLINTON,145,25,4,114,1,1
Cobb,Sweetwater 01,President,,DEM,HILLARY CLINTON,320,19,3,288,1,9
Cobb,Sweetwater 02,President,,DEM,HILLARY CLINTON,277,35,3,231,2,6
Cobb,Terrell Mill 01,President,,DEM,HILLARY CLINTON,361,64,4,284,5,4
Cobb,Timber Ridge 01,President,,DEM,HILLARY CLINTON,174,27,2,145,0,0
Cobb,Vaughn 01,President,,DEM,HILLARY CLINTON,145,35,0,107,0,3
Cobb,Vinings 01,President,,DEM,HILLARY CLINTON,201,8,3,184,2,4
Cobb,Vinings 02,President,,DEM,HILLARY CLINTON,446,29,13,383,2,19
Cobb,Vinings 03,President,,DEM,HILLARY CLINTON,345,33,6,291,1,14
Cobb,Vinings 04,President,,DEM,HILLARY CLINTON,199,8,1,176,2,12
Cobb,Wade Green 02,President,,DEM,HILLARY CLINTON,348,43,4,287,2,12
Cobb,Wileo 01,President,,DEM,HILLARY CLINTON,167,23,1,143,0,0
Cobb,,President,,DEM,MARTIN O'MALLEY,137,16,5,114,0,2
Cobb,Acworth 1A,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0,0
Cobb,Acworth 1B,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Acworth 1C,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Addison 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Austell 1A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Bells Ferry 02,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0,0
Cobb,Bells Ferry 03,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Big Shanty 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Big Shanty 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Baker 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Birney 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Birney 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Bryant 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Bryant 02,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Blackwell 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Chattahoochee 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Cheatham Hill 02,President,,DEM,MARTIN O'MALLEY,2,1,0,1,0,0
Cobb,Cheatham Hill 03,President,,DEM,MARTIN O'MALLEY,2,1,0,1,0,0
Cobb,Chalker 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Clarkdale 01,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0,0
Cobb,Clarkdale 02,President,,DEM,MARTIN O'MALLEY,4,0,0,4,0,0
Cobb,Cooper 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Chestnut Ridge 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Dickerson 01,President,,DEM,MARTIN O'MALLEY,1,0,1,0,0,0
Cobb,Dobbins 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Dowell 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Dodgen 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Durham 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Davis 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Eastside 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Eastside 02,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Elizabeth 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Elizabeth 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Elizabeth 03,President,,DEM,MARTIN O'MALLEY,1,0,0,0,0,1
Cobb,Elizabeth 04,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Elizabeth 05,President,,DEM,MARTIN O'MALLEY,2,1,0,1,0,0
Cobb,East Piedmont 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Fair Oaks 01,President,,DEM,MARTIN O'MALLEY,2,1,0,1,0,0
Cobb,Fair Oaks 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Fair Oaks 04,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Fair Oaks 05,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Fullers Park 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Ford 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Frey 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Garrison Mill 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Gritters 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Harmony Leland 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Harrison 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Hightower 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Hayes 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kennesaw 1A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kennesaw 2A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kennesaw 3A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kennesaw 4A,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Kennesaw 5A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kell 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kemp 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Kemp 02,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Kemp 03,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Lasssiter 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Lindley 01,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0,0
Cobb,Lost Mountain 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Lost Mountain 02,President,,DEM,MARTIN O'MALLEY,2,1,1,0,0,0
Cobb,Lost Mountain 03,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Lost Mountain 04,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Lewis 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Mableton 01,President,,DEM,MARTIN O'MALLEY,3,0,0,3,0,0
Cobb,Mableton 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Mableton 03,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Mableton 04,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Mabry 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Macland 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Murdock 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,McEachern 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,McCleskey 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,McClure 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Marietta 1A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Marietta 2A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Marietta 2B,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Marietta 3A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Marietta 4A,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Marietta 4B,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Marietta 4C,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Marietta 5A,President,,DEM,MARTIN O'MALLEY,2,0,0,1,0,1
Cobb,Marietta 5B,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Marietta 6A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Marietta 6B,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Marietta 7A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Mars Hill 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Mars Hill 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Mount Bethel 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Mount Bethel 03,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Mount Bethel 04,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,North Cobb 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Nickajack 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Norton Park 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Nicholson 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Oakdale 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Oregon 01,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0,0
Cobb,Oregon 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Oregon 03,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Oregon 04,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Oregon 05,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Pebblebrook 01,President,,DEM,MARTIN O'MALLEY,3,0,0,3,0,0
Cobb,Powers Ferry 01,President,,DEM,MARTIN O'MALLEY,1,0,1,0,0,0
Cobb,Pine Mountain 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Pine Mountain 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Post Oak 01,President,,DEM,MARTIN O'MALLEY,3,0,0,3,0,0
Cobb,Pope 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Palmer 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Powder Springs 1A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Powder Springs 2A,President,,DEM,MARTIN O'MALLEY,2,1,0,1,0,0
Cobb,Powder Springs 3A,President,,DEM,MARTIN O'MALLEY,4,0,0,4,0,0
Cobb,Pitner 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Rocky Mountain 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Riverside 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Roswell 01,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0,0
Cobb,Roswell 02,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Sandy Plains 01,President,,DEM,MARTIN O'MALLEY,3,0,0,3,0,0
Cobb,Shallowford Fall 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Simpson 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Sewell Mill 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Sewell Mill 03,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Smyrna 1A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Smyrna 2A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Smyrna 3A,President,,DEM,MARTIN O'MALLEY,4,2,0,2,0,0
Cobb,Smyrna 4A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Smyrna 5A,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Smyrna 6A,President,,DEM,MARTIN O'MALLEY,2,0,1,1,0,0
Cobb,Smyrna 7A,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Sope Creek 01,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0,0
Cobb,Sope Creek 02,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Sope Creek 03,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Sweetwater 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Sweetwater 02,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Terrell Mill 01,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Cobb,Timber Ridge 01,President,,DEM,MARTIN O'MALLEY,1,0,1,0,0,0
Cobb,Vaughn 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Vinings 01,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Vinings 02,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
Cobb,Vinings 03,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0,0
Cobb,Vinings 04,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Wade Green 02,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,Wileo 01,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0,0
Cobb,,President,,DEM,BERNIE SANDERS,22520,1921,336,19631,126,506
Cobb,Acworth 1A,President,,DEM,BERNIE SANDERS,194,37,1,148,1,7
Cobb,Acworth 1B,President,,DEM,BERNIE SANDERS,144,12,5,123,0,4
Cobb,Acworth 1C,President,,DEM,BERNIE SANDERS,226,15,1,207,1,2
Cobb,Addison 01,President,,DEM,BERNIE SANDERS,122,11,1,108,1,1
Cobb,Austell 1A,President,,DEM,BERNIE SANDERS,174,20,1,151,2,0
Cobb,Bells Ferry 02,President,,DEM,BERNIE SANDERS,157,7,1,147,0,2
Cobb,Bells Ferry 03,President,,DEM,BERNIE SANDERS,309,12,3,284,3,7
Cobb,Big Shanty 01,President,,DEM,BERNIE SANDERS,174,3,2,168,0,1
Cobb,Big Shanty 02,President,,DEM,BERNIE SANDERS,132,11,5,116,0,0
Cobb,Baker 01,President,,DEM,BERNIE SANDERS,230,15,1,212,1,1
Cobb,Birney 01,President,,DEM,BERNIE SANDERS,103,7,1,93,1,1
Cobb,Birney 02,President,,DEM,BERNIE SANDERS,183,11,3,166,0,3
Cobb,Bryant 01,President,,DEM,BERNIE SANDERS,100,19,0,79,0,2
Cobb,Bryant 02,President,,DEM,BERNIE SANDERS,205,16,3,182,2,2
Cobb,Blackwell 01,President,,DEM,BERNIE SANDERS,124,8,1,113,0,2
Cobb,Chattahoochee 01,President,,DEM,BERNIE SANDERS,334,31,4,288,5,6
Cobb,Cheatham Hill 02,President,,DEM,BERNIE SANDERS,81,4,0,71,0,6
Cobb,Cheatham Hill 03,President,,DEM,BERNIE SANDERS,172,21,4,128,0,19
Cobb,Chalker 01,President,,DEM,BERNIE SANDERS,271,14,2,244,3,8
Cobb,Clarkdale 01,President,,DEM,BERNIE SANDERS,74,4,2,67,0,1
Cobb,Clarkdale 02,President,,DEM,BERNIE SANDERS,234,18,1,207,4,4
Cobb,Cooper 01,President,,DEM,BERNIE SANDERS,186,11,3,171,0,1
Cobb,Chestnut Ridge 01,President,,DEM,BERNIE SANDERS,137,7,3,127,0,0
