county,precinct,office,district,party,candidate,total_votes
Appling,5B,Lieutenant Governor,,Libertarian,RYAN GRAHAM,7
Appling,5B,Lieutenant Governor,,Republican,BURT JONES,510
Appling,5B,PROBATE JUDGE,,NONPARTISAN,EMILY HARDWICK,184
Appling,5B,PROBATE JUDGE,,NONPARTISAN,GRETCHEN BAILEY,354
Appling,5B,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,77
Appling,5B,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,461
Appling,5B,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,50
Appling,5B,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,501
Appling,5B,SOIL AND WATER,,NONPARTISAN,ROBERT E MATHEWS,480
Appling,5B,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,43
Appling,5B,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,518
Appling,5B,STATEWIDE REFERENDUM QUESTION A,,,NO,207
Appling,5B,STATEWIDE REFERENDUM QUESTION A,,,YES,336
Appling,5B,STATEWIDE REFERENDUM QUESTION B,,,NO,149
Appling,5B,STATEWIDE REFERENDUM QUESTION B,,,YES,391
Appling,5B,Secretary of State,,Democrat,BEE NGUYEN,36
Appling,5B,Secretary of State,,Libertarian,TED METZ,13
Appling,5B,Secretary of State,,Republican,BRAD RAFFENSPERGER,511
Appling,5B,State House,178,Republican,STEVEN MEEKS,530
Appling,5B,State House,157,Republican,"WILLIAM ""BILL"" WERKHEISER",9
Appling,5B,State Senate,019,Democrat,"MICHAEL ""BUCKLE"" MOORE",39
Appling,5B,State Senate,019,Republican,BLAKE TILLERY,523
Appling,5B,U.S. House,001,Democrat,WADE HERRING,48
Appling,5B,U.S. House,001,Republican,"EARL L ""BUDDY"" CARTER",519
Appling,5B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,55
Appling,5B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,50
Appling,5B,U.S. Senate,,Libertarian,CHASE OLIVER,4
Appling,5B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,510
Appling,5B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,499
Atkinson,AXSON,1% EDUCATIONAL SALES TAX,,,NO,130
Atkinson,AXSON,1% EDUCATIONAL SALES TAX,,,YES,220
Atkinson,AXSON,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",28
Atkinson,AXSON,Attorney General,,Libertarian,MARTIN COWEN,1
Atkinson,AXSON,Attorney General,,Republican,CHRIS CARR,334
Atkinson,AXSON,COUNTY COMMISSION CHAIRMAN,,OTHER,"JEREN ""JL"" FULLMORE",45
Atkinson,AXSON,COUNTY COMMISSION CHAIRMAN,,Republican,PARKER LILES,314
Atkinson,AXSON,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,21
Atkinson,AXSON,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,7
Atkinson,AXSON,Commissioner of Agriculture,,Republican,TYLER HARPER,337
Atkinson,AXSON,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,23
Atkinson,AXSON,Commissioner of Insurance,,Republican,JOHN KING,336
Atkinson,AXSON,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",22
Atkinson,AXSON,Commissioner of Labor,,Libertarian,EMILY ANDERSON,4
Atkinson,AXSON,Commissioner of Labor,,Republican,BRUCE THOMPSON,338
Atkinson,AXSON,DISTRICT ATTORNEY - ALAPAHA JUDICIAL CIRCUIT,,Republican,CHASE STUDSTILL,348
Atkinson,AXSON,Governor,,Democrat,STACEY ABRAMS,22
Atkinson,AXSON,Governor,,Libertarian,SHANE HAZEL,1
Atkinson,AXSON,Governor,,Republican,BRIAN KEMP,344
Atkinson,AXSON,Lieutenant Governor,,Democrat,CHARLIE BAILEY,20
Atkinson,AXSON,Lieutenant Governor,,Libertarian,RYAN GRAHAM,5
Atkinson,AXSON,Lieutenant Governor,,Republican,BURT JONES,337
Atkinson,AXSON,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,38
Atkinson,AXSON,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,303
Atkinson,AXSON,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,37
Atkinson,AXSON,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,310
Atkinson,AXSON,SPLOST,,,NO,123
Atkinson,AXSON,SPLOST,,,YES,226
Atkinson,AXSON,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,25
Atkinson,AXSON,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,334
Atkinson,AXSON,STATEWIDE REFERENDUM QUESTION 1,,,NO,118
Atkinson,AXSON,STATEWIDE REFERENDUM QUESTION 1,,,YES,227
Atkinson,AXSON,STATEWIDE REFERENDUM QUESTION 2,,,NO,85
Atkinson,AXSON,STATEWIDE REFERENDUM QUESTION 2,,,YES,257
Atkinson,AXSON,Secretary of State,,Democrat,BEE NGUYEN,21
Atkinson,AXSON,Secretary of State,,Libertarian,TED METZ,11
Atkinson,AXSON,Secretary of State,,Republican,BRAD RAFFENSPERGER,325
Atkinson,AXSON,State House,176,Republican,JAMES BURCHETT,344
Atkinson,AXSON,State Senate,008,Republican,RUSS GOODMAN,345
Atkinson,AXSON,U.S. House,008,Democrat,DARRIUS BUTLER,23
Atkinson,AXSON,U.S. House,008,Republican,AUSTIN SCOTT,342
Atkinson,AXSON,U.S. Senate,,Democrat,RAPHAEL WARNOCK,21
Atkinson,AXSON,U.S. Senate,,Democrat,RAPHAEL WARNOCK,17
Atkinson,AXSON,U.S. Senate,,Libertarian,CHASE OLIVER,5
Atkinson,AXSON,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,341
Atkinson,AXSON,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,325
Atkinson,PEARSON CITY,1% EDUCATIONAL SALES TAX,,,NO,96
Atkinson,PEARSON CITY,1% EDUCATIONAL SALES TAX,,,YES,194
Atkinson,PEARSON CITY,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",171
Atkinson,PEARSON CITY,Attorney General,,Libertarian,MARTIN COWEN,3
Atkinson,PEARSON CITY,Attorney General,,Republican,CHRIS CARR,123
Atkinson,PEARSON CITY,COUNTY COMMISSION CHAIRMAN,,OTHER,"JEREN ""JL"" FULLMORE",155
Atkinson,PEARSON CITY,COUNTY COMMISSION CHAIRMAN,,Republican,PARKER LILES,147
Atkinson,PEARSON CITY,COUNTY COMMISSIONER,002,Democrat,GLORIA J FARRELL,191
Atkinson,PEARSON CITY,COUNTY COMMISSIONER,004,Republican,"JOHNNY ""JD"" DURRANCE",63
Atkinson,PEARSON CITY,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,157
Atkinson,PEARSON CITY,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,6
Atkinson,PEARSON CITY,Commissioner of Agriculture,,Republican,TYLER HARPER,135
Atkinson,PEARSON CITY,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,166
Atkinson,PEARSON CITY,Commissioner of Insurance,,Republican,JOHN KING,128
Atkinson,PEARSON CITY,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",164
Atkinson,PEARSON CITY,Commissioner of Labor,,Libertarian,EMILY ANDERSON,6
Atkinson,PEARSON CITY,Commissioner of Labor,,Republican,BRUCE THOMPSON,126
Atkinson,PEARSON CITY,DISTRICT ATTORNEY - ALAPAHA JUDICIAL CIRCUIT,,Republican,CHASE STUDSTILL,213
Atkinson,PEARSON CITY,Governor,,Democrat,STACEY ABRAMS,186
Atkinson,PEARSON CITY,Governor,,Libertarian,SHANE HAZEL,1
Atkinson,PEARSON CITY,Governor,,Republican,BRIAN KEMP,134
Atkinson,PEARSON CITY,Lieutenant Governor,,Democrat,CHARLIE BAILEY,160
Atkinson,PEARSON CITY,Lieutenant Governor,,Libertarian,RYAN GRAHAM,3
Atkinson,PEARSON CITY,Lieutenant Governor,,Republican,BURT JONES,126
Atkinson,PEARSON CITY,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,45
Atkinson,PEARSON CITY,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,224
Atkinson,PEARSON CITY,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,36
Atkinson,PEARSON CITY,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,247
Atkinson,PEARSON CITY,SPLOST,,,NO,96
Atkinson,PEARSON CITY,SPLOST,,,YES,188
Atkinson,PEARSON CITY,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,165
Atkinson,PEARSON CITY,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,132
Atkinson,PEARSON CITY,STATEWIDE REFERENDUM QUESTION 1,,,NO,106
Atkinson,PEARSON CITY,STATEWIDE REFERENDUM QUESTION 1,,,YES,173
Atkinson,PEARSON CITY,STATEWIDE REFERENDUM QUESTION 2,,,NO,101
Atkinson,PEARSON CITY,STATEWIDE REFERENDUM QUESTION 2,,,YES,175
Atkinson,PEARSON CITY,Secretary of State,,Democrat,BEE NGUYEN,153
Atkinson,PEARSON CITY,Secretary of State,,Libertarian,TED METZ,10
Atkinson,PEARSON CITY,Secretary of State,,Republican,BRAD RAFFENSPERGER,129
Atkinson,PEARSON CITY,State House,176,Republican,JAMES BURCHETT,198
Atkinson,PEARSON CITY,State Senate,008,Republican,RUSS GOODMAN,202
Atkinson,PEARSON CITY,U.S. House,008,Democrat,DARRIUS BUTLER,169
Atkinson,PEARSON CITY,U.S. House,008,Republican,AUSTIN SCOTT,130
Atkinson,PEARSON CITY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,193
Atkinson,PEARSON CITY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,188
Atkinson,PEARSON CITY,U.S. Senate,,Libertarian,CHASE OLIVER,3
Atkinson,PEARSON CITY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,126
Atkinson,PEARSON CITY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,108
Atkinson,PEARSON COUNTY,1% EDUCATIONAL SALES TAX,,,NO,381
Atkinson,PEARSON COUNTY,1% EDUCATIONAL SALES TAX,,,YES,543
Atkinson,PEARSON COUNTY,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",91
Atkinson,PEARSON COUNTY,Attorney General,,Libertarian,MARTIN COWEN,15
Atkinson,PEARSON COUNTY,Attorney General,,Republican,CHRIS CARR,820
Atkinson,PEARSON COUNTY,COUNTY BOE,003,Republican,MARK MCKINNON,372
Atkinson,PEARSON COUNTY,COUNTY COMMISSION CHAIRMAN,,OTHER,"JEREN ""JL"" FULLMORE",130
Atkinson,PEARSON COUNTY,COUNTY COMMISSION CHAIRMAN,,Republican,PARKER LILES,792
Atkinson,PEARSON COUNTY,COUNTY COMMISSIONER,002,Democrat,GLORIA J FARRELL,31
Atkinson,PEARSON COUNTY,COUNTY COMMISSIONER,004,Republican,"JOHNNY ""JD"" DURRANCE",300
Atkinson,PEARSON COUNTY,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,77
Atkinson,PEARSON COUNTY,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,9
Atkinson,PEARSON COUNTY,Commissioner of Agriculture,,Republican,TYLER HARPER,844
Atkinson,PEARSON COUNTY,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,88
Atkinson,PEARSON COUNTY,Commissioner of Insurance,,Republican,JOHN KING,834
Atkinson,PEARSON COUNTY,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",84
Atkinson,PEARSON COUNTY,Commissioner of Labor,,Libertarian,EMILY ANDERSON,14
Atkinson,PEARSON COUNTY,Commissioner of Labor,,Republican,BRUCE THOMPSON,824
Atkinson,PEARSON COUNTY,DISTRICT ATTORNEY - ALAPAHA JUDICIAL CIRCUIT,,Republican,CHASE STUDSTILL,865
Atkinson,PEARSON COUNTY,Governor,,Democrat,STACEY ABRAMS,82
Atkinson,PEARSON COUNTY,Governor,,Libertarian,SHANE HAZEL,3
Atkinson,PEARSON COUNTY,Governor,,Republican,BRIAN KEMP,864
Atkinson,PEARSON COUNTY,Lieutenant Governor,,Democrat,CHARLIE BAILEY,87
Atkinson,PEARSON COUNTY,Lieutenant Governor,,Libertarian,RYAN GRAHAM,8
Atkinson,PEARSON COUNTY,Lieutenant Governor,,Republican,BURT JONES,832
Atkinson,PEARSON COUNTY,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,109
Atkinson,PEARSON COUNTY,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,797
Atkinson,PEARSON COUNTY,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,103
Atkinson,PEARSON COUNTY,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,820
Atkinson,PEARSON COUNTY,SPLOST,,,NO,328
Atkinson,PEARSON COUNTY,SPLOST,,,YES,581
Atkinson,PEARSON COUNTY,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,85
Atkinson,PEARSON COUNTY,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,838
Atkinson,PEARSON COUNTY,STATEWIDE REFERENDUM QUESTION 1,,,NO,366
Atkinson,PEARSON COUNTY,STATEWIDE REFERENDUM QUESTION 1,,,YES,547
Atkinson,PEARSON COUNTY,STATEWIDE REFERENDUM QUESTION 2,,,NO,266
Atkinson,PEARSON COUNTY,STATEWIDE REFERENDUM QUESTION 2,,,YES,642
Atkinson,PEARSON COUNTY,Secretary of State,,Democrat,BEE NGUYEN,89
Atkinson,PEARSON COUNTY,Secretary of State,,Libertarian,TED METZ,31
Atkinson,PEARSON COUNTY,Secretary of State,,Republican,BRAD RAFFENSPERGER,794
Atkinson,PEARSON COUNTY,State House,176,Republican,JAMES BURCHETT,862
Atkinson,PEARSON COUNTY,State Senate,008,Republican,RUSS GOODMAN,864
Atkinson,PEARSON COUNTY,U.S. House,008,Democrat,DARRIUS BUTLER,86
Atkinson,PEARSON COUNTY,U.S. House,008,Republican,AUSTIN SCOTT,843
Atkinson,PEARSON COUNTY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,101
Atkinson,PEARSON COUNTY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,90
Atkinson,PEARSON COUNTY,U.S. Senate,,Libertarian,CHASE OLIVER,11
Atkinson,PEARSON COUNTY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,831
Atkinson,PEARSON COUNTY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,713
Atkinson,WILLACOOCHEE,1% EDUCATIONAL SALES TAX,,,NO,189
Atkinson,WILLACOOCHEE,1% EDUCATIONAL SALES TAX,,,YES,402
Atkinson,WILLACOOCHEE,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",179
Atkinson,WILLACOOCHEE,Attorney General,,Libertarian,MARTIN COWEN,13
Atkinson,WILLACOOCHEE,Attorney General,,Republican,CHRIS CARR,409
Atkinson,WILLACOOCHEE,COUNTY BOE,001,Republican,HAROLD D HODGES JR,316
Atkinson,WILLACOOCHEE,COUNTY BOE,003,Republican,MARK MCKINNON,182
Atkinson,WILLACOOCHEE,COUNTY COMMISSION CHAIRMAN,,OTHER,"JEREN ""JL"" FULLMORE",157
Atkinson,WILLACOOCHEE,COUNTY COMMISSION CHAIRMAN,,Republican,PARKER LILES,408
Atkinson,WILLACOOCHEE,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,167
Atkinson,WILLACOOCHEE,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,14
Atkinson,WILLACOOCHEE,Commissioner of Agriculture,,Republican,TYLER HARPER,420
Atkinson,WILLACOOCHEE,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,178
Atkinson,WILLACOOCHEE,Commissioner of Insurance,,Republican,JOHN KING,419
Atkinson,WILLACOOCHEE,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",177
Atkinson,WILLACOOCHEE,Commissioner of Labor,,Libertarian,EMILY ANDERSON,8
Atkinson,WILLACOOCHEE,Commissioner of Labor,,Republican,BRUCE THOMPSON,420
Atkinson,WILLACOOCHEE,DISTRICT ATTORNEY - ALAPAHA JUDICIAL CIRCUIT,,Republican,CHASE STUDSTILL,513
Atkinson,WILLACOOCHEE,Governor,,Democrat,STACEY ABRAMS,177
Atkinson,WILLACOOCHEE,Governor,,Libertarian,SHANE HAZEL,7
Atkinson,WILLACOOCHEE,Governor,,Republican,BRIAN KEMP,425
Atkinson,WILLACOOCHEE,Lieutenant Governor,,Democrat,CHARLIE BAILEY,173
Atkinson,WILLACOOCHEE,Lieutenant Governor,,Libertarian,RYAN GRAHAM,13
Atkinson,WILLACOOCHEE,Lieutenant Governor,,Republican,BURT JONES,415
Atkinson,WILLACOOCHEE,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,83
Atkinson,WILLACOOCHEE,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,487
Atkinson,WILLACOOCHEE,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,64
Atkinson,WILLACOOCHEE,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,521
Atkinson,WILLACOOCHEE,SPLOST,,,NO,149
Atkinson,WILLACOOCHEE,SPLOST,,,YES,433
Atkinson,WILLACOOCHEE,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,177
Atkinson,WILLACOOCHEE,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,425
Atkinson,WILLACOOCHEE,STATEWIDE REFERENDUM QUESTION 1,,,NO,192
Atkinson,WILLACOOCHEE,STATEWIDE REFERENDUM QUESTION 1,,,YES,379
Atkinson,WILLACOOCHEE,STATEWIDE REFERENDUM QUESTION 2,,,NO,147
Atkinson,WILLACOOCHEE,STATEWIDE REFERENDUM QUESTION 2,,,YES,427
Atkinson,WILLACOOCHEE,Secretary of State,,Democrat,BEE NGUYEN,159
Atkinson,WILLACOOCHEE,Secretary of State,,Libertarian,TED METZ,15
Atkinson,WILLACOOCHEE,Secretary of State,,Republican,BRAD RAFFENSPERGER,420
Atkinson,WILLACOOCHEE,State House,176,Republican,JAMES BURCHETT,500
Atkinson,WILLACOOCHEE,State Senate,008,Republican,RUSS GOODMAN,502
Atkinson,WILLACOOCHEE,U.S. House,008,Democrat,DARRIUS BUTLER,173
Atkinson,WILLACOOCHEE,U.S. House,008,Republican,AUSTIN SCOTT,425
Atkinson,WILLACOOCHEE,U.S. Senate,,Democrat,RAPHAEL WARNOCK,187
Atkinson,WILLACOOCHEE,U.S. Senate,,Democrat,RAPHAEL WARNOCK,190
Atkinson,WILLACOOCHEE,U.S. Senate,,Libertarian,CHASE OLIVER,8
Atkinson,WILLACOOCHEE,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,411
Atkinson,WILLACOOCHEE,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,378
Bacon,DOUGLAS,ALTAMAHA SOIL AND WATER DISTRICT SUPERVISOR,,NONPARTISAN,"ANDREW ""ANDY"" DOUGLAS",3158
Bacon,DOUGLAS,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",404
Bacon,DOUGLAS,Attorney General,,Libertarian,MARTIN COWEN,34
Bacon,DOUGLAS,Attorney General,,Republican,CHRIS CARR,3236
Bacon,DOUGLAS,CONSTITUTIONAL AMENDMENT #1,,,NO,486
Bacon,DOUGLAS,CONSTITUTIONAL AMENDMENT #1,,,YES,2978
Bacon,DOUGLAS,CONSTITUTIONAL AMENDMENT #2,,,NO,383
Bacon,DOUGLAS,CONSTITUTIONAL AMENDMENT #2,,,YES,3125
Bacon,DOUGLAS,COUNTY COMMISSION,004,Republican,COREY A TYRE,771
Bacon,DOUGLAS,COUNTY COMMISSION,003,Republican,LONANN L SWEAT,694
Bacon,DOUGLAS,COUNTY COMMISSION,006,Republican,SAMMY BOATRIGHT,861
Bacon,DOUGLAS,"COUNTY COMMISSION, CHAIR",,Republican,SHANE TAYLOR,3397
Bacon,DOUGLAS,COUNTY SOLICITOR,,Republican,JENNIFER CARVER,3367
Bacon,DOUGLAS,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,345
Bacon,DOUGLAS,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,22
Bacon,DOUGLAS,Commissioner of Agriculture,,Republican,TYLER HARPER,3329
Bacon,DOUGLAS,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,385
Bacon,DOUGLAS,Commissioner of Insurance,,Republican,JOHN KING,3263
Bacon,DOUGLAS,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",378
Bacon,DOUGLAS,Commissioner of Labor,,Libertarian,EMILY ANDERSON,46
Bacon,DOUGLAS,Commissioner of Labor,,Republican,BRUCE THOMPSON,3232
Bacon,DOUGLAS,DISTRICT ATTORNEY - WAYCROSS JUDICIAL CIRCUIT,,Republican,MARILYN BENNETT,3418
Bacon,DOUGLAS,Governor,,Democrat,STACEY ABRAMS,393
Bacon,DOUGLAS,Governor,,Libertarian,SHANE HAZEL,16
Bacon,DOUGLAS,Governor,,Republican,BRIAN KEMP,3312
Bacon,DOUGLAS,Lieutenant Governor,,Democrat,CHARLIE BAILEY,390
Bacon,DOUGLAS,Lieutenant Governor,,Libertarian,RYAN GRAHAM,49
Bacon,DOUGLAS,Lieutenant Governor,,Republican,BURT JONES,3228
Bacon,DOUGLAS,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,386
Bacon,DOUGLAS,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,3269
Bacon,DOUGLAS,STATEWIDE REFERENDUM A,,,NO,1193
Bacon,DOUGLAS,STATEWIDE REFERENDUM A,,,YES,2279
Bacon,DOUGLAS,STATEWIDE REFERENDUM B,,,NO,806
Bacon,DOUGLAS,STATEWIDE REFERENDUM B,,,YES,2652
Bacon,DOUGLAS,Secretary of State,,Democrat,BEE NGUYEN,357
Bacon,DOUGLAS,Secretary of State,,Libertarian,TED METZ,107
Bacon,DOUGLAS,Secretary of State,,Republican,BRAD RAFFENSPERGER,3176
Bacon,DOUGLAS,State House,178,Republican,STEVEN MEEKS,3417
Bacon,DOUGLAS,State Senate,019,Democrat,"MICHAEL ""BUCKLE"" MOORE",388
Bacon,DOUGLAS,State Senate,019,Republican,BLAKE TILLERY,3273
Bacon,DOUGLAS,U.S. House,001,Democrat,WADE HERRING,400
Bacon,DOUGLAS,U.S. House,001,Republican,"EARL L ""BUDDY"" CARTER",3303
Bacon,DOUGLAS,U.S. Senate,,Democrat,RAPHAEL WARNOCK,458
Bacon,DOUGLAS,U.S. Senate,,Democrat,RAPHAEL WARNOCK,441
Bacon,DOUGLAS,U.S. Senate,,Libertarian,CHASE OLIVER,48
Bacon,DOUGLAS,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,3204
Bacon,DOUGLAS,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,3047
Baker,ANNA,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",125
Baker,ANNA,Attorney General,,Libertarian,MARTIN COWEN,4
Baker,ANNA,Attorney General,,Republican,CHRIS CARR,148
Baker,ANNA,CONSTITUTIONAL AMENDMENT #1,,,NO,52
Baker,ANNA,CONSTITUTIONAL AMENDMENT #1,,,YES,214
Baker,ANNA,CONSTITUTIONAL AMENDMENT #2,,,NO,52
Baker,ANNA,CONSTITUTIONAL AMENDMENT #2,,,YES,216
Baker,ANNA,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,123
Baker,ANNA,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,5
Baker,ANNA,Commissioner of Agriculture,,Republican,TYLER HARPER,148
Baker,ANNA,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,128
Baker,ANNA,Commissioner of Insurance,,Republican,JOHN KING,144
Baker,ANNA,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",128
Baker,ANNA,Commissioner of Labor,,Libertarian,EMILY ANDERSON,5
Baker,ANNA,Commissioner of Labor,,Republican,BRUCE THOMPSON,141
Baker,ANNA,Governor,,Democrat,STACEY ABRAMS,139
Baker,ANNA,Governor,,Libertarian,SHANE HAZEL,0
Baker,ANNA,Governor,,Republican,BRIAN KEMP,146
Baker,ANNA,Lieutenant Governor,,Democrat,CHARLIE BAILEY,130
Baker,ANNA,Lieutenant Governor,,Libertarian,RYAN GRAHAM,3
Baker,ANNA,Lieutenant Governor,,Republican,BURT JONES,145
Baker,ANNA,SOIL AND WATER CONSERVATION COMMISSION - FLINT RIVER DISTRICT,,NONPARTISAN,KIER KLEPZIG,27
Baker,ANNA,SOIL AND WATER CONSERVATION COMMISSION - FLINT RIVER DISTRICT,,NONPARTISAN,SHANE KELLEY,220
Baker,ANNA,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,128
Baker,ANNA,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,145
Baker,ANNA,STATEWIDE REFERENDUM A,,,NO,107
Baker,ANNA,STATEWIDE REFERENDUM A,,,YES,158
Baker,ANNA,STATEWIDE REFERENDUM B,,,NO,81
Baker,ANNA,STATEWIDE REFERENDUM B,,,YES,183
Baker,ANNA,Secretary of State,,Democrat,BEE NGUYEN,125
Baker,ANNA,Secretary of State,,Libertarian,TED METZ,6
Baker,ANNA,Secretary of State,,Republican,BRAD RAFFENSPERGER,145
Baker,ANNA,State House,154,Democrat,JOHN HAYES,124
Baker,ANNA,State House,154,Republican,GERALD E GREENE,156
Baker,ANNA,State Senate,012,Democrat,FREDDIE POWELL SIMS,198
Baker,ANNA,U.S. House,002,Democrat,SANFORD BISHOP,151
Baker,ANNA,U.S. House,002,Republican,CHRIS WEST,133
Baker,ANNA,U.S. Senate,,Democrat,RAPHAEL WARNOCK,141
Baker,ANNA,U.S. Senate,,Democrat,RAPHAEL WARNOCK,131
Baker,ANNA,U.S. Senate,,Libertarian,CHASE OLIVER,2
Baker,ANNA,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,140
Baker,ANNA,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,133
Baker,ELMODEL,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",51
Baker,ELMODEL,Attorney General,,Libertarian,MARTIN COWEN,1
Baker,ELMODEL,Attorney General,,Republican,CHRIS CARR,143
Baker,ELMODEL,CONSTITUTIONAL AMENDMENT #1,,,NO,32
Baker,ELMODEL,CONSTITUTIONAL AMENDMENT #1,,,YES,149
Baker,ELMODEL,CONSTITUTIONAL AMENDMENT #2,,,NO,15
Baker,ELMODEL,CONSTITUTIONAL AMENDMENT #2,,,YES,167
Baker,ELMODEL,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,46
Baker,ELMODEL,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,4
Baker,ELMODEL,Commissioner of Agriculture,,Republican,TYLER HARPER,144
Baker,ELMODEL,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,50
Baker,ELMODEL,Commissioner of Insurance,,Republican,JOHN KING,143
Baker,ELMODEL,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",51
Baker,ELMODEL,Commissioner of Labor,,Libertarian,EMILY ANDERSON,1
Baker,ELMODEL,Commissioner of Labor,,Republican,BRUCE THOMPSON,143
Baker,ELMODEL,Governor,,Democrat,STACEY ABRAMS,47
