county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Cobb,Chestnut Ridge 01,State House,45,Democrat,James Dustin McCormick,134,40,6,0
Cobb,Dickerson 01,State House,45,Democrat,James Dustin McCormick,72,87,14,0
Cobb,Dodgen 01,State House,45,Democrat,James Dustin McCormick,91,40,3,0
Cobb,Hightower 01,State House,45,Democrat,James Dustin McCormick,132,67,22,0
Cobb,Mt. Bethel 01,State House,45,Democrat,James Dustin McCormick,108,97,19,0
Cobb,Mt. Bethel 03,State House,45,Democrat,James Dustin McCormick,50,60,11,0
Cobb,Murdock 01,State House,45,Democrat,James Dustin McCormick,152,67,20,0
Cobb,Pope 01,State House,45,Democrat,James Dustin McCormick,30,8,1,0
Cobb,Roswell 01,State House,45,Democrat,James Dustin McCormick,192,86,15,0
Cobb,Roswell 02,State House,45,Democrat,James Dustin McCormick,162,70,9,0
Cobb,Sewell Mill 01,State House,45,Democrat,James Dustin McCormick,53,14,3,0
Cobb,Timber Ridge 01,State House,45,Democrat,James Dustin McCormick,105,56,12,1
Fulton,SS19A,State House,45,Democrat,James Dustin McCormick,14,15,0,0
Fulton,SS22,State House,45,Democrat,James Dustin McCormick,9,12,0,0
Cobb,Chestnut Ridge 01,State House,45,Republican,Mitchell Kaye,274,22,7,0
Cobb,Dickerson 01,State House,45,Republican,Mitchell Kaye,113,59,6,0
Cobb,Dodgen 01,State House,45,Republican,Mitchell Kaye,142,37,10,0
Cobb,Hightower 01,State House,45,Republican,Mitchell Kaye,185,28,16,0
Cobb,Mt. Bethel 01,State House,45,Republican,Mitchell Kaye,194,84,8,4
Cobb,Mt. Bethel 03,State House,45,Republican,Mitchell Kaye,84,75,6,0
Cobb,Murdock 01,State House,45,Republican,Mitchell Kaye,232,48,14,2
Cobb,Pope 01,State House,45,Republican,Mitchell Kaye,55,10,6,0
Cobb,Roswell 01,State House,45,Republican,Mitchell Kaye,298,36,19,1
Cobb,Roswell 02,State House,45,Republican,Mitchell Kaye,319,67,16,1
Cobb,Sewell Mill 01,State House,45,Republican,Mitchell Kaye,92,18,2,0
Cobb,Timber Ridge 01,State House,45,Republican,Mitchell Kaye,139,36,6,0
Fulton,SS19A,State House,45,Republican,Mitchell Kaye,15,7,0,0
Fulton,SS22,State House,45,Republican,Mitchell Kaye,22,0,0,0
