county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Forsyth,,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,1785,23,967,795,0
Forsyth,05 Coal Mountain,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,52,0,43,9,0
Forsyth,07 Cumming,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,179,9,60,110,0
Forsyth,10 Midway,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,605,3,293,309,0
Forsyth,15 Heardsville,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,216,1,155,60,0
Forsyth,16 Otwell,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,383,6,208,169,0
Forsyth,29 Polo,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,350,4,208,138,0
Forsyth,,State Representative,24,R,WILL KREMER,171,2,96,73,0
Forsyth,05 Coal Mountain,State Representative,24,R,WILL KREMER,13,0,10,3,0
Forsyth,07 Cumming,State Representative,24,R,WILL KREMER,25,2,4,19,0
Forsyth,10 Midway,State Representative,24,R,WILL KREMER,54,0,32,22,0
Forsyth,15 Heardsville,State Representative,24,R,WILL KREMER,10,0,5,5,0
Forsyth,16 Otwell,State Representative,24,R,WILL KREMER,40,0,22,18,0
Forsyth,29 Polo,State Representative,24,R,WILL KREMER,29,0,23,6,0
Forsyth,,State Representative,24,R,ETHAN UNDERWOOD,739,6,366,367,0
Forsyth,05 Coal Mountain,State Representative,24,R,ETHAN UNDERWOOD,48,0,31,17,0
Forsyth,07 Cumming,State Representative,24,R,ETHAN UNDERWOOD,103,3,29,71,0
Forsyth,10 Midway,State Representative,24,R,ETHAN UNDERWOOD,168,0,84,84,0
Forsyth,15 Heardsville,State Representative,24,R,ETHAN UNDERWOOD,123,0,72,51,0
Forsyth,16 Otwell,State Representative,24,R,ETHAN UNDERWOOD,167,3,74,90,0
Forsyth,29 Polo,State Representative,24,R,ETHAN UNDERWOOD,130,0,76,54,0
Forsyth,,State Representative,24,R,DAVID M. VAN SANT,878,6,602,269,1
Forsyth,05 Coal Mountain,State Representative,24,R,DAVID M. VAN SANT,51,1,39,11,0
Forsyth,07 Cumming,State Representative,24,R,DAVID M. VAN SANT,72,4,31,37,0
Forsyth,10 Midway,State Representative,24,R,DAVID M. VAN SANT,338,0,217,121,0
Forsyth,15 Heardsville,State Representative,24,R,DAVID M. VAN SANT,123,0,99,24,0
Forsyth,16 Otwell,State Representative,24,R,DAVID M. VAN SANT,179,1,125,52,1
Forsyth,29 Polo,State Representative,24,R,DAVID M. VAN SANT,115,0,91,24,0
Forsyth,,City Council,,,ROGER L. CROW,88,8,22,58,0
Forsyth,07 Cumming,City Council,,,ROGER L. CROW,88,8,22,58,0
Forsyth,,City Council,,,LINDA LEDBETTER,98,9,22,67,0
Forsyth,07 Cumming,City Council,,,LINDA LEDBETTER,98,9,22,67,0
Forsyth,,City Council,,,JULIE TRESSLER,88,2,46,40,0
Forsyth,07 Cumming,City Council,,,JULIE TRESSLER,88,2,46,40,0
Forsyth,,City Council,,,CHARLES WELCH JR.,117,1,38,78,0
Forsyth,07 Cumming,City Council,,,CHARLES WELCH JR.,117,1,38,78,0
county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Fulton,,State Representative,55,D,ALYSIA BROWN,181,2,160,19,0
Fulton,03H,State Representative,55,D,ALYSIA BROWN,1,0,1,0,0
Fulton,03M,State Representative,55,D,ALYSIA BROWN,1,0,1,0,0
Fulton,03S,State Representative,55,D,ALYSIA BROWN,0,0,0,0,0
Fulton,06L2,State Representative,55,D,ALYSIA BROWN,0,0,0,0,0
Fulton,06N,State Representative,55,D,ALYSIA BROWN,1,0,0,1,0
Fulton,07J,State Representative,55,D,ALYSIA BROWN,1,0,1,0,0
Fulton,08K,State Representative,55,D,ALYSIA BROWN,0,0,0,0,0
Fulton,08L,State Representative,55,D,ALYSIA BROWN,0,0,0,0,0
Fulton,08P,State Representative,55,D,ALYSIA BROWN,0,0,0,0,0
Fulton,09G2,State Representative,55,D,ALYSIA BROWN,2,1,1,0,0
Fulton,09H,State Representative,55,D,ALYSIA BROWN,1,0,1,0,0
Fulton,09I,State Representative,55,D,ALYSIA BROWN,1,0,1,0,0
Fulton,10B,State Representative,55,D,ALYSIA BROWN,9,1,7,1,0
Fulton,10H,State Representative,55,D,ALYSIA BROWN,5,0,2,3,0
Fulton,10L,State Representative,55,D,ALYSIA BROWN,13,0,12,1,0
Fulton,11B,State Representative,55,D,ALYSIA BROWN,65,0,55,10,0
Fulton,11C,State Representative,55,D,ALYSIA BROWN,19,0,18,1,0
Fulton,11E,State Representative,55,D,ALYSIA BROWN,4,0,4,0,0
Fulton,11M,State Representative,55,D,ALYSIA BROWN,14,0,14,0,0
Fulton,11N,State Representative,55,D,ALYSIA BROWN,23,0,23,0,0
Fulton,11P,State Representative,55,D,ALYSIA BROWN,8,0,8,0,0
Fulton,SC02,State Representative,55,D,ALYSIA BROWN,7,0,6,1,0
Fulton,SC30A,State Representative,55,D,ALYSIA BROWN,1,0,0,1,0
Fulton,SC30B,State Representative,55,D,ALYSIA BROWN,5,0,5,0,0
Fulton,,State Representative,55,D,MIKE FITZGERALD,619,104,464,50,1
Fulton,03H,State Representative,55,D,MIKE FITZGERALD,1,0,0,1,0
Fulton,03M,State Representative,55,D,MIKE FITZGERALD,22,1,19,1,1
Fulton,03S,State Representative,55,D,MIKE FITZGERALD,1,0,1,0,0
Fulton,06L2,State Representative,55,D,MIKE FITZGERALD,35,7,27,1,0
Fulton,06N,State Representative,55,D,MIKE FITZGERALD,82,23,56,3,0
Fulton,07J,State Representative,55,D,MIKE FITZGERALD,79,12,61,6,0
Fulton,08K,State Representative,55,D,MIKE FITZGERALD,36,7,25,4,0
Fulton,08L,State Representative,55,D,MIKE FITZGERALD,78,15,52,11,0
Fulton,08P,State Representative,55,D,MIKE FITZGERALD,48,12,34,2,0
Fulton,09G2,State Representative,55,D,MIKE FITZGERALD,95,24,65,6,0
Fulton,09H,State Representative,55,D,MIKE FITZGERALD,31,2,26,3,0
Fulton,09I,State Representative,55,D,MIKE FITZGERALD,1,0,1,0,0
Fulton,10B,State Representative,55,D,MIKE FITZGERALD,1,0,1,0,0
Fulton,10H,State Representative,55,D,MIKE FITZGERALD,1,0,1,0,0
Fulton,10L,State Representative,55,D,MIKE FITZGERALD,15,0,15,0,0
Fulton,11B,State Representative,55,D,MIKE FITZGERALD,20,0,19,1,0
Fulton,11C,State Representative,55,D,MIKE FITZGERALD,14,0,10,4,0
Fulton,11E,State Representative,55,D,MIKE FITZGERALD,4,0,4,0,0
Fulton,11M,State Representative,55,D,MIKE FITZGERALD,10,1,9,0,0
Fulton,11N,State Representative,55,D,MIKE FITZGERALD,12,0,7,5,0
Fulton,11P,State Representative,55,D,MIKE FITZGERALD,5,0,5,0,0
Fulton,SC02,State Representative,55,D,MIKE FITZGERALD,19,0,17,2,0
Fulton,SC30A,State Representative,55,D,MIKE FITZGERALD,0,0,0,0,0
Fulton,SC30B,State Representative,55,D,MIKE FITZGERALD,9,0,9,0,0
Fulton,,State Representative,55,,JOHN GUEST,226,38,166,22,0
Fulton,03H,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,03M,State Representative,55,,JOHN GUEST,4,0,4,0,0
Fulton,03S,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,06L2,State Representative,55,,JOHN GUEST,20,5,13,2,0
Fulton,06N,State Representative,55,,JOHN GUEST,59,12,40,7,0
Fulton,07J,State Representative,55,,JOHN GUEST,38,9,27,2,0
Fulton,08K,State Representative,55,,JOHN GUEST,11,1,10,0,0
Fulton,08L,State Representative,55,,JOHN GUEST,56,7,39,10,0
Fulton,08P,State Representative,55,,JOHN GUEST,14,2,12,0,0
Fulton,09G2,State Representative,55,,JOHN GUEST,10,2,7,1,0
Fulton,09H,State Representative,55,,JOHN GUEST,2,0,2,0,0
Fulton,09I,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,10B,State Representative,55,,JOHN GUEST,1,0,1,0,0
Fulton,10H,State Representative,55,,JOHN GUEST,1,0,1,0,0
Fulton,10L,State Representative,55,,JOHN GUEST,1,0,1,0,0
Fulton,11B,State Representative,55,,JOHN GUEST,2,0,2,0,0
Fulton,11C,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,11E,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,11M,State Representative,55,,JOHN GUEST,1,0,1,0,0
Fulton,11N,State Representative,55,,JOHN GUEST,3,0,3,0,0
Fulton,11P,State Representative,55,,JOHN GUEST,1,0,1,0,0
Fulton,SC02,State Representative,55,,JOHN GUEST,2,0,2,0,0
Fulton,SC30A,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,SC30B,State Representative,55,,JOHN GUEST,0,0,0,0,0
Fulton,,State Representative,55,D,MARIE ROBINSON METZE,842,13,740,88,1
Fulton,03H,State Representative,55,D,MARIE ROBINSON METZE,14,0,14,0,0
Fulton,03M,State Representative,55,D,MARIE ROBINSON METZE,0,0,0,0,0
Fulton,03S,State Representative,55,D,MARIE ROBINSON METZE,8,0,8,0,0
Fulton,06L2,State Representative,55,D,MARIE ROBINSON METZE,0,0,0,0,0
Fulton,06N,State Representative,55,D,MARIE ROBINSON METZE,1,0,0,1,0
Fulton,07J,State Representative,55,D,MARIE ROBINSON METZE,5,1,3,1,0
Fulton,08K,State Representative,55,D,MARIE ROBINSON METZE,1,0,1,0,0
Fulton,08L,State Representative,55,D,MARIE ROBINSON METZE,15,0,13,2,0
Fulton,08P,State Representative,55,D,MARIE ROBINSON METZE,1,0,1,0,0
Fulton,09G2,State Representative,55,D,MARIE ROBINSON METZE,2,0,2,0,0
Fulton,09H,State Representative,55,D,MARIE ROBINSON METZE,0,0,0,0,0
Fulton,09I,State Representative,55,D,MARIE ROBINSON METZE,8,0,8,0,0
Fulton,10B,State Representative,55,D,MARIE ROBINSON METZE,28,1,26,1,0
Fulton,10H,State Representative,55,D,MARIE ROBINSON METZE,61,1,58,2,0
Fulton,10L,State Representative,55,D,MARIE ROBINSON METZE,174,5,153,16,0
Fulton,11B,State Representative,55,D,MARIE ROBINSON METZE,113,1,95,17,0
Fulton,11C,State Representative,55,D,MARIE ROBINSON METZE,92,0,73,19,0
Fulton,11E,State Representative,55,D,MARIE ROBINSON METZE,22,0,21,1,0
Fulton,11M,State Representative,55,D,MARIE ROBINSON METZE,91,2,83,6,0
Fulton,11N,State Representative,55,D,MARIE ROBINSON METZE,71,1,64,6,0
Fulton,11P,State Representative,55,D,MARIE ROBINSON METZE,45,0,44,1,0
Fulton,SC02,State Representative,55,D,MARIE ROBINSON METZE,63,1,50,11,1
Fulton,SC30A,State Representative,55,D,MARIE ROBINSON METZE,3,0,1,2,0
Fulton,SC30B,State Representative,55,D,MARIE ROBINSON METZE,24,0,22,2,0
Fulton,,State Representative,55,D,RAGHU R. RAJU,50,5,35,10,0
Fulton,03H,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,03M,State Representative,55,D,RAGHU R. RAJU,3,0,3,0,0
Fulton,03S,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,06L2,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,06N,State Representative,55,D,RAGHU R. RAJU,2,0,1,1,0
Fulton,07J,State Representative,55,D,RAGHU R. RAJU,3,0,2,1,0
Fulton,08K,State Representative,55,D,RAGHU R. RAJU,4,2,2,0,0
Fulton,08L,State Representative,55,D,RAGHU R. RAJU,23,3,15,5,0
Fulton,08P,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,09G2,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,09H,State Representative,55,D,RAGHU R. RAJU,5,0,5,0,0
Fulton,09I,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,10B,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,10H,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,10L,State Representative,55,D,RAGHU R. RAJU,1,0,0,1,0
Fulton,11B,State Representative,55,D,RAGHU R. RAJU,1,0,0,1,0
Fulton,11C,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,11E,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,11M,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,11N,State Representative,55,D,RAGHU R. RAJU,1,0,0,1,0
Fulton,11P,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,SC02,State Representative,55,D,RAGHU R. RAJU,1,0,1,0,0
Fulton,SC30A,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,SC30B,State Representative,55,D,RAGHU R. RAJU,0,0,0,0,0
Fulton,,State Representative,55,D,SHELITHA RENEE ROBERTSON,851,11,745,95,0
Fulton,03H,State Representative,55,D,SHELITHA RENEE ROBERTSON,3,0,1,2,0
Fulton,03M,State Representative,55,D,SHELITHA RENEE ROBERTSON,4,0,4,0,0
Fulton,03S,State Representative,55,D,SHELITHA RENEE ROBERTSON,9,0,8,1,0
Fulton,06L2,State Representative,55,D,SHELITHA RENEE ROBERTSON,6,0,5,1,0
Fulton,06N,State Representative,55,D,SHELITHA RENEE ROBERTSON,7,0,7,0,0
Fulton,07J,State Representative,55,D,SHELITHA RENEE ROBERTSON,12,0,8,4,0
Fulton,08K,State Representative,55,D,SHELITHA RENEE ROBERTSON,1,0,1,0,0
Fulton,08L,State Representative,55,D,SHELITHA RENEE ROBERTSON,8,0,8,0,0
Fulton,08P,State Representative,55,D,SHELITHA RENEE ROBERTSON,7,1,6,0,0
Fulton,09G2,State Representative,55,D,SHELITHA RENEE ROBERTSON,4,1,3,0,0
Fulton,09H,State Representative,55,D,SHELITHA RENEE ROBERTSON,2,0,2,0,0
Fulton,09I,State Representative,55,D,SHELITHA RENEE ROBERTSON,9,0,9,0,0
Fulton,10B,State Representative,55,D,SHELITHA RENEE ROBERTSON,42,0,30,12,0
Fulton,10H,State Representative,55,D,SHELITHA RENEE ROBERTSON,38,0,34,4,0
Fulton,10L,State Representative,55,D,SHELITHA RENEE ROBERTSON,130,0,125,5,0
Fulton,11B,State Representative,55,D,SHELITHA RENEE ROBERTSON,142,1,132,9,0
Fulton,11C,State Representative,55,D,SHELITHA RENEE ROBERTSON,80,2,60,18,0
Fulton,11E,State Representative,55,D,SHELITHA RENEE ROBERTSON,24,0,24,0,0
Fulton,11M,State Representative,55,D,SHELITHA RENEE ROBERTSON,67,2,61,4,0
Fulton,11N,State Representative,55,D,SHELITHA RENEE ROBERTSON,90,0,84,6,0
Fulton,11P,State Representative,55,D,SHELITHA RENEE ROBERTSON,46,1,41,4,0
Fulton,SC02,State Representative,55,D,SHELITHA RENEE ROBERTSON,75,2,64,9,0
Fulton,SC30A,State Representative,55,D,SHELITHA RENEE ROBERTSON,8,0,4,4,0
Fulton,SC30B,State Representative,55,D,SHELITHA RENEE ROBERTSON,37,1,24,12,0
