county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,2858,1426,56,1371,5
Forsyth,State Representative,24,R,SHERI SMALLWOOD GILLIGAN,2858,1426,56,1371,5
,State Representative,24,R,DAVID M. VAN SANT,947,650,7,290,0
Forsyth,State Representative,24,R,DAVID M. VAN SANT,947,650,7,290,0
,State Representative,55,D,MARIE ROBINSON METZE,1421,1178,27,215,1
Fulton,State Representative,55,D,MARIE ROBINSON METZE,1421,1178,27,215,1
,State Representative,55,D,SHELITHA RENEE ROBERTSON,1020,885,21,112,2
Fulton,State Representative,55,D,SHELITHA RENEE ROBERTSON,1020,885,21,112,2
