county,office,district,party,candidate,votes
APPLING,U.S. Senate,,Democrat,Denise Majette,271
ATKINSON,U.S. Senate,,Democrat,Denise Majette,113
BACON,U.S. Senate,,Democrat,Denise Majette,24
BAKER,U.S. Senate,,Democrat,Denise Majette,67
BALDWIN,U.S. Senate,,Democrat,Denise Majette,544
BANKS,U.S. Senate,,Democrat,Denise Majette,263
BARROW,U.S. Senate,,Democrat,Denise Majette,119
BARTOW,U.S. Senate,,Democrat,Denise Majette,376
BEN HILL,U.S. Senate,,Democrat,Denise Majette,1056
BERRIEN,U.S. Senate,,Democrat,Denise Majette,73
BIBB,U.S. Senate,,Democrat,Denise Majette,5877
BLECKLEY,U.S. Senate,,Democrat,Denise Majette,74
BRANTLEY,U.S. Senate,,Democrat,Denise Majette,436
BROOKS,U.S. Senate,,Democrat,Denise Majette,54
BRYAN,U.S. Senate,,Democrat,Denise Majette,72
BULLOCH,U.S. Senate,,Democrat,Denise Majette,241
BURKE,U.S. Senate,,Democrat,Denise Majette,274
BUTTS,U.S. Senate,,Democrat,Denise Majette,816
CALHOUN,U.S. Senate,,Democrat,Denise Majette,97
CAMDEN,U.S. Senate,,Democrat,Denise Majette,40
CANDLER,U.S. Senate,,Democrat,Denise Majette,43
CARROLL,U.S. Senate,,Democrat,Denise Majette,536
CATOOSA,U.S. Senate,,Democrat,Denise Majette,83
CHARLTON,U.S. Senate,,Democrat,Denise Majette,56
CHATHAM,U.S. Senate,,Democrat,Denise Majette,3416
CHATTAHOOCHEE,U.S. Senate,,Democrat,Denise Majette,138
CHATTOOGA,U.S. Senate,,Democrat,Denise Majette,1517
CHEROKEE,U.S. Senate,,Democrat,Denise Majette,430
CLARKE,U.S. Senate,,Democrat,Denise Majette,4326
CLAY,U.S. Senate,,Democrat,Denise Majette,44
CLAYTON,U.S. Senate,,Democrat,Denise Majette,6668
CLINCH,U.S. Senate,,Democrat,Denise Majette,68
COBB,U.S. Senate,,Democrat,Denise Majette,6670
COFFEE,U.S. Senate,,Democrat,Denise Majette,1044
COLQUITT,U.S. Senate,,Democrat,Denise Majette,492
COLUMBIA,U.S. Senate,,Democrat,Denise Majette,279
COOK,U.S. Senate,,Democrat,Denise Majette,155
COWETA,U.S. Senate,,Democrat,Denise Majette,740
CRAWFORD,U.S. Senate,,Democrat,Denise Majette,441
CRISP,U.S. Senate,,Democrat,Denise Majette,63
DADE,U.S. Senate,,Democrat,Denise Majette,32
DAWSON,U.S. Senate,,Democrat,Denise Majette,36
DECATUR,U.S. Senate,,Democrat,Denise Majette,169
DEKALB,U.S. Senate,,Democrat,Denise Majette,37418
DODGE,U.S. Senate,,Democrat,Denise Majette,1454
DOOLY,U.S. Senate,,Democrat,Denise Majette,78
DOUGHERTY,U.S. Senate,,Democrat,Denise Majette,3307
DOUGLAS,U.S. Senate,,Democrat,Denise Majette,991
EARLY,U.S. Senate,,Democrat,Denise Majette,339
ECHOLS,U.S. Senate,,Democrat,Denise Majette,7
