county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Appling,1B,President,,Democrat,Amy Klobuchar,0,0,1,0
Appling,1C,President,,Democrat,Amy Klobuchar,0,0,1,0
Appling,2,President,,Democrat,Amy Klobuchar,1,0,0,0
Appling,3A1,President,,Democrat,Amy Klobuchar,0,0,0,0
Appling,3C,President,,Democrat,Amy Klobuchar,0,0,0,0
Appling,4B,President,,Democrat,Amy Klobuchar,0,0,0,0
Appling,4D,President,,Democrat,Amy Klobuchar,0,1,0,0
Appling,5A,President,,Democrat,Amy Klobuchar,0,0,0,0
Appling,5B,President,,Democrat,Amy Klobuchar,0,0,0,0
Atkinson,Axson,President,,Democrat,Amy Klobuchar,0,0,0,0
Atkinson,Pearson City,President,,Democrat,Amy Klobuchar,0,0,0,0
Atkinson,Pearson County,President,,Democrat,Amy Klobuchar,0,0,0,0
Atkinson,Willacoochee,President,,Democrat,Amy Klobuchar,0,0,0,0
Bacon,Douglas,President,,Democrat,Amy Klobuchar,1,0,0,0
Baker,Anna,President,,Democrat,Amy Klobuchar,1,0,0,0
Baker,Elmodel,President,,Democrat,Amy Klobuchar,1,0,0,0
Baker,Hoggards Mill,President,,Democrat,Amy Klobuchar,0,2,0,0
Baker,Milford,President,,Democrat,Amy Klobuchar,0,0,1,0
Baker,Newton,President,,Democrat,Amy Klobuchar,1,1,1,0
Baldwin,Boddie,President,,Democrat,Amy Klobuchar,0,0,0,0
Baldwin,City Hall Annex,President,,Democrat,Amy Klobuchar,0,1,0,0
Baldwin,Coopers,President,,Democrat,Amy Klobuchar,0,0,0,0
Baldwin,Courthouse,President,,Democrat,Amy Klobuchar,0,0,0,0
Baldwin,East Baldwin,President,,Democrat,Amy Klobuchar,0,0,1,0
Baldwin,East Hardwick,President,,Democrat,Amy Klobuchar,1,0,0,0
Baldwin,Fire Dept,President,,Democrat,Amy Klobuchar,1,0,0,0
Baldwin,Meriweather,President,,Democrat,Amy Klobuchar,1,0,0,0
Baldwin,North Baldwin,President,,Democrat,Amy Klobuchar,1,1,1,0
Baldwin,North Milledgeville,President,,Democrat,Amy Klobuchar,0,0,0,0
Baldwin,Scottsboro,President,,Democrat,Amy Klobuchar,1,0,0,0
Baldwin,South Milledgeville,President,,Democrat,Amy Klobuchar,0,0,0,0
Baldwin,West Baldwin,President,,Democrat,Amy Klobuchar,0,1,0,0
Baldwin,West Hardwick,President,,Democrat,Amy Klobuchar,1,0,0,0
Banks,Anderson,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Baldwin,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Berlin,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Bushville,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Columbia,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Davids,President,,Democrat,Amy Klobuchar,0,0,1,0
Banks,Golden Hill,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Grove River,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Hollingsworth,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Homer,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Poplar Springs,President,,Democrat,Amy Klobuchar,0,0,1,0
Banks,Washington,President,,Democrat,Amy Klobuchar,0,0,0,0
Banks,Wilmonts,President,,Democrat,Amy Klobuchar,0,0,1,0
Barrow,01 Bethlehem Community Center,President,,Democrat,Amy Klobuchar,1,0,1,0
Barrow,02 Bethlehem Church - 211,President,,Democrat,Amy Klobuchar,0,0,0,0
Barrow,03 Hmong New Hope Alliance Church,President,,Democrat,Amy Klobuchar,2,0,2,0
Barrow,04 Covenant Life Sanctuary,President,,Democrat,Amy Klobuchar,1,0,0,0
Barrow,05 Fire Station 1 (Statham),President,,Democrat,Amy Klobuchar,2,0,2,0
Barrow,08 First Baptist Church Winder,President,,Democrat,Amy Klobuchar,1,0,1,0
Barrow,13 Winder Community Center,President,,Democrat,Amy Klobuchar,1,0,2,0
Barrow,16 The Church at Winder,President,,Democrat,Amy Klobuchar,0,0,1,0
Bartow,Adairsville,President,,Democrat,Amy Klobuchar,0,0,0,0
Bartow,Allatoona,President,,Democrat,Amy Klobuchar,1,0,2,0
Bartow,Cartersville East,President,,Democrat,Amy Klobuchar,0,0,1,0
Bartow,Cartersville West,President,,Democrat,Amy Klobuchar,0,0,5,0
Bartow,Cassville,President,,Democrat,Amy Klobuchar,1,0,1,0
Bartow,Center,President,,Democrat,Amy Klobuchar,0,0,1,0
Bartow,Emerson,President,,Democrat,Amy Klobuchar,0,0,0,0
Bartow,Euharlee,President,,Democrat,Amy Klobuchar,3,0,0,0
Bartow,Folsom,President,,Democrat,Amy Klobuchar,0,0,0,0
