county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Colquitt,Bridgecreek,State House,171,Democrat,Jewell Howard,3,0,0,0
Colquitt,Doerun,State House,171,Democrat,Jewell Howard,25,2,0,0
Colquitt,Funston,State House,171,Democrat,Jewell Howard,15,1,0,0
Colquitt,Hamilton,State House,171,Democrat,Jewell Howard,4,2,0,0
Colquitt,Hartsfield,State House,171,Democrat,Jewell Howard,0,2,0,0
Colquitt,Millcreek,State House,171,Democrat,Jewell Howard,1,2,0,0
Colquitt,Monk,State House,171,Democrat,Jewell Howard,11,5,0,0
Colquitt,Thigpen,State House,171,Democrat,Jewell Howard,6,0,0,0
Decatur,Brinson,State House,171,Democrat,Jewell Howard,7,6,0,0
Decatur,Coliseum,State House,171,Democrat,Jewell Howard,95,38,0,1
Decatur,Fairgrounds,State House,171,Democrat,Jewell Howard,77,32,4,0
Decatur,Mt Pleasant,State House,171,Democrat,Jewell Howard,3,3,0,1
Decatur,West Bainbridge,State House,171,Democrat,Jewell Howard,74,13,2,1
Mitchell,Baconton,State House,171,Democrat,Jewell Howard,82,30,7,0
Mitchell,Branchville,State House,171,Democrat,Jewell Howard,5,13,1,0
Mitchell,Camilla North,State House,171,Democrat,Jewell Howard,212,153,21,1
Mitchell,Camilla South,State House,171,Democrat,Jewell Howard,172,184,18,0
Mitchell,Cotton,State House,171,Democrat,Jewell Howard,0,1,0,0
Mitchell,Hinsonton,State House,171,Democrat,Jewell Howard,1,0,0,0
Mitchell,Hopeful,State House,171,Democrat,Jewell Howard,9,8,1,0
Mitchell,Lester,State House,171,Democrat,Jewell Howard,21,25,2,0
Mitchell,Pebble City,State House,171,Democrat,Jewell Howard,3,2,0,0
Mitchell,Pelham,State House,171,Democrat,Jewell Howard,110,77,11,0
Mitchell,Sale City,State House,171,Democrat,Jewell Howard,16,2,0,0
Colquitt,Bridgecreek,State House,171,Republican,Joe Campbell,75,37,0,1
Colquitt,Doerun,State House,171,Republican,Joe Campbell,55,2,1,0
Colquitt,Funston,State House,171,Republican,Joe Campbell,141,12,3,0
Colquitt,Hamilton,State House,171,Republican,Joe Campbell,68,11,2,0
Colquitt,Hartsfield,State House,171,Republican,Joe Campbell,63,6,0,0
Colquitt,Millcreek,State House,171,Republican,Joe Campbell,24,9,0,0
Colquitt,Monk,State House,171,Republican,Joe Campbell,77,20,0,0
Colquitt,Thigpen,State House,171,Republican,Joe Campbell,32,1,2,0
Decatur,Brinson,State House,171,Republican,Joe Campbell,33,4,0,1
Decatur,Coliseum,State House,171,Republican,Joe Campbell,137,108,0,0
Decatur,Fairgrounds,State House,171,Republican,Joe Campbell,54,33,2,0
Decatur,Mt Pleasant,State House,171,Republican,Joe Campbell,61,11,4,0
Decatur,West Bainbridge,State House,171,Republican,Joe Campbell,48,34,1,0
Mitchell,Baconton,State House,171,Republican,Joe Campbell,69,31,0,1
Mitchell,Branchville,State House,171,Republican,Joe Campbell,98,56,0,0
Mitchell,Camilla North,State House,171,Republican,Joe Campbell,26,88,2,0
Mitchell,Camilla South,State House,171,Republican,Joe Campbell,123,427,34,0
Mitchell,Cotton,State House,171,Republican,Joe Campbell,70,10,0,0
Mitchell,Hinsonton,State House,171,Republican,Joe Campbell,56,3,0,0
Mitchell,Hopeful,State House,171,Republican,Joe Campbell,36,30,3,0
Mitchell,Lester,State House,171,Republican,Joe Campbell,84,48,2,0
Mitchell,Pebble City,State House,171,Republican,Joe Campbell,49,14,3,0
Mitchell,Pelham,State House,171,Republican,Joe Campbell,135,108,2,0
Mitchell,Sale City,State House,171,Republican,Joe Campbell,38,11,2,0
Colquitt,Bridgecreek,State House,171,Republican,Tommy Akridge,23,3,0,0
Colquitt,Doerun,State House,171,Republican,Tommy Akridge,13,2,0,0
Colquitt,Funston,State House,171,Republican,Tommy Akridge,19,1,0,0
Colquitt,Hamilton,State House,171,Republican,Tommy Akridge,7,1,0,0
Colquitt,Hartsfield,State House,171,Republican,Tommy Akridge,8,2,0,0
Colquitt,Millcreek,State House,171,Republican,Tommy Akridge,11,2,0,0
Colquitt,Monk,State House,171,Republican,Tommy Akridge,27,1,0,0
Colquitt,Thigpen,State House,171,Republican,Tommy Akridge,4,1,0,0
Decatur,Brinson,State House,171,Republican,Tommy Akridge,19,6,0,0
Decatur,Coliseum,State House,171,Republican,Tommy Akridge,43,24,0,0
Decatur,Fairgrounds,State House,171,Republican,Tommy Akridge,24,12,0,0
Decatur,Mt Pleasant,State House,171,Republican,Tommy Akridge,9,0,0,0
Decatur,West Bainbridge,State House,171,Republican,Tommy Akridge,14,6,0,0
Mitchell,Baconton,State House,171,Republican,Tommy Akridge,6,2,0,0
Mitchell,Branchville,State House,171,Republican,Tommy Akridge,15,9,0,0
Mitchell,Camilla North,State House,171,Republican,Tommy Akridge,3,3,0,0
Mitchell,Camilla South,State House,171,Republican,Tommy Akridge,6,5,0,0
Mitchell,Cotton,State House,171,Republican,Tommy Akridge,11,0,0,0
Mitchell,Hinsonton,State House,171,Republican,Tommy Akridge,5,1,0,0
Mitchell,Hopeful,State House,171,Republican,Tommy Akridge,9,0,0,0
Mitchell,Lester,State House,171,Republican,Tommy Akridge,17,3,1,0
Mitchell,Pebble City,State House,171,Republican,Tommy Akridge,2,2,0,0
Mitchell,Pelham,State House,171,Republican,Tommy Akridge,8,6,0,0
Mitchell,Sale City,State House,171,Republican,Tommy Akridge,11,0,0,0
