county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
DeKalb,Allgood Elem,Sheriff,,Nonpartisan,Adam Gardner,0,16,2,0
DeKalb,Ashford Dunwoody Rd,Sheriff,,Nonpartisan,Adam Gardner,0,9,0,0
DeKalb,Ashford Park Elem,Sheriff,,Nonpartisan,Adam Gardner,0,6,0,0
DeKalb,Ashford Parkside,Sheriff,,Nonpartisan,Adam Gardner,0,6,0,0
DeKalb,Austin,Sheriff,,Nonpartisan,Adam Gardner,0,28,0,0
DeKalb,Austin Drive,Sheriff,,Nonpartisan,Adam Gardner,0,5,0,0
DeKalb,Avondale,Sheriff,,Nonpartisan,Adam Gardner,0,14,0,0
DeKalb,Avondale High,Sheriff,,Nonpartisan,Adam Gardner,0,17,1,0
DeKalb,Bethune Middle,Sheriff,,Nonpartisan,Adam Gardner,0,13,0,0
DeKalb,Bouldercrest Road,Sheriff,,Nonpartisan,Adam Gardner,0,10,0,0
DeKalb,Boulevard,Sheriff,,Nonpartisan,Adam Gardner,0,8,1,0
DeKalb,Briar Vista Elem,Sheriff,,Nonpartisan,Adam Gardner,0,14,3,0
DeKalb,Briarcliff,Sheriff,,Nonpartisan,Adam Gardner,0,4,7,0
DeKalb,Briarlake Elem,Sheriff,,Nonpartisan,Adam Gardner,0,5,5,0
DeKalb,Briarwood,Sheriff,,Nonpartisan,Adam Gardner,0,3,0,0
DeKalb,Brockett,Sheriff,,Nonpartisan,Adam Gardner,0,14,0,0
DeKalb,Brockett Elem,Sheriff,,Nonpartisan,Adam Gardner,0,10,0,0
DeKalb,Brookhaven,Sheriff,,Nonpartisan,Adam Gardner,0,4,1,0
DeKalb,Browns Mill Elem,Sheriff,,Nonpartisan,Adam Gardner,0,14,0,0
DeKalb,Burgess Elem,Sheriff,,Nonpartisan,Adam Gardner,0,18,0,0
DeKalb,Canby Lane Elem,Sheriff,,Nonpartisan,Adam Gardner,0,14,3,0
DeKalb,Candler,Sheriff,,Nonpartisan,Adam Gardner,0,14,0,0
DeKalb,Candler Park,Sheriff,,Nonpartisan,Adam Gardner,0,11,2,0
DeKalb,Candler-Murphey Candler Elem,Sheriff,,Nonpartisan,Adam Gardner,0,18,0,0
