county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Clayton,ELLENWOOD,U.S. House,5,Democrat,Able Mable Thomas,21,44,9,0
Clayton,FOREST PARK 1,U.S. House,5,Democrat,Able Mable Thomas,11,7,3,0
Clayton,FOREST PARK 2,U.S. House,5,Democrat,Able Mable Thomas,8,10,2,0
Clayton,FOREST PARK 3,U.S. House,5,Democrat,Able Mable Thomas,9,9,2,0
Clayton,FOREST PARK 4,U.S. House,5,Democrat,Able Mable Thomas,3,7,0,0
Clayton,FOREST PARK 5,U.S. House,5,Democrat,Able Mable Thomas,8,8,4,0
Clayton,FOREST PARK 6,U.S. House,5,Democrat,Able Mable Thomas,12,6,1,0
Clayton,JONESBORO 8,U.S. House,5,Democrat,Able Mable Thomas,3,5,1,0
Clayton,LAKE CITY,U.S. House,5,Democrat,Able Mable Thomas,2,14,4,0
Clayton,MORROW 1,U.S. House,5,Democrat,Able Mable Thomas,11,9,0,0
Clayton,MORROW 2,U.S. House,5,Democrat,Able Mable Thomas,2,7,0,0
Clayton,MORROW 3,U.S. House,5,Democrat,Able Mable Thomas,11,18,0,0
Clayton,MORROW 4,U.S. House,5,Democrat,Able Mable Thomas,5,3,1,0
Clayton,MORROW 5,U.S. House,5,Democrat,Able Mable Thomas,9,49,7,0
Clayton,MORROW 6,U.S. House,5,Democrat,Able Mable Thomas,11,12,0,0
Clayton,MORROW 7,U.S. House,5,Democrat,Able Mable Thomas,6,5,2,0
Clayton,MORROW 8,U.S. House,5,Democrat,Able Mable Thomas,7,15,3,0
Clayton,MORROW 9,U.S. House,5,Democrat,Able Mable Thomas,6,9,2,0
Clayton,OAK 1,U.S. House,5,Democrat,Able Mable Thomas,11,1,1,0
Clayton,OAK 2,U.S. House,5,Democrat,Able Mable Thomas,3,6,1,0
Clayton,OAK 3,U.S. House,5,Democrat,Able Mable Thomas,5,4,1,0
Clayton,OAK 4,U.S. House,5,Democrat,Able Mable Thomas,15,9,4,0
DeKalb,Avondale High,U.S. House,5,Democrat,Able Mable Thomas,5,5,10,0
DeKalb,Bouldercrest Road,U.S. House,5,Democrat,Able Mable Thomas,7,4,8,0
DeKalb,Boulevard,U.S. House,5,Democrat,Able Mable Thomas,41,10,22,3
DeKalb,Briar Vista Elem,U.S. House,5,Democrat,Able Mable Thomas,10,6,12,0
DeKalb,Briarcliff,U.S. House,5,Democrat,Able Mable Thomas,9,5,19,0
DeKalb,Burgess Elem,U.S. House,5,Democrat,Able Mable Thomas,35,9,15,0
DeKalb,Candler,U.S. House,5,Democrat,Able Mable Thomas,11,6,20,0
DeKalb,Candler Park,U.S. House,5,Democrat,Able Mable Thomas,26,9,26,0
DeKalb,Cedar Grove Elem,U.S. House,5,Democrat,Able Mable Thomas,18,17,26,0
DeKalb,Cedar Grove Middle,U.S. House,5,Democrat,Able Mable Thomas,10,8,7,0
DeKalb,Cedar Grove South,U.S. House,5,Democrat,Able Mable Thomas,19,16,24,0
DeKalb,Clairemont East,U.S. House,5,Democrat,Able Mable Thomas,6,1,35,0
DeKalb,Clifton,U.S. House,5,Democrat,Able Mable Thomas,7,6,18,0
DeKalb,Coan Recreation Center,U.S. House,5,Democrat,Able Mable Thomas,15,5,18,0
DeKalb,Columbia Elem,U.S. House,5,Democrat,Able Mable Thomas,2,2,10,0
DeKalb,Columbia Middle,U.S. House,5,Democrat,Able Mable Thomas,1,8,12,0
DeKalb,Decatur,U.S. House,5,Democrat,Able Mable Thomas,16,3,12,0
DeKalb,Druid Hills High,U.S. House,5,Democrat,Able Mable Thomas,1,2,7,0
DeKalb,East Lake,U.S. House,5,Democrat,Able Mable Thomas,30,17,26,0
DeKalb,Emory Road,U.S. House,5,Democrat,Able Mable Thomas,3,0,0,0
DeKalb,Emory South,U.S. House,5,Democrat,Able Mable Thomas,11,2,12,0
DeKalb,Fernbank Elem,U.S. House,5,Democrat,Able Mable Thomas,9,2,16,1
DeKalb,Flat Shoals,U.S. House,5,Democrat,Able Mable Thomas,12,13,25,0
DeKalb,Flat Shoals Elem,U.S. House,5,Democrat,Able Mable Thomas,3,12,14,0
DeKalb,Flat Shoals Library,U.S. House,5,Democrat,Able Mable Thomas,7,6,14,0
DeKalb,Glennwood,U.S. House,5,Democrat,Able Mable Thomas,9,4,27,0
DeKalb,Gresham Road,U.S. House,5,Democrat,Able Mable Thomas,19,8,31,0
DeKalb,Harris-Margaret Harris ED,U.S. House,5,Democrat,Able Mable Thomas,3,1,3,0
DeKalb,Johnson Estates,U.S. House,5,Democrat,Able Mable Thomas,1,0,6,0
DeKalb,Kelley Lake Elem,U.S. House,5,Democrat,Able Mable Thomas,20,15,30,0
DeKalb,Knollwood,U.S. House,5,Democrat,Able Mable Thomas,12,8,21,0
DeKalb,Lavista,U.S. House,5,Democrat,Able Mable Thomas,3,2,12,0
DeKalb,Lavista Road,U.S. House,5,Democrat,Able Mable Thomas,10,1,24,0
DeKalb,Lin-Mary Lin Elem,U.S. House,5,Democrat,Able Mable Thomas,15,2,19,0
DeKalb,McNair,U.S. House,5,Democrat,Able Mable Thomas,24,10,25,1
DeKalb,McNair Academy,U.S. House,5,Democrat,Able Mable Thomas,11,12,17,0
