county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Crisp,Arabi,State Senate,13,Republican,Carden H. Summers,65,39,1,0
Crisp,Coney,State Senate,13,Republican,Carden H. Summers,96,97,8,0
Crisp,Cordele,State Senate,13,Republican,Carden H. Summers,435,441,52,1
Crisp,Jamestown,State Senate,13,Republican,Carden H. Summers,128,109,8,0
Crisp,Listonia,State Senate,13,Republican,Carden H. Summers,116,62,5,0
Dodge,Chauncey,State Senate,13,Republican,Carden H. Summers,19,2,0,0
Dodge,Clark,State Senate,13,Republican,Carden H. Summers,8,0,0,0
Dodge,Eddin,State Senate,13,Republican,Carden H. Summers,38,12,1,0
Dodge,Empire,State Senate,13,Republican,Carden H. Summers,4,3,0,0
Dodge,Jaybird,State Senate,13,Republican,Carden H. Summers,9,2,0,0
Dodge,Jones,State Senate,13,Republican,Carden H. Summers,17,3,0,0
Dodge,Lee,State Senate,13,Republican,Carden H. Summers,97,60,10,0
Dodge,McCranie,State Senate,13,Republican,Carden H. Summers,34,3,0,0
Dodge,Milan,State Senate,13,Republican,Carden H. Summers,21,0,0,0
Dodge,Mitchell,State Senate,13,Republican,Carden H. Summers,21,3,0,0
Dodge,Mullis,State Senate,13,Republican,Carden H. Summers,28,3,0,0
Dodge,Plainfield,State Senate,13,Republican,Carden H. Summers,17,8,0,0
Dodge,Pondtown,State Senate,13,Republican,Carden H. Summers,77,5,5,0
Dodge,Rawlins,State Senate,13,Republican,Carden H. Summers,33,13,1,0
Dodge,Vilula,State Senate,13,Republican,Carden H. Summers,24,3,1,0
Dodge,Yonker,State Senate,13,Republican,Carden H. Summers,10,0,0,0
Dooly,Byromville,State Senate,13,Republican,Carden H. Summers,17,3,1,0
Dooly,Lilly,State Senate,13,Republican,Carden H. Summers,22,6,0,0
Dooly,Pinehurst,State Senate,13,Republican,Carden H. Summers,37,19,1,0
Dooly,Unadilla,State Senate,13,Republican,Carden H. Summers,53,7,1,0
Dooly,Vienna,State Senate,13,Republican,Carden H. Summers,88,95,4,0
Lee,CJC,State Senate,13,Republican,Carden H. Summers,19,4,0,0
Lee,Century Fire Station,State Senate,13,Republican,Carden H. Summers,42,24,3,0
Lee,Chokee,State Senate,13,Republican,Carden H. Summers,10,3,0,0
Lee,First Baptist,State Senate,13,Republican,Carden H. Summers,95,22,0,0
Lee,Friendship Baptist,State Senate,13,Republican,Carden H. Summers,32,5,0,1
Lee,Leesburg,State Senate,13,Republican,Carden H. Summers,54,37,2,0
Lee,Redbone,State Senate,13,Republican,Carden H. Summers,101,28,0,0
Lee,SDA Church,State Senate,13,Republican,Carden H. Summers,24,15,2,0
Lee,Smithville,State Senate,13,Republican,Carden H. Summers,20,7,0,0
Lee,Sovereign Grace,State Senate,13,Republican,Carden H. Summers,39,11,2,0
Sumter,Airport,State Senate,13,Republican,Carden H. Summers,38,11,0,0
Sumter,Andersonville,State Senate,13,Republican,Carden H. Summers,13,7,0,3
Sumter,Chambliss,State Senate,13,Republican,Carden H. Summers,44,7,0,1
Sumter,Leslie,State Senate,13,Republican,Carden H. Summers,73,23,0,1
Sumter,Rees Park,State Senate,13,Republican,Carden H. Summers,2,0,0,0
Tift,Brighton,State Senate,13,Republican,Carden H. Summers,83,26,0,0
Tift,Brookfield,State Senate,13,Republican,Carden H. Summers,59,14,1,0
Tift,Chula,State Senate,13,Republican,Carden H. Summers,83,22,2,0
Tift,Docia,State Senate,13,Republican,Carden H. Summers,70,24,0,0
Tift,Eldorado,State Senate,13,Republican,Carden H. Summers,47,6,0,0
Tift,Mott-Litman Gym,State Senate,13,Republican,Carden H. Summers,15,11,0,0
Tift,Omega,State Senate,13,Republican,Carden H. Summers,31,4,0,0
Tift,Tifton Lodge,State Senate,13,Republican,Carden H. Summers,62,53,1,0
Tift,Tifton Northeast,State Senate,13,Republican,Carden H. Summers,97,45,4,2
Tift,Tifton Northwest,State Senate,13,Republican,Carden H. Summers,96,79,2,0
Tift,Tifton South,State Senate,13,Republican,Carden H. Summers,16,14,2,0
Tift,Ty Ty,State Senate,13,Republican,Carden H. Summers,51,9,0,0
Turner,Ashburn,State Senate,13,Republican,Carden H. Summers,79,48,4,2
Turner,Rebecca,State Senate,13,Republican,Carden H. Summers,26,6,0,0
Turner,Sycamore,State Senate,13,Republican,Carden H. Summers,70,34,0,0
Wilcox,Abbeville North 2,State Senate,13,Republican,Carden H. Summers,6,0,0,0
Wilcox,Pineview 2,State Senate,13,Republican,Carden H. Summers,44,5,0,0
Wilcox,Pitts 3,State Senate,13,Republican,Carden H. Summers,75,6,5,0
Wilcox,Rochelle North 1,State Senate,13,Republican,Carden H. Summers,7,3,0,0
Wilcox,Rochelle South 4,State Senate,13,Republican,Carden H. Summers,20,2,1,0
Worth,Bridgeboro,State Senate,13,Republican,Carden H. Summers,53,9,1,0
Worth,County Line,State Senate,13,Republican,Carden H. Summers,24,5,1,0
Worth,Doles,State Senate,13,Republican,Carden H. Summers,45,8,1,0
Worth,Isabella,State Senate,13,Republican,Carden H. Summers,164,53,3,1
Worth,Minton,State Senate,13,Republican,Carden H. Summers,70,11,0,1
Worth,Oakfield,State Senate,13,Republican,Carden H. Summers,18,2,0,1
Worth,Piney Woods,State Senate,13,Republican,Carden H. Summers,11,5,0,0
Worth,Poulan,State Senate,13,Republican,Carden H. Summers,75,17,6,0
Worth,Red Rock,State Senate,13,Republican,Carden H. Summers,76,9,0,0
Worth,Scooterville,State Senate,13,Republican,Carden H. Summers,57,1,2,0
Worth,Shingler,State Senate,13,Republican,Carden H. Summers,85,19,0,0
Worth,Sumner,State Senate,13,Republican,Carden H. Summers,75,17,1,0
Worth,Sylvester,State Senate,13,Republican,Carden H. Summers,104,67,11,0
Worth,Sylvester East,State Senate,13,Republican,Carden H. Summers,87,86,11,0
Worth,Warwick,State Senate,13,Republican,Carden H. Summers,79,3,8,0
Crisp,Arabi,State Senate,13,Republican,Jim Quinn,25,4,0,0
Crisp,Coney,State Senate,13,Republican,Jim Quinn,35,20,1,0
Crisp,Cordele,State Senate,13,Republican,Jim Quinn,77,71,9,0
Crisp,Jamestown,State Senate,13,Republican,Jim Quinn,43,13,0,0
Crisp,Listonia,State Senate,13,Republican,Jim Quinn,27,5,0,0
Dodge,Chauncey,State Senate,13,Republican,Jim Quinn,20,0,3,0
Dodge,Clark,State Senate,13,Republican,Jim Quinn,6,1,0,0
Dodge,Eddin,State Senate,13,Republican,Jim Quinn,14,8,0,0
Dodge,Empire,State Senate,13,Republican,Jim Quinn,15,0,0,0
Dodge,Jaybird,State Senate,13,Republican,Jim Quinn,14,1,4,0
Dodge,Jones,State Senate,13,Republican,Jim Quinn,17,2,1,0
Dodge,Lee,State Senate,13,Republican,Jim Quinn,78,32,4,0
Dodge,McCranie,State Senate,13,Republican,Jim Quinn,13,0,0,0
Dodge,Milan,State Senate,13,Republican,Jim Quinn,9,0,0,0
