country,office,district,party,candidate,votes
DAWSON,State House,19,Democrat,RANDY CHESTER,288
HALL,State House,19,Democrat,RANDY CHESTER,181
DAWSON,State House,19,Democrat,CHARLES FINLEY,273
HALL,State House,19,Democrat,CHARLES FINLEY,65
