county,office,district,party,candidate,votes
APPLING      ,President,,Democrat,Al Gore,2093
ATKINSON     ,President,,Democrat,Al Gore,821
BACON        ,President,,Democrat,Al Gore,956
BAKER        ,President,,Democrat,Al Gore,893
BALDWIN      ,President,,Democrat,Al Gore,5893
BANKS        ,President,,Democrat,Al Gore,1220
BARROW       ,President,,Democrat,Al Gore,3657
BARTOW       ,President,,Democrat,Al Gore,7508
BEN HILL     ,President,,Democrat,Al Gore,2234
BERRIEN      ,President,,Democrat,Al Gore,1640
BIBB         ,President,,Democrat,Al Gore,24996
BLECKLEY     ,President,,Democrat,Al Gore,1273
BRANTLEY     ,President,,Democrat,Al Gore,1372
BROOKS       ,President,,Democrat,Al Gore,2096
BRYAN        ,President,,Democrat,Al Gore,2172
BULLOCH      ,President,,Democrat,Al Gore,5561
BURKE        ,President,,Democrat,Al Gore,3720
BUTTS        ,President,,Democrat,Al Gore,2281
CALHOUN      ,President,,Democrat,Al Gore,1107
CAMDEN       ,President,,Democrat,Al Gore,3636
CANDLER      ,President,,Democrat,Al Gore,1053
CARROLL      ,President,,Democrat,Al Gore,8752
CATOOSA      ,President,,Democrat,Al Gore,5470
CHARLTON     ,President,,Democrat,Al Gore,1015
CHATHAM      ,President,,Democrat,Al Gore,37590
CHATTAHOOCHEE,President,,Democrat,Al Gore,600
CHATTOOGA    ,President,,Democrat,Al Gore,2729
CHEROKEE     ,President,,Democrat,Al Gore,12295
CLARKE       ,President,,Democrat,Al Gore,15167
CLAY         ,President,,Democrat,Al Gore,821
CLAYTON      ,President,,Democrat,Al Gore,40042
CLINCH       ,President,,Democrat,Al Gore,816
COBB         ,President,,Democrat,Al Gore,86676
COFFEE       ,President,,Democrat,Al Gore,3593
COLQUITT     ,President,,Democrat,Al Gore,3297
COLUMBIA     ,President,,Democrat,Al Gore,8969
COOK         ,President,,Democrat,Al Gore,1639
COWETA       ,President,,Democrat,Al Gore,9056
CRAWFORD     ,President,,Democrat,Al Gore,1513
CRISP        ,President,,Democrat,Al Gore,2268
DADE         ,President,,Democrat,Al Gore,1628
DAWSON       ,President,,Democrat,Al Gore,1458
DECATUR      ,President,,Democrat,Al Gore,3398
DEKALB       ,President,,Democrat,Al Gore,154509
DODGE        ,President,,Democrat,Al Gore,2326
DOOLY        ,President,,Democrat,Al Gore,1901
DOUGHERTY    ,President,,Democrat,Al Gore,16650
DOUGLAS      ,President,,Democrat,Al Gore,11162
EARLY        ,President,,Democrat,Al Gore,1622
ECHOLS       ,President,,Democrat,Al Gore,272
EFFINGHAM    ,President,,Democrat,Al Gore,3232
ELBERT       ,President,,Democrat,Al Gore,2527
EMANUEL      ,President,,Democrat,Al Gore,2835
