county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person,advance_in_person_2
DeKalb,,"State Senator, District 44",44,DEM,GAIL BUCKNER,454,19,0,424,11,0
DeKalb,BOULDERCREST RD,"State Senator, District 44",44,DEM,GAIL BUCKNER,34,0,0,34,0,0
DeKalb,BURGESS ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,30,2,0,28,0,0
DeKalb,CEDAR GROVE ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,39,1,0,37,1,0
DeKalb,CEDAR GROVE MIDDLE,"State Senator, District 44",44,DEM,GAIL BUCKNER,17,0,0,17,0,0
DeKalb,CEDAR GROVE SOUTH,"State Senator, District 44",44,DEM,GAIL BUCKNER,49,0,0,48,1,0
DeKalb,CLIFTON ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,32,1,0,29,2,0
DeKalb,FLAT SHOALS,"State Senator, District 44",44,DEM,GAIL BUCKNER,22,4,0,18,0,0
DeKalb,FLAT SHOALS ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,24,0,0,24,0,0
DeKalb,GRESHAM ROAD,"State Senator, District 44",44,DEM,GAIL BUCKNER,26,2,0,23,1,0
DeKalb,KELLEY LAKE ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,43,3,0,37,3,0
DeKalb,MCNAIR ACADEMY,"State Senator, District 44",44,DEM,GAIL BUCKNER,18,2,0,14,2,0
DeKalb,MCNAIR HIGH,"State Senator, District 44",44,DEM,GAIL BUCKNER,20,1,0,19,0,0
DeKalb,MCNAIR MIDDLE,"State Senator, District 44",44,DEM,GAIL BUCKNER,27,0,0,27,0,0
DeKalb,MEADOWVIEW ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,32,1,0,31,0,0
DeKalb,PINEY GROVE,"State Senator, District 44",44,DEM,GAIL BUCKNER,16,1,0,15,0,0
DeKalb,TERRY MILL ELEM,"State Senator, District 44",44,DEM,GAIL BUCKNER,25,1,0,23,1,0
DeKalb,,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),1525,34,0,1454,37,0
DeKalb,BOULDERCREST RD,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),73,0,0,73,0,0
DeKalb,BURGESS ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),63,2,0,61,0,0
DeKalb,CEDAR GROVE ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),180,3,0,172,5,0
DeKalb,CEDAR GROVE MIDDLE,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),57,0,0,56,1,0
DeKalb,CEDAR GROVE SOUTH,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),124,0,0,122,2,0
DeKalb,CLIFTON ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),94,2,0,87,5,0
DeKalb,FLAT SHOALS,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),101,7,0,93,1,0
DeKalb,FLAT SHOALS ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),98,1,0,94,3,0
DeKalb,GRESHAM ROAD,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),87,3,0,81,3,0
DeKalb,KELLEY LAKE ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),112,0,0,107,5,0
DeKalb,MCNAIR ACADEMY,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),86,1,0,82,3,0
DeKalb,MCNAIR HIGH,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),91,6,0,82,3,0
DeKalb,MCNAIR MIDDLE,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),80,0,0,78,2,0
DeKalb,MEADOWVIEW ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),182,2,0,179,1,0
DeKalb,PINEY GROVE,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),13,2,0,11,0,0
DeKalb,TERRY MILL ELEM,"State Senator, District 44",44,DEM,GAIL  DAVENPORT (I),84,5,0,76,3,0
DeKalb,,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,249,26,0,218,5,0
DeKalb,LITHONIA,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,46,8,0,36,2,0
DeKalb,LITHONIA HIGH,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,38,2,0,36,0,0
DeKalb,MCWILLIAMS,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,60,0,0,59,1,0
DeKalb,MILLER GROVE HIGH,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,55,3,0,52,0,0
DeKalb,MILLER GROVE MIDDLE,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,26,1,0,25,0,0
DeKalb,PANOLA ROAD,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,6,4,0,0,2,0
DeKalb,STONEVIEW ELEM,"State Representative, District 92",92,DEM,TONYA P. ANDERSON,18,8,0,10,0,0
DeKalb,,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,146,7,0,133,6,0
DeKalb,LITHONIA,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,38,3,0,35,0,0
DeKalb,LITHONIA HIGH,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,23,0,0,22,1,0
DeKalb,MCWILLIAMS,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,31,0,0,27,4,0
DeKalb,MILLER GROVE HIGH,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,27,0,0,27,0,0
DeKalb,MILLER GROVE MIDDLE,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,12,1,0,11,0,0
DeKalb,PANOLA ROAD,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,4,3,0,0,1,0
DeKalb,STONEVIEW ELEM,"State Representative, District 92",92,DEM,DOREEN WILLIAMS,11,0,0,11,0,0
DeKalb,,BOE-D4,,,JIM MCMAHAN,2921,112,0,2777,32,0
DeKalb,BRIARLAKE ELEM,BOE-D4,,,JIM MCMAHAN,159,2,0,155,2,0
DeKalb,BROCKETT,BOE-D4,,,JIM MCMAHAN,118,9,0,108,1,0
DeKalb,BROCKETT ELEM,BOE-D4,,,JIM MCMAHAN,83,3,0,80,0,0
DeKalb,DRESDEN ELEM,BOE-D4,,,JIM MCMAHAN,13,3,0,10,0,0
DeKalb,EMBRY HILLS,BOE-D4,,,JIM MCMAHAN,88,3,0,81,4,0
DeKalb,EVANSDALE ELEM,BOE-D4,,,JIM MCMAHAN,147,4,0,143,0,0
DeKalb,HAWTHORNE ELEM,BOE-D4,,,JIM MCMAHAN,95,5,0,89,1,0
DeKalb,HENDERSON MILL ELEM,BOE-D4,,,JIM MCMAHAN,101,1,0,99,1,0
DeKalb,HUGH HOWELL,BOE-D4,,,JIM MCMAHAN,75,4,0,69,2,0
DeKalb,LAKESIDE HIGH,BOE-D4,,,JIM MCMAHAN,267,9,0,252,6,0
DeKalb,LIVSEY ELEM,BOE-D4,,,JIM MCMAHAN,193,4,0,189,0,0
DeKalb,MIDVALE ELEM,BOE-D4,,,JIM MCMAHAN,161,6,0,149,6,0
DeKalb,MIDVALE ROAD,BOE-D4,,,JIM MCMAHAN,125,3,0,120,2,0
DeKalb,MONTREAL,BOE-D4,,,JIM MCMAHAN,49,0,0,49,0,0
DeKalb,NORTHLAKE,BOE-D4,,,JIM MCMAHAN,139,7,0,132,0,0
DeKalb,OAK GROVE ELEM,BOE-D4,,,JIM MCMAHAN,162,6,0,155,1,0
DeKalb,OAKCLIFF ELEM,BOE-D4,,,JIM MCMAHAN,12,0,0,12,0,0
DeKalb,PLEASANTDALE ELEM,BOE-D4,,,JIM MCMAHAN,22,5,0,17,0,0
DeKalb,REHOBOTH,BOE-D4,,,JIM MCMAHAN,124,4,0,120,0,0
DeKalb,SAGAMORE HILLS ELEM,BOE-D4,,,JIM MCMAHAN,236,7,0,228,1,0
DeKalb,SKYLAND,BOE-D4,,,JIM MCMAHAN,40,0,0,40,0,0
DeKalb,SMOKE RISE ELEM,BOE-D4,,,JIM MCMAHAN,95,8,0,85,2,0
DeKalb,TUCKER,BOE-D4,,,JIM MCMAHAN,267,11,0,255,1,0
DeKalb,TUCKER LIBRARY,BOE-D4,,,JIM MCMAHAN,85,2,0,82,1,0
DeKalb,VALLEY BROOK,BOE-D4,,,JIM MCMAHAN,21,3,0,17,1,0
DeKalb,WARREN TECH,BOE-D4,,,JIM MCMAHAN,44,3,0,41,0,0
DeKalb,,BOE-D4,,,PAUL WOMACK,1557,164,0,1350,43,0
DeKalb,BRIARLAKE ELEM,BOE-D4,,,PAUL WOMACK,88,5,0,78,5,0
DeKalb,BROCKETT,BOE-D4,,,PAUL WOMACK,32,8,0,24,0,0
DeKalb,BROCKETT ELEM,BOE-D4,,,PAUL WOMACK,45,3,0,41,1,0
DeKalb,DRESDEN ELEM,BOE-D4,,,PAUL WOMACK,14,2,0,12,0,0
DeKalb,EMBRY HILLS,BOE-D4,,,PAUL WOMACK,53,5,0,48,0,0
DeKalb,EVANSDALE ELEM,BOE-D4,,,PAUL WOMACK,55,11,0,43,1,0
DeKalb,HAWTHORNE ELEM,BOE-D4,,,PAUL WOMACK,66,10,0,55,1,0
DeKalb,HENDERSON MILL ELEM,BOE-D4,,,PAUL WOMACK,106,7,0,91,8,0
DeKalb,HUGH HOWELL,BOE-D4,,,PAUL WOMACK,96,8,0,87,1,0
DeKalb,LAKESIDE HIGH,BOE-D4,,,PAUL WOMACK,167,28,0,132,7,0
DeKalb,LIVSEY ELEM,BOE-D4,,,PAUL WOMACK,41,3,0,38,0,0
DeKalb,MIDVALE ELEM,BOE-D4,,,PAUL WOMACK,88,6,0,79,3,0
DeKalb,MIDVALE ROAD,BOE-D4,,,PAUL WOMACK,64,3,0,61,0,0
DeKalb,MONTREAL,BOE-D4,,,PAUL WOMACK,10,0,0,10,0,0
DeKalb,NORTHLAKE,BOE-D4,,,PAUL WOMACK,49,7,0,42,0,0
DeKalb,OAK GROVE ELEM,BOE-D4,,,PAUL WOMACK,58,5,0,51,2,0
DeKalb,OAKCLIFF ELEM,BOE-D4,,,PAUL WOMACK,14,3,0,11,0,0
DeKalb,PLEASANTDALE ELEM,BOE-D4,,,PAUL WOMACK,17,3,0,14,0,0
DeKalb,REHOBOTH,BOE-D4,,,PAUL WOMACK,41,6,0,31,4,0
DeKalb,SAGAMORE HILLS ELEM,BOE-D4,,,PAUL WOMACK,87,4,0,83,0,0
DeKalb,SKYLAND,BOE-D4,,,PAUL WOMACK,21,1,0,20,0,0
DeKalb,SMOKE RISE ELEM,BOE-D4,,,PAUL WOMACK,112,12,0,92,8,0
DeKalb,TUCKER,BOE-D4,,,PAUL WOMACK,122,17,0,105,0,0
DeKalb,TUCKER LIBRARY,BOE-D4,,,PAUL WOMACK,45,2,0,43,0,0
DeKalb,VALLEY BROOK,BOE-D4,,,PAUL WOMACK,8,0,0,8,0,0
DeKalb,WARREN TECH,BOE-D4,,,PAUL WOMACK,58,5,0,51,2,0
DeKalb,,BOE-D6,,,MELVIN JOHNSON,1224,55,2,1128,39,0
DeKalb,FREEDOM MIDDLE,BOE-D6,,,MELVIN JOHNSON,49,4,0,44,1,0
DeKalb,HAMBRICK ELEM,BOE-D6,,,MELVIN JOHNSON,61,1,0,57,3,0
DeKalb,IDLEWOOD ELEM,BOE-D6,,,MELVIN JOHNSON,30,3,0,25,2,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,BOE-D6,,,MELVIN JOHNSON,57,0,0,57,0,0
DeKalb,NORTH HAIRSTON,BOE-D6,,,MELVIN JOHNSON,33,1,0,29,3,0
DeKalb,PINE LAKE,BOE-D6,,,MELVIN JOHNSON,14,0,0,14,0,0
DeKalb,PRINCETON ELEM,BOE-D6,,,MELVIN JOHNSON,25,0,0,23,2,0
DeKalb,REDAN ELEM,BOE-D6,,,MELVIN JOHNSON,41,0,0,40,1,0
DeKalb,REDAN-TROTTI LIBRARY,BOE-D6,,,MELVIN JOHNSON,49,1,0,48,0,0
DeKalb,ROCK CHAPEL ELEM,BOE-D6,,,MELVIN JOHNSON,30,1,0,27,2,0
DeKalb,ROCK CHAPEL ROAD,BOE-D6,,,MELVIN JOHNSON,37,0,0,36,1,0
DeKalb,ROCKBRIDGE ELEM,BOE-D6,,,MELVIN JOHNSON,39,1,0,34,4,0
DeKalb,ROCKBRIDGE ROAD,BOE-D6,,,MELVIN JOHNSON,74,0,0,73,1,0
DeKalb,SHADOW ROCK ELEM,BOE-D6,,,MELVIN JOHNSON,199,9,0,184,6,0
DeKalb,SOUTH DESHON,BOE-D6,,,MELVIN JOHNSON,48,3,0,42,3,0
DeKalb,SOUTH HAIRSTON,BOE-D6,,,MELVIN JOHNSON,63,1,0,62,0,0
DeKalb,STEPHENSON HIGH,BOE-D6,,,MELVIN JOHNSON,79,4,0,72,3,0
DeKalb,STEPHENSON MIDDLE,BOE-D6,,,MELVIN JOHNSON,71,1,2,66,2,0
DeKalb,STONE MILL ELEM,BOE-D6,,,MELVIN JOHNSON,6,0,0,6,0,0
DeKalb,STONE MOUNTAIN CHAMPION,BOE-D6,,,MELVIN JOHNSON,48,1,0,47,0,0
DeKalb,STONE MOUNTAIN ELEM,BOE-D6,,,MELVIN JOHNSON,39,19,0,19,1,0
DeKalb,STONE MOUNTAIN LIBRARY,BOE-D6,,,MELVIN JOHNSON,21,2,0,19,0,0
DeKalb,STONE MOUNTAIN MIDDLE,BOE-D6,,,MELVIN JOHNSON,18,1,0,17,0,0
DeKalb,WYNBROOKE ELEM,BOE-D6,,,MELVIN JOHNSON,93,2,0,87,4,0
DeKalb,,BOE-D6,,,DENISE E. MCGILL,625,52,0,556,17,0
DeKalb,FREEDOM MIDDLE,BOE-D6,,,DENISE E. MCGILL,19,2,0,16,1,0
