county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person,advance_in_person_2
DeKalb,HAMBRICK ELEM,BOE-D6,,,DENISE E. MCGILL,26,0,0,26,0,0
DeKalb,IDLEWOOD ELEM,BOE-D6,,,DENISE E. MCGILL,19,1,0,17,1,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,BOE-D6,,,DENISE E. MCGILL,15,0,0,15,0,0
DeKalb,NORTH HAIRSTON,BOE-D6,,,DENISE E. MCGILL,15,5,0,10,0,0
DeKalb,PINE LAKE,BOE-D6,,,DENISE E. MCGILL,5,0,0,5,0,0
DeKalb,PRINCETON ELEM,BOE-D6,,,DENISE E. MCGILL,12,1,0,11,0,0
DeKalb,REDAN ELEM,BOE-D6,,,DENISE E. MCGILL,29,1,0,28,0,0
DeKalb,REDAN-TROTTI LIBRARY,BOE-D6,,,DENISE E. MCGILL,30,1,0,29,0,0
DeKalb,ROCK CHAPEL ELEM,BOE-D6,,,DENISE E. MCGILL,26,1,0,23,2,0
DeKalb,ROCK CHAPEL ROAD,BOE-D6,,,DENISE E. MCGILL,21,0,0,20,1,0
DeKalb,ROCKBRIDGE ELEM,BOE-D6,,,DENISE E. MCGILL,18,1,0,17,0,0
DeKalb,ROCKBRIDGE ROAD,BOE-D6,,,DENISE E. MCGILL,46,0,0,46,0,0
DeKalb,SHADOW ROCK ELEM,BOE-D6,,,DENISE E. MCGILL,28,1,0,27,0,0
DeKalb,SOUTH DESHON,BOE-D6,,,DENISE E. MCGILL,36,4,0,32,0,0
DeKalb,SOUTH HAIRSTON,BOE-D6,,,DENISE E. MCGILL,19,1,0,18,0,0
DeKalb,STEPHENSON HIGH,BOE-D6,,,DENISE E. MCGILL,50,1,0,45,4,0
DeKalb,STEPHENSON MIDDLE,BOE-D6,,,DENISE E. MCGILL,46,2,0,41,3,0
DeKalb,STONE MILL ELEM,BOE-D6,,,DENISE E. MCGILL,12,3,0,7,2,0
DeKalb,STONE MOUNTAIN CHAMPION,BOE-D6,,,DENISE E. MCGILL,12,1,0,11,0,0
DeKalb,STONE MOUNTAIN ELEM,BOE-D6,,,DENISE E. MCGILL,38,23,0,14,1,0
DeKalb,STONE MOUNTAIN LIBRARY,BOE-D6,,,DENISE E. MCGILL,12,0,0,12,0,0
DeKalb,STONE MOUNTAIN MIDDLE,BOE-D6,,,DENISE E. MCGILL,16,0,0,16,0,0
DeKalb,WYNBROOKE ELEM,BOE-D6,,,DENISE E. MCGILL,75,3,0,70,2,0
