county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Effingham,,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,203,8,164,31,0
Effingham,1B,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,20,1,17,2,0
Effingham,3A,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,26,0,23,3,0
Effingham,3B,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,19,0,14,5,0
Effingham,3C,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,40,0,37,3,0
Effingham,3D,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,21,0,18,3,0
Effingham,4A,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,36,4,25,7,0
Effingham,4B,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,24,1,17,6,0
Effingham,4C,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,17,2,13,2,0
Effingham,5C,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0
Effingham,,"U.S. Representative, District 12",12,REP,LEE ANDERSON,280,19,212,49,0
Effingham,1B,"U.S. Representative, District 12",12,REP,LEE ANDERSON,9,1,6,2,0
Effingham,3A,"U.S. Representative, District 12",12,REP,LEE ANDERSON,29,0,25,4,0
Effingham,3B,"U.S. Representative, District 12",12,REP,LEE ANDERSON,42,0,35,7,0
Effingham,3C,"U.S. Representative, District 12",12,REP,LEE ANDERSON,54,2,48,4,0
Effingham,3D,"U.S. Representative, District 12",12,REP,LEE ANDERSON,42,4,30,8,0
Effingham,4A,"U.S. Representative, District 12",12,REP,LEE ANDERSON,79,6,56,17,0
Effingham,4B,"U.S. Representative, District 12",12,REP,LEE ANDERSON,14,2,6,6,0
Effingham,4C,"U.S. Representative, District 12",12,REP,LEE ANDERSON,11,4,6,1,0
Effingham,5C,"U.S. Representative, District 12",12,REP,LEE ANDERSON,0,0,0,0,0
