county,office,district,party,candidate,votes
Clayton,State House,60,Democratic,Keisha Sean Waites,97
Dekalb,State House,60,Democratic,Keisha Sean Waites,18
Fulton,State House,60,Democratic,Keisha Sean Waites,206
Clayton,State House,60,Democratic,Latrenka R. Riley,49
Dekalb,State House,60,Democratic,Latrenka R. Riley,14
Fulton,State House,60,Democratic,Latrenka R. Riley,98
Clayton,State House,60,Democratic,Theresa F. Middlebrooks,20
Dekalb,State House,60,Democratic,Theresa F. Middlebrooks,0
Fulton,State House,60,Democratic,Theresa F. Middlebrooks,90
Gwinnett,State House,107,Republican,Paul Smith,523
Walton,State House,107,Republican,Paul Smith,299
Gwinnett,State House,107,Republican,Tom Kirby,234
Walton,State House,107,Republican,Tom Kirby,232
Gwinnett,State House,107,Republican,Mark Banks,71
Walton,State House,107,Republican,Mark Banks,388
Gwinnett,State House,107,Unknown,Michael P. Lynch,117
Walton,State House,107,Unknown,Michael P. Lynch,99
