county,office,district,party,candidate,votes
Gwinnett,State House,107,Republican,Tom Kirby,2060
Walton,State House,107,Republican,Tom Kirby,1424
Gwinnett,State House,107,Republican,Paul Smith,2034
Walton,State House,107,Republican,Paul Smith,1180
