county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Jefferson,,Superior Court Clerk,,,ANNE DURDEN,1536,91,1064,381,0
Jefferson,Stapleton Crossroads,Superior Court Clerk,,,ANNE DURDEN,56,3,45,8,0
Jefferson,Matthews,Superior Court Clerk,,,ANNE DURDEN,62,0,57,5,0
Jefferson,Wrens,Superior Court Clerk,,,ANNE DURDEN,311,14,269,28,0
Jefferson,Louisville,Superior Court Clerk,,,ANNE DURDEN,605,38,283,284,0
Jefferson,Wadley,Superior Court Clerk,,,ANNE DURDEN,240,25,187,28,0
Jefferson,Bartow,Superior Court Clerk,,,ANNE DURDEN,118,10,88,20,0
Jefferson,Stapleton,Superior Court Clerk,,,ANNE DURDEN,90,1,85,4,0
Jefferson,Avera,Superior Court Clerk,,,ANNE DURDEN,54,0,50,4,0
Jefferson,,Superior Court Clerk,,,AMY WILCHER HOWARD,1014,125,609,280,0
Jefferson,Stapleton Crossroads,Superior Court Clerk,,,AMY WILCHER HOWARD,46,0,36,10,0
Jefferson,Matthews,Superior Court Clerk,,,AMY WILCHER HOWARD,35,0,29,6,0
Jefferson,Wrens,Superior Court Clerk,,,AMY WILCHER HOWARD,174,6,163,5,0
Jefferson,Louisville,Superior Court Clerk,,,AMY WILCHER HOWARD,414,33,178,203,0
Jefferson,Wadley,Superior Court Clerk,,,AMY WILCHER HOWARD,217,81,95,41,0
Jefferson,Bartow,Superior Court Clerk,,,AMY WILCHER HOWARD,36,4,24,8,0
Jefferson,Stapleton,Superior Court Clerk,,,AMY WILCHER HOWARD,42,0,37,5,0
Jefferson,Avera,Superior Court Clerk,,,AMY WILCHER HOWARD,50,1,47,2,0
Jefferson,,Tax Commissioner,,,JOHN BRENT DYE,1022,44,660,318,0
Jefferson,Stapleton Crossroads,Tax Commissioner,,,JOHN BRENT DYE,36,0,28,8,0
Jefferson,Matthews,Tax Commissioner,,,JOHN BRENT DYE,43,0,35,8,0
Jefferson,Wrens,Tax Commissioner,,,JOHN BRENT DYE,202,6,182,14,0
Jefferson,Louisville,Tax Commissioner,,,JOHN BRENT DYE,434,26,177,231,0
Jefferson,Wadley,Tax Commissioner,,,JOHN BRENT DYE,150,8,111,31,0
Jefferson,Bartow,Tax Commissioner,,,JOHN BRENT DYE,71,3,50,18,0
Jefferson,Stapleton,Tax Commissioner,,,JOHN BRENT DYE,42,0,35,7,0
Jefferson,Avera,Tax Commissioner,,,JOHN BRENT DYE,44,1,42,1,0
Jefferson,,Tax Commissioner,,,NANCY W. MCGRAW,1562,172,1042,348,0
Jefferson,Stapleton Crossroads,Tax Commissioner,,,NANCY W. MCGRAW,65,3,53,9,0
Jefferson,Matthews,Tax Commissioner,,,NANCY W. MCGRAW,55,0,52,3,0
Jefferson,Wrens,Tax Commissioner,,,NANCY W. MCGRAW,289,14,255,20,0
Jefferson,Louisville,Tax Commissioner,,,NANCY W. MCGRAW,600,44,295,261,0
Jefferson,Wadley,Tax Commissioner,,,NANCY W. MCGRAW,314,99,177,38,0
Jefferson,Bartow,Tax Commissioner,,,NANCY W. MCGRAW,87,11,65,11,0
Jefferson,Stapleton,Tax Commissioner,,,NANCY W. MCGRAW,90,1,87,2,0
Jefferson,Avera,Tax Commissioner,,,NANCY W. MCGRAW,62,0,58,4,0
