county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Grady,,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),684,20,472,191,1
Grady,Blowing Cave,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),52,2,44,6,0
Grady,Cairo 4th District,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),30,2,9,19,0
Grady,Cairo 5th District,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),76,4,45,27,0
Grady,Duncanville,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),34,1,30,3,0
Grady,Higdon,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),37,3,31,3,0
Grady,Limesink,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),23,0,19,4,0
Grady,Midway,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),76,1,53,22,0
Grady,Pine Park,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),37,0,26,11,0
Grady,Ragan,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),24,2,16,6,0
Grady,Spence,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),60,0,47,13,0
Grady,Spring Hill,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),55,0,36,19,0
Grady,Whigham,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),60,0,43,17,0
Grady,Woodland,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),120,5,73,41,1
Grady,,"Public Service Commission, District 3",3,REP,MATT REID,326,7,233,86,0
Grady,Blowing Cave,"Public Service Commission, District 3",3,REP,MATT REID,22,0,18,4,0
Grady,Cairo 4th District,"Public Service Commission, District 3",3,REP,MATT REID,13,1,8,4,0
Grady,Cairo 5th District,"Public Service Commission, District 3",3,REP,MATT REID,53,1,27,25,0
Grady,Duncanville,"Public Service Commission, District 3",3,REP,MATT REID,10,0,10,0,0
Grady,Higdon,"Public Service Commission, District 3",3,REP,MATT REID,18,0,13,5,0
Grady,Limesink,"Public Service Commission, District 3",3,REP,MATT REID,18,0,18,0,0
Grady,Midway,"Public Service Commission, District 3",3,REP,MATT REID,30,1,17,12,0
Grady,Pine Park,"Public Service Commission, District 3",3,REP,MATT REID,17,3,11,3,0
Grady,Ragan,"Public Service Commission, District 3",3,REP,MATT REID,14,0,11,3,0
Grady,Spence,"Public Service Commission, District 3",3,REP,MATT REID,25,0,22,3,0
Grady,Spring Hill,"Public Service Commission, District 3",3,REP,MATT REID,21,0,15,6,0
Grady,Whigham,"Public Service Commission, District 3",3,REP,MATT REID,29,0,23,6,0
Grady,Woodland,"Public Service Commission, District 3",3,REP,MATT REID,56,1,40,15,0
Grady,,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,1892,43,1206,641,2
Grady,Blowing Cave,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,81,0,68,13,0
Grady,Cairo 4th District,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,344,10,192,142,0
Grady,Cairo 5th District,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,355,6,197,151,1
Grady,Duncanville,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,44,0,42,2,0
Grady,Higdon,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,93,1,74,18,0
Grady,Limesink,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,38,1,26,11,0
Grady,Midway,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,172,5,115,52,0
Grady,Pine Park,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,91,3,68,20,0
Grady,Ragan,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,91,3,67,21,0
Grady,Spence,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,75,5,52,18,0
Grady,Spring Hill,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,65,0,51,14,0
Grady,Whigham,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,118,3,90,24,1
Grady,Woodland,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,325,6,164,155,0
Grady,,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,368,11,267,90,0
Grady,Blowing Cave,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,28,0,24,4,0
