county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Macon,,President of the United States,,R,MITT ROMNEY,1545,81,578,886,0
Macon,Ideal,President of the United States,,R,MITT ROMNEY,458,23,172,263,0
Macon,Oglethorpe,President of the United States,,R,MITT ROMNEY,293,16,97,180,0
Macon,Marshallville,President of the United States,,R,MITT ROMNEY,295,20,172,103,0
Macon,Montezuma 4,President of the United States,,R,MITT ROMNEY,344,17,82,245,0
Macon,Montezuma 5,President of the United States,,R,MITT ROMNEY,155,5,55,95,0
Macon,,President of the United States,,D,BARACK OBAMA (I),3211,189,1595,1427,0
Macon,Ideal,President of the United States,,D,BARACK OBAMA (I),488,29,212,247,0
Macon,Oglethorpe,President of the United States,,D,BARACK OBAMA (I),564,27,215,322,0
Macon,Marshallville,President of the United States,,D,BARACK OBAMA (I),641,17,484,140,0
Macon,Montezuma 4,President of the United States,,D,BARACK OBAMA (I),740,55,334,351,0
Macon,Montezuma 5,President of the United States,,D,BARACK OBAMA (I),778,61,350,367,0
Macon,,President of the United States,,L,GARY JOHNSON,25,1,11,13,0
Macon,Ideal,President of the United States,,L,GARY JOHNSON,7,1,3,3,0
Macon,Oglethorpe,President of the United States,,L,GARY JOHNSON,4,0,1,3,0
Macon,Marshallville,President of the United States,,L,GARY JOHNSON,6,0,4,2,0
Macon,Montezuma 4,President of the United States,,L,GARY JOHNSON,5,0,1,4,0
Macon,Montezuma 5,President of the United States,,L,GARY JOHNSON,3,0,2,1,0
Macon,,"Public Service Commission, District 3",3,R,CHUCK EATON (I),1366,75,521,770,0
Macon,Ideal,"Public Service Commission, District 3",3,R,CHUCK EATON (I),389,21,145,223,0
Macon,Oglethorpe,"Public Service Commission, District 3",3,R,CHUCK EATON (I),261,16,86,159,0
Macon,Marshallville,"Public Service Commission, District 3",3,R,CHUCK EATON (I),282,18,169,95,0
Macon,Montezuma 4,"Public Service Commission, District 3",3,R,CHUCK EATON (I),293,15,71,207,0
Macon,Montezuma 5,"Public Service Commission, District 3",3,R,CHUCK EATON (I),141,5,50,86,0
Macon,,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,2516,160,1264,1092,0
Macon,Ideal,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,403,23,183,197,0
Macon,Oglethorpe,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,430,19,166,245,0
Macon,Marshallville,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,504,15,380,109,0
Macon,Montezuma 4,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,597,49,272,276,0
Macon,Montezuma 5,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,582,54,263,265,0
Macon,,"Public Service Commission, District 3",3,L,BRAD PLOEGER,82,3,39,40,0
Macon,Ideal,"Public Service Commission, District 3",3,L,BRAD PLOEGER,13,0,5,8,0
Macon,Oglethorpe,"Public Service Commission, District 3",3,L,BRAD PLOEGER,17,1,6,10,0
Macon,Marshallville,"Public Service Commission, District 3",3,L,BRAD PLOEGER,17,1,15,1,0
Macon,Montezuma 4,"Public Service Commission, District 3",3,L,BRAD PLOEGER,23,1,6,16,0
Macon,Montezuma 5,"Public Service Commission, District 3",3,L,BRAD PLOEGER,12,0,7,5,0
Macon,,"Public Service Commission, District 5",5,R,STAN WISE (I),1763,90,709,964,0
Macon,Ideal,"Public Service Commission, District 5",5,R,STAN WISE (I),449,21,174,254,0
Macon,Oglethorpe,"Public Service Commission, District 5",5,R,STAN WISE (I),336,17,110,209,0
Macon,Marshallville,"Public Service Commission, District 5",5,R,STAN WISE (I),352,23,213,116,0
Macon,Montezuma 4,"Public Service Commission, District 5",5,R,STAN WISE (I),403,18,123,262,0
Macon,Montezuma 5,"Public Service Commission, District 5",5,R,STAN WISE (I),223,11,89,123,0
Macon,,"Public Service Commission, District 5",5,L,DAVID STAPLES,1382,75,758,549,0
Macon,Ideal,"Public Service Commission, District 5",5,L,DAVID STAPLES,222,12,105,105,0
Macon,Oglethorpe,"Public Service Commission, District 5",5,L,DAVID STAPLES,243,6,105,132,0
Macon,Marshallville,"Public Service Commission, District 5",5,L,DAVID STAPLES,300,8,232,60,0
Macon,Montezuma 4,"Public Service Commission, District 5",5,L,DAVID STAPLES,321,28,162,131,0
Macon,Montezuma 5,"Public Service Commission, District 5",5,L,DAVID STAPLES,296,21,154,121,0
Macon,,U.S. Representative,2,R,JOHN HOUSE,1264,65,475,724,0
Macon,Ideal,U.S. Representative,2,R,JOHN HOUSE,382,20,142,220,0
Macon,Oglethorpe,U.S. Representative,2,R,JOHN HOUSE,229,15,72,142,0
Macon,Marshallville,U.S. Representative,2,R,JOHN HOUSE,250,14,141,95,0
Macon,Montezuma 4,U.S. Representative,2,R,JOHN HOUSE,280,13,70,197,0
Macon,Montezuma 5,U.S. Representative,2,R,JOHN HOUSE,123,3,50,70,0
Macon,,U.S. Representative,2,D,SANFORD BISHOP (I),3305,200,1599,1506,0
Macon,Ideal,U.S. Representative,2,D,SANFORD BISHOP (I),529,34,225,270,0
Macon,Oglethorpe,U.S. Representative,2,D,SANFORD BISHOP (I),582,26,219,337,0
Macon,Marshallville,U.S. Representative,2,D,SANFORD BISHOP (I),652,21,483,148,0
Macon,Montezuma 4,U.S. Representative,2,D,SANFORD BISHOP (I),774,58,336,380,0
Macon,Montezuma 5,U.S. Representative,2,D,SANFORD BISHOP (I),768,61,336,371,0
Macon,,State Senator,15,R,DAVID BROWN,1341,65,540,736,0
Macon,Ideal,State Senator,15,R,DAVID BROWN,385,21,156,208,0
Macon,Oglethorpe,State Senator,15,R,DAVID BROWN,248,10,81,157,0
