county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Houston,,President of the United States,,R,MITT ROMNEY,34662,1552,14595,18510,5
Houston,ANNX,President of the United States,,R,MITT ROMNEY,808,47,278,483,0
Houston,BMS,President of the United States,,R,MITT ROMNEY,2662,112,1117,1431,2
Houston,BON,President of the United States,,R,MITT ROMNEY,1789,95,729,965,0
Houston,CENT,President of the United States,,R,MITT ROMNEY,1870,93,928,849,0
Houston,ELBC,President of the United States,,R,MITT ROMNEY,377,29,213,135,0
Houston,FMMS,President of the United States,,R,MITT ROMNEY,3038,95,1220,1722,1
Houston,HAFS,President of the United States,,R,MITT ROMNEY,766,23,413,329,1
Houston,HCHS,President of the United States,,R,MITT ROMNEY,1140,37,373,730,0
Houston,HCTC,President of the United States,,R,MITT ROMNEY,2037,153,767,1117,0
Houston,HEFS,President of the United States,,R,MITT ROMNEY,413,11,227,175,0
Houston,KATH,President of the United States,,R,MITT ROMNEY,711,24,391,296,0
Houston,MALL,President of the United States,,R,MITT ROMNEY,1053,37,523,493,0
Houston,MCMS,President of the United States,,R,MITT ROMNEY,2968,120,1213,1634,1
Houston,MILL,President of the United States,,R,MITT ROMNEY,882,34,467,381,0
Houston,NSES,President of the United States,,R,MITT ROMNEY,1116,50,580,486,0
Houston,NSMS,President of the United States,,R,MITT ROMNEY,906,52,448,406,0
Houston,NSSH,President of the United States,,R,MITT ROMNEY,513,36,265,212,0
Houston,QRUN,President of the United States,,R,MITT ROMNEY,1334,70,577,687,0
Houston,RECR,President of the United States,,R,MITT ROMNEY,687,50,349,288,0
Houston,ROZR,President of the United States,,R,MITT ROMNEY,4660,200,1395,3065,0
Houston,TMS,President of the United States,,R,MITT ROMNEY,1688,86,747,855,0
Houston,TWPK,President of the United States,,R,MITT ROMNEY,1144,37,557,550,0
Houston,VHS,President of the United States,,R,MITT ROMNEY,2100,61,818,1221,0
Houston,,President of the United States,,D,BARACK OBAMA (I),22702,857,9580,12250,15
Houston,ANNX,President of the United States,,D,BARACK OBAMA (I),445,21,138,285,1
Houston,BMS,President of the United States,,D,BARACK OBAMA (I),893,28,332,533,0
Houston,BON,President of the United States,,D,BARACK OBAMA (I),628,27,245,356,0
Houston,CENT,President of the United States,,D,BARACK OBAMA (I),882,34,419,429,0
Houston,ELBC,President of the United States,,D,BARACK OBAMA (I),1731,58,993,678,2
Houston,FMMS,President of the United States,,D,BARACK OBAMA (I),1905,65,640,1196,4
Houston,HAFS,President of the United States,,D,BARACK OBAMA (I),304,12,163,129,0
Houston,HCHS,President of the United States,,D,BARACK OBAMA (I),494,17,143,334,0
Houston,HCTC,President of the United States,,D,BARACK OBAMA (I),1509,66,607,836,0
Houston,HEFS,President of the United States,,D,BARACK OBAMA (I),332,4,205,123,0
Houston,KATH,President of the United States,,D,BARACK OBAMA (I),284,5,141,138,0
Houston,MALL,President of the United States,,D,BARACK OBAMA (I),768,29,417,320,2
Houston,MCMS,President of the United States,,D,BARACK OBAMA (I),1410,67,430,913,0
Houston,MILL,President of the United States,,D,BARACK OBAMA (I),524,25,295,204,0
Houston,NSES,President of the United States,,D,BARACK OBAMA (I),732,20,311,401,0
Houston,NSMS,President of the United States,,D,BARACK OBAMA (I),1364,44,610,708,2
Houston,NSSH,President of the United States,,D,BARACK OBAMA (I),698,28,401,269,0
Houston,QRUN,President of the United States,,D,BARACK OBAMA (I),401,24,172,205,0
Houston,RECR,President of the United States,,D,BARACK OBAMA (I),1606,62,788,756,0
Houston,ROZR,President of the United States,,D,BARACK OBAMA (I),2522,120,837,1563,2
Houston,TMS,President of the United States,,D,BARACK OBAMA (I),1749,45,726,978,0
Houston,TWPK,President of the United States,,D,BARACK OBAMA (I),789,21,304,462,2
Houston,VHS,President of the United States,,D,BARACK OBAMA (I),732,35,263,434,0
Houston,,President of the United States,,L,GARY JOHNSON,639,37,428,174,0
