county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Berrien,,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1779,44,1166,566,3
Berrien,West Berrien,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),170,5,126,39,0
Berrien,Ray City,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),119,1,97,20,1
Berrien,East Berrien,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),135,4,83,48,0
Berrien,Nashville,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),909,26,503,378,2
Berrien,Lois,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),109,0,91,18,0
Berrien,Enigma,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),135,2,119,14,0
Berrien,Alapaha,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),202,6,147,49,0
Berrien,,"Public Service Commission, District 3",3,REP,MATT REID,1031,34,687,309,1
Berrien,West Berrien,"Public Service Commission, District 3",3,REP,MATT REID,113,4,88,21,0
Berrien,Ray City,"Public Service Commission, District 3",3,REP,MATT REID,89,1,72,16,0
Berrien,East Berrien,"Public Service Commission, District 3",3,REP,MATT REID,89,2,53,34,0
Berrien,Nashville,"Public Service Commission, District 3",3,REP,MATT REID,505,21,274,209,1
Berrien,Lois,"Public Service Commission, District 3",3,REP,MATT REID,54,0,45,9,0
Berrien,Enigma,"Public Service Commission, District 3",3,REP,MATT REID,70,3,63,4,0
Berrien,Alapaha,"Public Service Commission, District 3",3,REP,MATT REID,111,3,92,16,0
Berrien,,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,327,20,230,77,0
Berrien,West Berrien,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,28,5,22,1,0
Berrien,Ray City,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,45,0,42,3,0
Berrien,East Berrien,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,23,2,17,4,0
Berrien,Nashville,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,154,10,88,56,0
Berrien,Lois,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,8,0,8,0,0
Berrien,Enigma,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,23,2,20,1,0
Berrien,Alapaha,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,46,1,33,12,0
Berrien,,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,1131,34,753,343,1
Berrien,West Berrien,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,118,4,90,24,0
Berrien,Ray City,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,109,1,88,20,0
Berrien,East Berrien,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,91,5,47,39,0
Berrien,Nashville,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,552,18,306,227,1
Berrien,Lois,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,55,0,44,11,0
Berrien,Enigma,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,72,1,68,3,0
Berrien,Alapaha,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,134,5,110,19,0
Berrien,,"Public Service Commission, District 5",5,REP,STAN WISE (I),1627,45,1065,514,3
Berrien,West Berrien,"Public Service Commission, District 5",5,REP,STAN WISE (I),161,5,121,35,0
